item code,item description,length cm,height cm,width cm,volume litre,weight kg,in EIC
ETOOCUTTSHE2,"SHEARS, compound scroll type, for semi-hard sheet 1.2mm max.",26,3,7,0.62,0.56,yes
ETOOCUTTST01,"SHARPENING STONE, fine-medium, 200 x 50 x25mm",15,2.5,5,0.1875,0.36,yes
ETOODIGB1602,"DIGGING BAR, in 2 pieces with thread joint, 1.6m",160,6,6,5.76,7,yes
ETOODRILHS19,"DRILL BIT SET, HSS Polished flutes,19pcs 1-10mm, 0.5mm incr.",16,0,11.5,0,0.56,yes
ETOODRILM712,"DRILL BIT SET, masonry, SDS diam 6/8/10/12/16/20 mm",19,3,11,0.897,0.65,yes
ETOODRILWR10,"DRILL BIT, wood, round tail diam 10mm",0,0,0,0,0,yes
ETOOFILEFM25,"FILE, flat, medium cut, 25x250mm",0,0,0,0,0,yes
ETOOFILEWRHR,"WOOD RASP, half round, 250mm, with handle",0,0,0,0,0,yes
ETOOHAMMCARP,"HAMMER, nail claw, carpenter type, 800g, steel + plast. hand",0,0,0,0,0,yes
ETOOHAMMCARW,"CLAW HAMMER, carpenter type, 750g, wood handle",0,0,0,0,0,yes
ETOOHAMMSL17,"SLEDGE HAMMER, hardened steel, wood handle, 1750g, 250mm",28,5,11,1.54,1.6,yes
ETOOHAMMSL48,"SLEDGE HAMMER, hardened steel, wood handle, 4800g, 900mm",90,7,16,10.08,5.4,yes
ETOOJACKTR12,JACK TROLLEY 12T,0,0,0,0,0,yes
ETOOJACKTR25,"JACK, TROLLEY 2.5 T",0,0,0,0,0,yes
ETOOPENSCARP,"PENCIL, carpenter, 300mm",0,0,0,0,0,yes
ETOOPLIC2024,"PLIER, nippers, up to 2mm hard wire, 240mm length",24,2,5,0.24,0.74,yes
ETOOPLIECO18,"PLIER, combination, 180mm length",0,0,0,0,0,yes
ETOOPLIEMU25,"PLIER, multigrip, standard, max. open. 52mm, 250mm length",24,1.5,6,0.216,0.3,yes
ETOOPLIL0825,"PLIER, LOCK GRIP, 100mm max. opening, 250mm length",24,2,7,0.336,0.55,yes
ETOOPULLH15L15,"PULLER HOIST with chaine, lifting dist. 1.5m, load 1500kg",0,0,0,0,0,yes
ETOOPULLH15L30,"PULLER HOIST with chaine, lifting dist. 1.5m, load 3000kg",0,0,0,0,0,yes
ETOOPULLH15L7.5,"PULLER HOIST with chaine, lifting dist. 1.5m, load 750kg",0,0,0,0,0,yes
ETOOPULLLC30,"PULLER, manual winch, 3000kg, with chain, 1.5m lift capacit.",0,0,0,10,30,yes
ETOOPUNCAW15,"AWL, piercing, square 10 x 10 mm, blade 150mm, plast. handle",0,0,0,0,0,yes
ETOOPUNCMP12,"PUNCH, center punch, chrome finish, 120mm length",1.2,12,1.2,0.0173,0.05,yes
ETOOSAWSHA30,"HACKSAW, steel bar frame, wood handle, wing nut, L. 300mm",0,0,0,0,0,yes
ETOOSAWSHA3N,"BLADE BI-METAL, for hacksaw, 12 inches, 24 teeth",31,1,1.5,0.0465,0.16,yes
ETOOSAWSW400,"HANDSAW, for timber, 400mm blade",49,2.5,11,1.3475,0.3,yes
ETOOSCDRS101,"SCREWDRIVER SET, 8 pieces: 5 flat, 3 Phillips",40,6,26,6.24,1.92,yes
ETOOSEALGU40,"APPLICATOR GUN, for cartridge 400g, for silicone and else",32,5,17,2.72,0.6,yes
ETOOSOCKS3M2,"SOCKET SPANNER SET, 1/2"" square drive, 6 points, 8 to 32mm",35,8,25.5,7.14,3.86,yes
ETOOTESTBATT,"BATTERY TESTER, hydrometer check electrolyte density, plast.",0,0,0,1,0.1,yes
ETOOWELDBRBL,"WIRE BRUSH, block type, steel wire",0,0,0,0,0,yes
ETOOWHEBS90L,"WHEEL BARROW, approx. 90L dry solids, strong solid wheel",0,0,0,0,0,yes
ETOOWRENAD08,"WRENCH, ADJUSTABLE, maxi 27mm, length 8"", intensive use",20.5,1.3,5,0.1333,0.22,yes
ETOOWRENCMS3,"SPANNER SET, combinaison, open + 15deg ang. ring, 6 to 32mm",36.4,8,11.3,3.2906,3.66,yes
FBAFBABY6V02,"BABY FOOD, canned, infants above 6 month, vegetarian, 200g",0,0,0,0.5,0.2,yes
FBAFCOFFIN02,"COFFEE, instant, box of 200g",0,0,0,0.5,0.2,yes
FBAFCOFFPO05,"COFFEE, powder, bag of 500g",0,0,0,0.5,0.5,yes
FBAFCUBE,"SEASONING CUBE, box",0,0,0,0.2,0.25,yes
FBAFSALTIODE,"SALT, iodized edible",0,0,0,1.25,1,yes
FBAFSUGAWH04,"SUGAR, white",0,0,0,1.22,1,yes
FBAFTEABSA01,"TEA BAG, sachet for one preparation",0,0,0,0,0.005,yes
FBAFTEALB005,"TEA, leaves, packet, 500g",0,0,0,1.66,0.5,yes
FBAFTEALB10K,"TEA, leaves",0,0,0,3.33,1,yes
FBAFYEASD011,"YEAST, dried, package 11 gr",0,0,0,0.027,0.013,yes
FBAFYEASD100,"YEAST, dried, package 100 gr",0,0,0,0.233,105,yes
FCANFISHS150,"FISH, canned, sardines, veg oil, 150g",0,0,0,0.34,0.17,yes
FCANFISHT500,"FISH, canned, tuna, veg. oil 500g",0,0,0,1.06,0.53,yes
FCANMEATBK02,"BEEF, canned, ""Corned beef"" 200g",0,0,0,0.286,0.22,yes
FCANMEATBK05,"BEEF, canned, ""Corned beef"" 500g",0,0,0,0.689,0.53,yes
FCANMEATC300,"CHICKEN, 300 g, easy opening, french/english",0,0,0,0.4,0.33,yes
FCANMEATP250,"PORK, canned, 250g",0,0,0,0.3,0.27,yes
FCANMENUME01,"READY MEAL, vegetarian, canned, 200g",0,0,0,0.286,0.22,yes
FCANTOMAC02,"TOMATO PASTE, 24% concentrate, canned, 200g",0,0,0,0.286,0.22,yes
FCERMAIZWGRA,"MAIZE, white, grain",0,0,0,1.6,1,yes
FCERMAIZWGRI,"MAIZE, white, grits",0,0,0,2.1,1,yes
FCERMAIZWMEA,"MAIZE, white, meal",0,0,0,2.1,1,yes
FCERMAIZYGRA,"MAIZE, yellow, grain",0,0,0,1.6,1,yes
FCERMAIZYGRI,"MAIZE, yellow, grits",0,0,0,2.1,1,yes
FCERMAIZYMEA,"MAIZE, yellow, meal",0,0,0,2.1,1,yes
FCERPASTDW01,"PASTA, durum wheat meal",0,0,0,3.3,1,yes
FCERRICEBR30,"RICE, white, broken 30%",0,0,0,1.25,1,yes
FCERRICEBR5,"RICE, white broken 5 %",0,0,0,1.25,1,yes
FCERRICELGGR,"RICE, white, long grain, irri6/2",0,0,0,1.25,1,yes
FCERRICEPARA,"RICE, parboiled",0,0,0,1.25,1,yes
FCERRICERD01,"RICE, round grain",0,0,0,1.25,1,yes
FCERSORGGR01,"SORGHUM, grain",0,0,0,1.5,1,yes
FCERSORGME01,"SORGHUM, meal",0,0,0,2,1,yes
FCERWHEAFL01,"WHEAT, flour",0,0,0,2,1,yes
FCERWHEAGR01,"WHEAT, grain",0,0,0,1.6,1,yes
FDAICHEEP300,"CHEESE, processed, 300g",0,0,0,0.4,0.3,yes
FDAIMILKDSMP,DRY SKIMMED MILK powder,0,0,0,2.16,1.02,yes
FDAIMILKDWMP,"DRY WHOLE MILK, 26% fat",0,0,0,2.16,1.02,yes
FDAIMILKT075,"MILK, THERAPEUTIC powder, 750 kcal/l, 410 g. sachet",0,0,0,1.233,0.493,yes
FDAIMILKT100,"MILK, THERAPEUTIC powder, 1000 Kcal/l, package 456 gr",0,0,0,1.233,0.493,yes
FNUTBISCBP05,"BISCUITS ICSM type, BP5, prot.15%, Compact,package 500gr.",0,0,0,0.708,0.567,yes
FNUTBISCBP100,"BISCUITS ICSM type, BP100, 9 bars of 2 tablets, 510gr.",0,0,0,0.708,0.577,yes
FNUTBISCNRG5,"BISCUITS ICSM type, prot.15%, ""MSI-NRG5"",package 500g",0,0,0,0.645,0.567,yes
FNUTCMVT0800,"CMV Therapeutic, micro nutrition supplement powder - 800 gr.",0,0,0,0,0,yes
FNUTCSBX6722,"CSB, maize 67.5%, soya 22.5%, sugar 10%, enriched, 25 kg bag",0,0,0,47.5,25.5,yes
FNUTCUBEQB90,"QBmix, micronutrient supplement, pot 900g",0,0,0,2.2,0.933,yes
FNUTEEZEPA01,"EEZEE PASTE, sachet 100g",0,0,0,0.16,0.11,yes
FNUTHDRVVEG1,"HUMANITARIAN DAILY RATION, vegetarian",0,0,0,0,0,yes
FNUTHDRXSTD1,HUMANITARIAN DAILY RATION,0,0,0,0,0,yes
FNUTPLMP5002,"PLUMPY'NUT, 500 Kcal, bag of 92g",0,0,0,0.153,0.1,yes
FNUTPLMPDOS1,"PLUMPY DOSE, pot 325g",0,0,0,0.8,0.353,yes
FNUTPLMPSOY,"PLUMPY SOY, sachet 92g",0,0,0,0.153,0.1,yes
FNUTPLMPSUP,"SUPPLEMENTARY PLUMPY, sachet 92g",0,0,0,0.153,0.1,yes
FOILGHEEPASO,"GHEE, Palm and soya oil",0,0,0,1.4,1,yes
FOILGROURE01,"OIL, groudnuts, refined, per liter",0,0,0,1.35,0.9,yes
FOILMAIZRE01,"OIL, maize, refined, per liter",0,0,0,1.35,0.9,yes
FOILOLIVCP01,"OIL, olive, from cold press, virgin, per liter",0,0,0,1.35,0.9,yes
FOILPALMRE01,"OIL, palm",0,0,0,1.35,0.9,yes
FOILRAPERE01,"OIL, rapeseed",0,0,0,1.35,0.9,yes
FOILSOYARE01,"OIL, soyabean",0,0,0,1.35,0.9,yes
FOILSUNFRE01,"OIL, sunflower",0,0,0,1.35,0.9,yes
FPULBEANBR01,"BEANS, brown",0,0,0,1.1,1,yes
FPULBEANPI01,"BEANS, Pinto",0,0,0,1.1,1,yes
FPULBEANRK01,"BEANS, red kidney",0,0,0,1.1,1,yes
FPULBEANRK02,"BEANS, red kidney, small",0,0,0,1.1,1,yes
FPULBEANRO01,"BEANS, Rosecoco",0,0,0,1.1,1,yes
FPULBEANRS01,"BEANS, red speckled",0,0,0,1.1,1,yes
FPULBEANWS01,"BEANS, white, small",0,0,0,1.1,1,yes
FPULLENTGS01,"LENTILS, green, small",0,0,0,1.1,1,yes
FPULLENTRS01,"LENTILS, red, small",0,0,0,1.1,1,yes
FPULLENTSP01,"LENTILS, split",0,0,0,1.1,1,yes
FPULPEASCH01,"PEAS, chick peas",0,0,0,1.15,1,yes
FPULPEASSP01,"PEAS, split",0,0,0,1.15,1,yes
FPULPEASWG01,"PEAS, whole, green",0,0,0,1.15,1,yes
FPULPEASWY01,"PEAS, whole, yellow",0,0,0,1.15,1,yes
HCLSSCHDCHLI,"CLOTHING, second hand, child, light",0,0,0,2.4,1,yes
HCLSSCHDCHWA,"CLOTHING, second hand, child, warm",0,0,0,2.4,1,yes
HCLSSCHDMELI,"CLOTHING, second hand men, light",0,0,0,2.4,1,yes
HCLSSCHDMEWA,"CLOTHING, second hand, men, warm",0,0,0,2.4,1,yes
HCLSSCHDWOLI,"CLOTHING, second hand, women, light",0,0,0,2.4,1,yes
HCLSSCHDWOWA,"CLOTHING, second hand, women, warm",0,0,0,2.4,1,yes
HCONBUCKG25,"BUCKET, metal, galvanised, 25l",0,0,0,0,0,yes
HCONBUCKP14L,"BUCKET, plastic, 14L with clip cover and 50mm outlet",0,0,0,6.2,1.25,yes
HCONJCANP20,"JERRYCAN, rigid, 20L, food grade plastic, screw cap 50mm",0,0,0,25,1,yes
HCONJCANPC10,"JERRYCAN, flat collapsible,10L, food grade pl., zip closing",35,13,24,10.92,0.206,yes
HCONJCANPF10,"JERRYCAN, foldable,10L, food grade plastic,screw cap",0,0,0,0.42,0.14,yes
HCONJCANPF15,"JERRYCAN, foldable, 15L, food grade plastic, screw cap",0,0,0,3.6,0.3,yes
HCONJCANPF20,"JERRYCAN, foldable, 20L, food grade plastic, screw cap",0,0,0,3.6,0.317,yes
HFURBEDSMAT3,"MATTRESS, 0.9m x 1.90m, high density foam, strong cover",0,0,0,256,9,yes
HFURSHELGA20,"SHELVES, kit, 5 galv. steel plates, 80kg load each, 2x1x0.5m",0,0,0,150,35,yes
HHEAHEATDH65,"SPACE HEATER, diesel burner 65000kcal, 220V, separate exhau.",0,0,0,1100,125,yes
HHEASTOHWCTE,"STOVE/HEATER, wood/coal, rectangular, horizontal, for tent",0,0,0,0,0,yes
HHEASTOHWHC2,"STOVE/HEATER, wood/coal burner, 'REDI CAL C2', + cook.pot",0,0,0,100,35,yes
HHEASTOVGS02,"STOVE, gas burner, 'REDI BSG2', 2kw, straight burner",0,0,0,20,5,yes
HHEASTOVGS06,"STOVE, gas burner, 'REDI REGA', 6kw, U shaped burner",0,0,0,20,6,yes
HHEASTOVGS10,"STOVE, gas burner, 'REDI REGA 10', 10kw, square shape burner",0,0,0,20,7,yes
HHEASTOVKSV1,"STOVE, kerosene burner, 'REDI V1', 3.5 kw",0,0,0,23,5,yes
HHEASTOVKSV2,"STOVE, kerosene burner, 'REDI V2', 8kw",0,0,0,23,7,yes
HHEASTOVKSV3,"STOVE, kerosene burner, 'REDI V3', 15kw",0,0,0,30,10,yes
HHEASTOVWBB4,"STOVE, wood burner, 'REDI B4', half-drum type",0,0,0,350,30,yes
HHYGCLECFLCL,"FLOOR CLOTH, cotton, 50 X 50cm",0,0,0,0,0,yes
HHYGCLEMBRHA,"STICK, broom handle",0,0,0,0,0,yes
HHYGCLEMBRSH,"BROOM, strong straw, long handle",0,0,0,0,0,yes
HHYGCLEMBRWF,"BROOM, floor washing broom, long handle",0,0,0,0,0,yes
HHYGCLEMDUFL,DUST PAN,0,0,0,0,0,yes
HHYGCLEMSCBR,"BRUSH, SCRUBBING, hand brush",10,3,4,0.12,0.3,yes
HHYGDETELI01,"DETERGENT, household, general cleaning, liquid, bottle 1L",0,0,0,0,0,yes
HHYGDETELI05,"DETERGENT, household, multipurpose, liquid, 5L",0,0,0,0,0,yes
HHYGDETESOSO,"SOFT SOAP, for general cleaning, tin, 1kg",0,0,0,0,0,yes
HHYGDIAPWA01,"DIAPER, washable",0,0,0,0,0,yes
HHYGDIAPWACO,"DIAPER COVER, pants, reusable",0,0,0,0,0,yes
HHYGGLOVKITL,"GLOVE, cleaning, rubber, large",0,0,0,0,0,yes
HHYGPERSPADN,"HYGIENIC PADS, normal",0,0,0,0,0,yes
HHYGPERSRAZO,"RAZOR, disposable",0,0,0,0,0,yes
HHYGPERSTO73,"BATH TOWEL, small, 100% cotton, 70x30cm",0,0,0,2.1,0.1,yes
HHYGPERSTOBR,"TOOTH BRUSH, medium",0,0,0,0,0,yes
HHYGPERSTOP1,"TOOTH PASTE, tube 75 ml",0,0,0,0,0,yes
HHYGSHAMB250,"SHAMPOO, for baby, 250ml",0,0,0,0,0,yes
HHYGSHAMN250,"SHAMPOO, 250 ml",0,0,0,0,0,yes
HHYGSOAP100G,"SOAP, body soap, 100g, piece",0,0,0,0.092,0.102,yes
HHYGSOAP200G,"SOAP, laundry soap, 200g, piece",0,0,0,0.184,0.204,yes
HHYGTOILPAPR,"TOILET, paper, hygienic, roll",0,0,0,1.05,0.125,yes
HHYGWAPO010M,"WASHING POWDER, for cloth, for hand and machine, bag 1kg",0,0,0,0,0,yes
HSHEACONCS18,AIR CONDITIONER split system18000 BTU vertical blower system,0,0,0,0,0,yes
HSHEACONCS24,AIR CONDITIONER split system24000 BTU vertical blower system,0,0,0,0,0,yes
HSHEACONCW09,AIR CONDITIONER for window 9000 BTU,0,0,0,0,0,yes
HSHEACONCW12,AIR CONDITIONER for window 12000 BTU,0,0,0,0,0,yes
HSHEACONCW18,AIR CONDITIONER for window 18000 BTU,0,0,0,0,0,yes
HSHEBLANCLT1,"BLANKET, woven, 100% COTTON, 1.2x1.8m, light",0,0,0,3,0.62,yes
HSHEBLANCLT2,"BLANKET, woven, 80% COTTON, 20%POLYESTER, 1.2x1.8m, light",0,0,0,0,0,yes
HSHEBLANPHT1,"BLANKET, SYNTHETIC, 1.5X2m, high thermal",0,0,0,0,2,yes
HSHEBLANPMT1,"BLANKET, SYNTHETIC, 1.5X2m, medium thermal",0,0,0,0,1.6,yes
HSHEBLANQHT1,"BLANKET, quilt, 100% synth., 1.5x2m, high thermal resistance",0,0,0,12.5,1.04,yes
HSHEBLANWHT1,"BLANKET, woven, 80% wool, 1.5x2m, high thermal resistance",0,0,0,8,2,yes
HSHEBLANWMT1,"BLANKET, woven, 50%wool, 1.5x2m, medium thermal resistance",0,0,0,11.25,1.75,yes
HSHEMATTNAT1,"SLEEPING MAT, natural fibres 180 x 80 cm",0,0,0,0,0,yes
HSHEMATTPLA1,"MAT, plastic 180 x 90cm",0,0,0,3,0.86,yes
HSHEMNET2D,"MOSQUITO NET, DOME, with groundsheet, double, outdoor/indoor",62,12,15,11.16,1.6,yes
HSHEMNET2S,"MOSQUITO NET, LLIN, circular, dble bed, d:1050cm, H:220cm",0,0,0,3.58,1,yes
HSHEMNETRL,"MOSQUITO NET, LLIN, rectangular large 160 x 180 x 150cm",0,0,0,1.7,0.444,yes
HSHEMNETRM,"MOSQUITO NET, LLIN, rectangular medium 130 x 180 x 150cm",0,0,0,1.5,0.386,yes
HSHEMNETRXL,"MOSQUITO NET, LLIN, rectangular X-large 190 x 180 x 150cm",0,0,0,1.9,0.49,yes
HSHEPLSH150F,"PLASTIC SHEET for windows, not antiblast film,0.15mm, 2x100m",0,0,0,0,0,yes
HSHEPLSH200F,"PLASTIC SHEET for windows, not antiblast film, 0.2mm, 4x50m",0,0,0,0,0,yes
HSHEROPE01N,"ROPE, NYLON, polyamide, diam. 1 mm braided string",0,0,0,0,0,yes
HSHEROPE06N,"ROPE, NYLON, polyamide, diam. 6 mm, braided",0,0,0,0.06,0.035,yes
HSHEROPE06P,"ROPE, POLYPROPYLENE, diam. 6 mm, twisted",0,0,0,0,0,yes
HSHEROPE06S,"ROPE, SISAL/HEMP, diam. 6 mm, twisted",0,0,0,0,0,yes
HSHEROPE08P,"ROPE, POLYPROPYLENE, diam. 8 mm, twisted",0,0,0,0,0,yes
HSHEROPE08S,"ROPE, SISAL/HEMP, diam. 8 mm, twisted",0,0,0,0,0,yes
HSHEROPE12PB,"ROPE, POLYPROPYLENE, black, diam. 12mm, twisted",0,0,0,0,0.063,yes
HSHEROPE14P,"ROPE, POLYPROPYLENE, diam. 14 mm, twisted",0,0,0,0.288,0.09,yes
HSHEROPE14S,"ROPE, SISAL/HEMP, diam. 14 mm, twisted",0,0,0,0,0,yes
HSHEROPE20P,"ROPE, POLYPROPYLENE, diam. 20 mm, twisted",0,0,0,0,0,yes
HSHESLEBWI,"SLEEPING BAG, for indoor use, cold climate",38,18,18,12.312,1.7,yes
HSHETARPW406,"TARPAULINS, woven plastic, 4 x 6 m, white/white, piece",0,0,0,11.2,4.2,yes
HSHETARPW460,"PLASTIC SHEETING, woven, 4x60m, white/white, roll",0,0,0,180,55,yes
HSHETENTD27,"TENT, DISPENSARY, 27.5 m2, w/o groundsheet, (5,5 x 5 m)+ BAG",0,0,0,380,130,yes
HSHETENTD45,"TENT, MULTIPURPOSE, 45m2, Polycotton",0,0,0,680,194,yes
HSHETENTF16C,"TENT, FAMILY, 16 m2 double fly with ground sheet",230,35,35,281.75,55,yes
HSHETENTF16P,"INSULATING PLATE, for tent canvas protection from stove pipe",0,0,0,8,2,yes
HSHETENTH88S,"TENT, HOSPITAL, Rubbhall 5.5x16m, steel frame",0,0,0,1700,850,yes
HSHETENTT02,"TENT, monodome for 1-2 persons, nylon. pack size 55 x 15 cm",0,0,0,10,3.7,yes
HSHETENTW2RS,"TENT, WAREHOUSE, 10x24x3.35m, steel frame",0,0,0,5000,2660,yes
IUPSVUPS750I,"APC Smart UPS 750VA,535W incl. line conditioner",50,30,28,42,14.1,yes
KADMFURN004,"KIT, FURNITURES, for 4 persons",0,0,0,0,0,yes
KADMIDEN02,KIT IDENTIFICATION ITEMS (flags and anti-blast film),114,41,61,285.114,59.35,yes
KADMIDEN03,KIT IDENTIFICATION ITEMS (flags+stickers+tabard+mégaphone),80,34,46,125.12,35.2,yes
KADMLAPTCPT,"KIT, LAPTOP, laptop + PSU + protect. bag and accessories",0,0,0,0,0,yes
KADMLIFE02,"KIT, SURVIVAL, 2 persons/3days",0,0,0,174,39,yes
KADMLIFE08,"KIT, TEAM LIFE, 8 persons/5days",0,0,0,0,0,yes
KADMLIFE08B,"KIT, BEDDING, equipment for 8 persons",120,61,81,592.92,98.5,yes
KADMLIFE08F,"KIT, FOOD AND HYGIEN, consumables for 5 days/8 persons",0,0,0,0,0,yes
KADMLIFE08K,"KIT, KITCHEN, equipment for 8 persons",0,0,0,2490,455,yes
KADMLIFE16TC,"KIT, tables and chairs for 16 persons",0,0,0,0,0,yes
KADMLIFE50F,"KIT, FOOD AND HYGIEN, consumables for 15 days/50 persons",0,0,0,0,0,yes
KADMSTAT03,"KIT, ERU ADMINISTRATIVE STARTER KIT, 1 office, 3-5 persons",0,0,0,0,0,yes
KADMSTATIFRC,"KIT, IFRC administration kit for ERU",0,0,0,0,0,yes
KADMSTATRDU,"KIT, STATIONARY RDU",80,68,46,250.24,79.5,yes
KCOMANTELOOP,"KIT, LOOP antenna",50,32,35,56,16.4,yes
KCOMBGAN110TR,"KIT, BGAN EXPLORER T&T 110, portable, with accessories",48,30,30,43.2,4.4,yes
KCOMBGAN700TR,"KIT, BGAN EXPLORER T&T 700, fix, with accessories",60,55,50,165,14.4,yes
KCOMGPS-02,"KIT, GPS, Garmin eTrex, with altimeter, compass, 12V",31,15,21,9.765,1.3,yes
KCOMMASTHOLD,KIT ANTENNA guying to hold a standard antenna mast,33,26,32,27.456,11.5,yes
KCOMREPEKENU,"KIT, REPEATER Kenwood TKR 851 UHF with duplexer",60,26,50,78,16.25,yes
KCOMREPEKENW,"KIT, REPEATER Kenwood TKR 751 VHF with duplexer",60,26,50,78,15.85,yes
KCOMTOOLELE,"KIT, TOOL BOX electronic for radio telecom",0,0,0,46.08,18,yes
KCOMTOOLEMS,"KIT, TOOL BOX Instrument for radio telecom",0,0,0,22.816,8.6,yes
KCOMTOOLMEC,"KIT, TOOL BOX mecanic for radio telecom (without drill mac)",0,0,0,9,12.6,yes
KCOMTOOLVSAT,"KIT, TOOL BOX for VSAT installation",52,48,31,77.376,12.4,yes
KCOMTXTRGM360U,"KIT, MOTOROLA GM360 UHF (transc.+ant.+connectors)",0,0,0,24.5,4.5,yes
KCOMTXTRGM360V,"KIT, MOTOROLA GM360 VHF (transc.+ant.+connectors)",0,0,0,24.5,4.64,yes
KCOMTXTRGP360U,"KIT, MOTOROLA GP360 UHF (Txtr, battery, charger, antenna)",36,13,33,15.444,2.4,yes
KCOMTXTRGP360V,"KIT, MOTOROLA GP360 VHF (Txtr, battery, charger, antenna)",36,13,33,15.444,2.4,yes
KCOMTXTRPRHF,"KIT, Pre-cabling, CODAN radio SRX in vehicles",18,13,16,3.744,1.35,yes
KCOMTXTRPRUVHF,"KIT, Pre-cabling, Motorola radio U/VHF in vehicles",18,10,13,2.34,0.8,yes
KCOMTXTRWIRELAN,"KIT, WIRELESS BRIDGE CISCO 1310 with acc. - one station only",50,32,35,56,12.1,yes
KENGDIGE006S,"KIT, GENERATOR, 6kW, silent, diesel, complete, hand trolley",0,0,0,0,0,yes
KENGDIGE009S,"KIT, GENERATOR, 9kW, silent, diesel, complete, road trailer",0,0,0,0,0,yes
KENGELEC01,"KIT LIGHTING and CABLING, upto 6KW, without generator",80,50,60,240,71.3,yes
KENGLIGH0603,"KIT LIGHTING, outdoor/indoor, 6x500w spots",0,0,0,0,0,yes
KENGPEGE003,"KIT, GENERATOR, 3kW, petrol, complete, portable",0,0,0,0,0,yes
KENGSOLA4P,"KIT, SOLAR PANELS, with 4 solar panels, 12V, 200W",0,0,0,470,133,yes
KENGSOLA6P,"KIT, SOLAR PANELS, with 6 solar panels, 12V, 300W",0,0,0,564,209,yes
KENGSOLAOF2KWH,"KIT, SOLAR FOR OFFICE, 2 KWhrs w. inverter, batteries, lamps",0,0,0,0,0,yes
KENGSOLAOF3KWH,"KIT, SOLAR FOR OFFICE, 3 KWhrs w. inverter, batteries, lamps",0,0,0,0,0,yes
KENGTOOL01,"KIT, TOOL BOX for general purpose - TK1",80,35,46,128.8,47.5,yes
KENGTOOL02,"KIT, TOOL BOX, electricity, bag - TK2",51,43,27,59.211,15.1,yes
KENGTOOL03,"KIT, TOOL BOX for plumbing - TK3",100,39,56,218.4,48.3,yes
KENGTOOLCLDR,"KIT,  CORDLESS DRILL, 14V, with drive bits and drill bits",51,12,38,23.256,6.5,yes
KENGTOOLDRIL,"KIT, HAMMER DRILL, with SDS and round tail bits",0,0,0,30,10,yes
KENGTOOLHDRI,"KIT, HAMMER DRILL, heavy duty, with SDS-MAX bits",80,20,65,100,23.4,yes
KMEDKCHO01,"KIT, CHOLERA (001), 625 treatments with 4000 l infusions",0,0,0,12006.9,6453.062,yes
KMEDKCHO01CHD,"(kit 001), SET, CHLORINATION & WATER TESTING",0,0,0,296.64,30.91,yes
KMEDKCHO01DI,"(kit 001), SET, DISINFECTION (UN 3077.9 + UN 2880)",0,0,0,1821.6,473.9,yes
KMEDKCHO01DR,"(kit 001), SET, DRUGS",0,0,0,587.4,200.86,yes
KMEDKCHO01I2,"(kit 001), SET, INFUSIONS 2000 litres",0,0,0,4627.15,2522,yes
KMEDKCHO01LO,"(kit 001), SET, LOGISTIC MATERIAL",0,0,0,3643.42,448.36,yes
KMEDKCHO01RE,"(kit 001), SET, MEDICAL MATERIAL, single use",0,0,0,925.1,210.1,yes
KMEDKCHO01SA,"(kit 001), SET, SAMPLING",0,0,0,38.8,1.8,yes
KMEDKCHO01ST,"(kit 001), SET, STATIONERY",0,0,0,105.6,44.572,yes
KMEDKCHO02,"KIT, CHOLERA, IFRC, Volunt. + Treat. Modules, 1200 patients",0,0,0,0,0,yes
KMEDKCHO02M,"KIT, CHOLERA, IFRC, Infusion Module, 1000L, for 100 patients",0,0,0,0,0,yes
KMEDKCHO02T,"KIT, CHOLERA, IFRC, Treatment Module, for 100 patients",0,0,0,0,0,yes
KMEDKCHO02V,"KIT, CHOLERA, IFRC, Volunteer Module, for 300 patients",0,0,0,0,0,yes
KMEDKDELRDU,"KIT, MEDICAL, TEAM rapid deployment unit (RDU)",80,41,46,150.88,22.9,yes
KMEDKEMEHP,"KIT, ADVANCED EMERGENCY CARE, health prof., incl. b.pack",0,0,0,287.8,58,yes
KMEDKFAI01B,"KIT, FIRST AIDER'S, bag + material",40,30,55,66,8.6,yes
KMEDKFAI01BCR,"KIT, FIRST AIDER'S, bag + material, Red Cross",0,0,0,0,0,yes
KMEDKFAI01BIC,"KIT, FIRST AIDER'S, bag + material, ICRC",0,0,0,0,0,yes
KMEDKFAI01BIF,"KIT, FIRST AIDER'S, bag + material, IFRC",0,0,0,0,0,yes
KMEDKFAI01BRC,"KIT, FIRST AIDER'S, bag + material, Red Crescent",0,0,0,0,0,yes
KMEDKFAI01C,"KIT, FIRST AID FOR CAR",0,0,0,6.72,1.5,yes
KMEDKFAI01D,"KIT, FIRST AID FOR HEALTH DELEGATE",0,0,0,63.525,10.5,yes
KMEDKIAE01,"IEHK, KIT 10.000 person/3month, without narc/psych/malar/PEP",0,0,0,5200,1133,yes
KMEDKIAE01B,"IEHK, BASIC UNIT, 1.000 persons/3month, without malaria ",60,60,40,180,38.5,yes
KMEDKIAE01BM,"IEHK, MALARIA MODULE for 1 BASIC UNIT, 1.000 persons/3month ",0,0,0,140,24,yes
KMEDKIAE01S,"IEHK, SUPPLEMENTARY UNIT, 10.000pers/3m, w/o nar/psy/mal/PEP",0,0,0,2000,422,yes
KMEDKIAE01SM,"IEHK, MALARIA MODULE for 1 SUPPLEM.UNIT 10.000 person/3month",0,0,0,12,1.58,yes
