Country,L1,Demographic,Date,Value,Source,Source URL
LR,Grand Cape Mount,"Population, 80-84 years - Female",2008,244,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 80-84 years - Male",2008,227,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 80-84 years - Total",2008,471,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 85 years and over - Female",2008,267,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 85 years and over - Male",2008,314,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, 85 years and over - Total",2008,581,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, Female Total",2008,61397,Open Data for Africa,opendataforafrica.org
LR,Grand Cape Mount,"Population, Male Total",2008,65679,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,Annual GrowthRate (%),2008,2.9,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,Average Household Size,2008,7.6,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,Population Density,2008,31,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,Population Total,2008,125258,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 0-4 years - Female",2008,7398,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 0-4 years - Male",2008,7766,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 0-4 years - Total",2008,15164,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 10-14 years - Female",2008,7439,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 10-14 years - Male",2008,8607,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 10-14 years - Total",2008,16046,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 15-19 years - Female",2008,7839,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 15-19 years - Male",2008,9324,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 15-19 years - Total",2008,17163,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 20-24 years - Female",2008,7119,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 20-24 years - Male",2008,7819,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 20-24 years - Total",2008,14938,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 25-29 years - Female",2008,5339,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 25-29 years - Male",2008,5686,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 25-29 years - Total",2008,11025,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 30-34 years - Female",2008,3777,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 30-34 years - Male",2008,4179,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 30-34 years - Total",2008,7956,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 35-39 years - Female",2008,3463,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 35-39 years - Male",2008,3317,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 35-39 years - Total",2008,6780,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 40-44 years - Female",2008,2561,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 40-44 years - Male",2008,2686,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 40-44 years - Total",2008,5247,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 45-49 years - Female",2008,2129,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 45-49 years - Male",2008,2060,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 45-49 years - Total",2008,4189,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 5-9 years - Female",2008,7768,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 5-9 years - Male",2008,8156,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 5-9 years - Total",2008,15924,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 50-54 years - Female",2008,1443,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 50-54 years - Male",2008,1479,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 50-54 years - Total",2008,2922,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 55-59 years - Female",2008,895,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 55-59 years - Male",2008,1005,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 55-59 years - Total",2008,1900,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 60-64 years - Female",2008,1022,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 60-64 years - Male",2008,992,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 60-64 years - Total",2008,2014,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 65-69 years - Female",2008,665,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 65-69 years - Male",2008,603,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 65-69 years - Total",2008,1268,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 70-74 years - Female",2008,457,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 70-74 years - Male",2008,459,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 70-74 years - Total",2008,916,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 75-79 years - Female",2008,406,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 75-79 years - Male",2008,388,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 75-79 years - Total",2008,794,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 80-84 years - Female",2008,247,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 80-84 years - Male",2008,174,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 80-84 years - Total",2008,421,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 85 years and over - Female",2008,297,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 85 years and over - Male",2008,294,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, 85 years and over - Total",2008,591,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, Female Total",2008,60264,Open Data for Africa,opendataforafrica.org
LR,Grand Gedeh,"Population, Male Total",2008,64994,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,Annual GrowthRate (%),2008,-0.4,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,Average Household Size,2008,5.3,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,Population Density,2008,38,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,Population Total,2008,57913,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 0-4 years - Female",2008,4571,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 0-4 years - Male",2008,4959,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 0-4 years - Total",2008,9530,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 10-14 years - Female",2008,3266,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 10-14 years - Male",2008,4073,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 10-14 years - Total",2008,7339,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 15-19 years - Female",2008,2838,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 15-19 years - Male",2008,3433,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 15-19 years - Total",2008,6271,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 20-24 years - Female",2008,2736,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 20-24 years - Male",2008,2622,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 20-24 years - Total",2008,5358,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 25-29 years - Female",2008,2202,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 25-29 years - Male",2008,2058,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 25-29 years - Total",2008,4260,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 30-34 years - Female",2008,1755,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 30-34 years - Male",2008,1652,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 30-34 years - Total",2008,3407,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 35-39 years - Female",2008,1467,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 35-39 years - Male",2008,1415,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 35-39 years - Total",2008,2882,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 40-44 years - Female",2008,1183,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 40-44 years - Male",2008,1194,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 40-44 years - Total",2008,2377,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 45-49 years - Female",2008,1013,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 45-49 years - Male",2008,877,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 45-49 years - Total",2008,1890,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 5-9 years - Female",2008,4514,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 5-9 years - Male",2008,4814,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 5-9 years - Total",2008,9328,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 50-54 years - Female",2008,765,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 50-54 years - Male",2008,689,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 50-54 years - Total",2008,1454,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 55-59 years - Female",2008,503,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 55-59 years - Male",2008,559,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 55-59 years - Total",2008,1062,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 60-64 years - Female",2008,586,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 60-64 years - Male",2008,477,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 60-64 years - Total",2008,1063,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 65-69 years - Female",2008,345,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 65-69 years - Male",2008,289,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 65-69 years - Total",2008,634,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 70-74 years - Female",2008,203,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 70-74 years - Male",2008,208,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 70-74 years - Total",2008,411,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 75-79 years - Female",2008,167,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 75-79 years - Male",2008,190,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 75-79 years - Total",2008,357,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 80-84 years - Female",2008,91,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 80-84 years - Male",2008,79,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 80-84 years - Total",2008,170,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 85 years and over - Female",2008,60,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 85 years and over - Male",2008,60,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, 85 years and over - Total",2008,120,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, Female Total",2008,28265,Open Data for Africa,opendataforafrica.org
LR,Grand Kru,"Population, Male Total",2008,29648,Open Data for Africa,opendataforafrica.org
LR,Lofa,Annual GrowthRate (%),2008,1.3,Open Data for Africa,opendataforafrica.org
LR,Lofa,Average Household Size,2008,4.4,Open Data for Africa,opendataforafrica.org
LR,Lofa,Population Density,2008,70,Open Data for Africa,opendataforafrica.org
LR,Lofa,Population Total,2008,276863,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 0-4 years - Female",2008,22756,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 0-4 years - Male",2008,22304,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 0-4 years - Total",2008,45060,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 10-14 years - Female",2008,14872,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 10-14 years - Male",2008,16392,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 10-14 years - Total",2008,31264,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 15-19 years - Female",2008,14766,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 15-19 years - Male",2008,15178,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 15-19 years - Total",2008,29944,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 20-24 years - Female",2008,12808,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 20-24 years - Male",2008,10570,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 20-24 years - Total",2008,23378,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 25-29 years - Female",2008,12871,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 25-29 years - Male",2008,10187,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 25-29 years - Total",2008,23058,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 30-34 years - Female",2008,9074,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 30-34 years - Male",2008,7562,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 30-34 years - Total",2008,16636,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 35-39 years - Female",2008,8441,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 35-39 years - Male",2008,7182,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 35-39 years - Total",2008,15623,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 40-44 years - Female",2008,5796,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 40-44 years - Male",2008,5273,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 40-44 years - Total",2008,11069,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 45-49 years - Female",2008,4485,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 45-49 years - Male",2008,4371,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 45-49 years - Total",2008,8856,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 5-9 years - Female",2008,21411,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 5-9 years - Male",2008,21979,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 5-9 years - Total",2008,43390,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 50-54 years - Female",2008,3332,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 50-54 years - Male",2008,2780,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 50-54 years - Total",2008,6112,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 55-59 years - Female",2008,1966,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 55-59 years - Male",2008,1930,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 55-59 years - Total",2008,3896,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 60-64 years - Female",2008,2828,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 60-64 years - Male",2008,1758,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 60-64 years - Total",2008,4586,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 65-69 years - Female",2008,2127,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 65-69 years - Male",2008,1553,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 65-69 years - Total",2008,3680,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 70-74 years - Female",2008,1855,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 70-74 years - Male",2008,1132,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 70-74 years - Total",2008,2987,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 75-79 years - Female",2008,1429,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 75-79 years - Male",2008,1266,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 75-79 years - Total",2008,2695,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 80-84 years - Female",2008,1080,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 80-84 years - Male",2008,809,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 80-84 years - Total",2008,1889,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 85 years and over - Female",2008,1355,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 85 years and over - Male",2008,1385,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, 85 years and over - Total",2008,2740,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, Female Total",2008,143252,Open Data for Africa,opendataforafrica.org
LR,Lofa,"Population, Male Total",2008,133611,Open Data for Africa,opendataforafrica.org
LR,Margibi,Annual GrowthRate (%),2008,1.1,Open Data for Africa,opendataforafrica.org
LR,Margibi,Average Household Size,2008,4.8,Open Data for Africa,opendataforafrica.org
LR,Margibi,Population Density,2008,198,Open Data for Africa,opendataforafrica.org
LR,Margibi,Population Total,2008,209923,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 0-4 years - Female",2008,16276,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 0-4 years - Male",2008,16797,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 0-4 years - Total",2008,33073,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 10-14 years - Female",2008,12950,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 10-14 years - Male",2008,12840,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 10-14 years - Total",2008,25790,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 15-19 years - Female",2008,10417,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 15-19 years - Male",2008,10261,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 15-19 years - Total",2008,20678,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 20-24 years - Female",2008,11028,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 20-24 years - Male",2008,9432,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 20-24 years - Total",2008,20460,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 25-29 years - Female",2008,8694,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 25-29 years - Male",2008,8475,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 25-29 years - Total",2008,17169,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 30-34 years - Female",2008,6628,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 30-34 years - Male",2008,6316,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 30-34 years - Total",2008,12944,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 35-39 years - Female",2008,6578,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 35-39 years - Male",2008,6301,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 35-39 years - Total",2008,12879,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 45-49 years - Female",2008,3247,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 45-49 years - Male",2008,4577,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 45-49 years - Total",2008,7824,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 5-9 years - Female",2008,15565,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 5-9 years - Male",2008,15182,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 5-9 years - Total",2008,30747,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 50-54 years - Female",2008,2057,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 50-54 years - Male",2008,3105,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 50-54 years - Total",2008,5162,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 55-59 years - Female",2008,1447,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 55-59 years - Male",2008,2074,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 55-59 years - Total",2008,3521,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 60-64 years - Female",2008,1381,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 60-64 years - Male",2008,1712,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 60-64 years - Total",2008,3093,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 65-69 years - Female",2008,1127,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 65-69 years - Male",2008,1206,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 65-69 years - Total",2008,2333,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 70-74 years - Female",2008,651,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 70-74 years - Male",2008,708,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 70-74 years - Total",2008,1359,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 75-79 years - Female",2008,655,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 75-79 years - Male",2008,651,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 75-79 years - Total",2008,1306,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 80-84 years - Female",2008,334,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 80-84 years - Male",2008,312,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 80-84 years - Total",2008,646,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 85 years and over - Female",2008,542,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 85 years and over - Male",2008,546,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, 85 years and over - Total",2008,1088,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, Female Total",2008,104083,Open Data for Africa,opendataforafrica.org
LR,Margibi,"Population, Male Total",2008,105840,Open Data for Africa,opendataforafrica.org
LR,Maryland,Annual GrowthRate (%),2008,2.8,Open Data for Africa,opendataforafrica.org
LR,Maryland,Average Household Size,2008,7.8,Open Data for Africa,opendataforafrica.org
LR,Maryland,Population Density,2008,154,Open Data for Africa,opendataforafrica.org
LR,Maryland,Population Total,2008,135938,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 0-4 years - Female",2008,9463,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 0-4 years - Male",2008,9939,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 0-4 years - Total",2008,19402,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 10-14 years - Female",2008,9452,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 10-14 years - Male",2008,10793,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 10-14 years - Total",2008,20245,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 15-19 years - Female",2008,8184,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 15-19 years - Male",2008,9694,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 15-19 years - Total",2008,17878,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 20-24 years - Female",2008,6472,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 20-24 years - Male",2008,7173,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 20-24 years - Total",2008,13645,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 25-29 years - Female",2008,4771,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 25-29 years - Male",2008,4889,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 25-29 years - Total",2008,9660,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 30-34 years - Female",2008,3720,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 30-34 years - Male",2008,3658,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 30-34 years - Total",2008,7378,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 35-39 years - Female",2008,3454,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 35-39 years - Male",2008,3232,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 35-39 years - Total",2008,6686,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 40-44 years - Female",2008,2562,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 40-44 years - Male",2008,2695,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 40-44 years - Total",2008,5257,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 45-49 years - Female",2008,1855,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 45-49 years - Male",2008,2185,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 45-49 years - Total",2008,4040,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 5-9 years - Female",2008,10391,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 5-9 years - Male",2008,11039,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 5-9 years - Total",2008,21430,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 50-54 years - Female",2008,1294,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 50-54 years - Male",2008,1629,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 50-54 years - Total",2008,2923,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 55-59 years - Female",2008,960,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 55-59 years - Male",2008,1216,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 55-59 years - Total",2008,2176,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 60-64 years - Female",2008,1030,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 60-64 years - Male",2008,1014,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 60-64 years - Total",2008,2044,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 65-69 years - Female",2008,558,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 65-69 years - Male",2008,618,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 65-69 years - Total",2008,1176,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 70-74 years - Female",2008,413,Open Data for Africa,opendataforafrica.org
LR,Maryland,"Population, 70-74 years - Male",2008,461,Open Data for Africa,opendataforafrica.org
