"Country","ADM1_NAME","ADM3_NAME","Lat","Lon","Elevation"
"PG","Afore Rural LLG","Kero",-9.001938,148.23526,822
"PG","Afore Rural LLG","Gora C/Sch",-9.00189,148.241681,929
"PG","Popondetta Urban LLG","Sewa",-8.887904,148.249613,420
"PG","Afore Rural LLG","Baratana",-9.258764,148.121732,1029
"PG","Afore Rural LLG","Yaure",-9.277046,148.146814,827
"PG","Afore Rural LLG","Umuwate",-9.263631,148.236668,1013
"PG","Afore Rural LLG","Aiari",-9.350265,148.220624,1013
"PG","Afore Rural LLG","Suwari",-9.369067,148.160305,1030
"PG","Afore Rural LLG","Sibia",-9.437132,148.30083,552
"PG","Afore Rural LLG","Namundi",-9.477129,148.329507,449
"PG","Afore Rural LLG","Bareje",-9.465969,148.332773,227
"PG","Afore Rural LLG","Liama (Omudi)",-9.509553,148.384883,366
"PG","Afore Rural LLG","Awala (Kaera)",-9.547447,148.425288,469
"PG","Afore Rural LLG","Part Imuwake",-9.65679,148.320235,11
"PG","Afore Rural LLG","Marude",-9.55597,148.217453,10
"PG","Afore Rural LLG","Urumbai (Uriobo)",-9.484363,148.474112,11
"PG","Afore Rural LLG","Koira",-9.503377,148.499674,11
"PG","Afore Rural LLG","Dibau",-9.451416,148.531452,530
"PG","Afore Rural LLG","Bua",-9.502179,148.561085,527
"PG","Afore Rural LLG","Oure",-9.518974,148.589795,470
"PG","Afore Rural LLG","Fiodubo (Noura)",-9.481643,148.631423,569
"PG","Afore Rural LLG","Umauma",-9.524244,148.555328,537
"PG","Afore Rural LLG","Domara",-9.69611,148.466648,904
"PG","Oro Bay Rural LLG","Gora",-9.179483,148.58767,104
"PG","Oro Bay Rural LLG","Ungoda",-9.183359,148.578677,99
"PG","Cape Nelson Rural LLG","Korara",-9.1874,148.585322,218
"PG","Cape Nelson Rural LLG","Kinjaki",-9.207599,148.572246,100
"PG","Cape Nelson Rural LLG","Babaru",-9.303273,148.598089,122
"PG","Cape Nelson Rural LLG","Korara",-9.326397,148.604856,105
"PG","Cape Nelson Rural LLG","Kakasa",-9.428541,148.714759,110
"PG","Cape Nelson Rural LLG","Embesa",-9.451136,148.761342,124
"PG","Afore Rural LLG","Safia",-9.601168,148.636927,705
"PG","Afore Rural LLG","Bibira No. 1",-9.573385,148.629837,705
"PG","Afore Rural LLG","Bibira No. 2",-9.572784,148.580278,534
"PG","Afore Rural LLG","Domara",-9.622354,148.652633,332
"PG","Afore Rural LLG","Bare",-9.634579,148.705569,333
"PG","Afore Rural LLG","Obea",-9.614317,148.752421,262
"PG","Afore Rural LLG","Ubo",-9.617121,148.777297,147
"PG","Afore Rural LLG","Boinono",-9.658206,148.631876,280
"PG","Afore Rural LLG","Kasirawa No. 2",-9.731832,148.525888,636
"PG","Afore Rural LLG","Manana",-9.231013,148.522454,99
"PG","Afore Rural LLG","Orara",-9.290547,148.5362,603
"PG","Afore Rural LLG","Babarobo",-9.355339,148.522406,553
"PG","Afore Rural LLG","Bariri",-9.212218,148.438859,554
"PG","Afore Rural LLG","Toma",-9.210333,148.401443,435
"PG","Afore Rural LLG","Marasi",-9.150075,148.448804,661
"PG","Afore Rural LLG","Itokama",-9.198601,148.265012,863
"PG","Afore Rural LLG","Serepuna",-9.155557,148.273272,911
"PG","Afore Rural LLG","Kokoro",-9.166282,148.272456,937
"PG","Afore Rural LLG","Kuai",-9.195223,148.260874,945
"PG","Afore Rural LLG","Ufia",-9.212058,148.26514,993
"PG","Afore Rural LLG","Kaivitama",-9.14722,148.296531,916
"PG","Afore Rural LLG","Tahama",-9.16199,148.295685,761
"PG","Afore Rural LLG","Kaivitama",-9.117352,148.307477,761
"PG","Afore Rural LLG","Siribu",-9.093207,148.321287,818
"PG","Afore Rural LLG","Jorura",-9.086789,148.304628,883
"PG","Afore Rural LLG","Natanga",-9.070738,148.291026,862
"PG","Afore Rural LLG","Araforo",-9.110048,148.278544,862
"PG","Afore Rural LLG","Sagamaisa (Samasi)",-9.125724,148.258188,902
"PG","Afore Rural LLG","Kiara",-9.122288,148.272552,958
"PG","Afore Rural LLG","Dea C/Sch",-9.057265,148.327019,1096
"PG","Afore Rural LLG","Ugunomo",-9.062008,148.319245,1093
"PG","Afore Rural LLG","Tabuane",-9.065791,148.336118,928
"PG","Afore Rural LLG","Sakarina Miss. Station",-9.068803,148.370811,894
"PG","Afore Rural LLG","Wumba/Siyurana",-9.052577,148.36785,931
"PG","Afore Rural LLG","Kaura",-9.063596,148.378432,932
"PG","Afore Rural LLG","Awaru",-9.064793,148.381703,947
"PG","Afore Rural LLG","Korokoro",-9.145222,148.387159,931
"PG","Afore Rural LLG","Semahara",-9.133411,148.370981,900
"PG","Afore Rural LLG","Umbara",-9.137653,148.468648,913
"PG","Afore Rural LLG","Kweno",-9.055895,148.354844,960
"PG","Cape Nelson Rural LLG","Karaisa",-9.132363,148.65311,102
"PG","Cape Nelson Rural LLG","Foru No. 1",-9.127892,148.897005,213
"PG","Cape Nelson Rural LLG","Foru No. 2",-9.136082,148.89482,143
"PG","Cape Nelson Rural LLG","Erika",-9.118919,148.965733,99
"PG","Cape Nelson Rural LLG","Sayio",-9.099185,148.969011,106
"PG","Cape Nelson Rural LLG","Mongana C/Sch",-9.095736,148.993626,121
"PG","Cape Nelson Rural LLG","Gave",-9.086945,149.031852,134
"PG","Cape Nelson Rural LLG","Kuruaku",-9.093911,149.066588,139
"PG","Cape Nelson Rural LLG","Oropu",-9.118905,149.077821,414
"PG","Cape Nelson Rural LLG","Mafuia",-9.060992,149.10567,376
"PG","Cape Nelson Rural LLG","Marakof",-9.248855,149.210908,447
"PG","Cape Nelson Rural LLG","Inaram",-9.341385,149.156249,388
"PG","Cape Nelson Rural LLG","Musasa",-9.386743,148.874374,95
"PG","Cape Nelson Rural LLG","Taruma",-9.441303,148.83247,64
"PG","Cape Nelson Rural LLG","Budorode",-9.332522,148.92744,87
"PG","Cape Nelson Rural LLG","Guruguru",-9.270808,148.941562,110
"PG","Cape Nelson Rural LLG","Budorode",-9.25072,148.935177,54
"PG","Cape Nelson Rural LLG","Momoiogo",-9.2537,148.821814,94
"PG","Cape Nelson Rural LLG","Moiavi",-9.21908,148.729609,111
"PG","Cape Nelson Rural LLG","Goworode 1",-9.203264,148.721079,112
"PG","Cape Nelson Rural LLG","Badaide",-9.178933,148.700721,129
"PG","Cape Nelson Rural LLG","Koipade",-9.146441,148.668276,221
"PG","Kokoda Rural LLG","Emo",-9.00038,148.52541,0
"PG","Oro Bay Rural LLG","Pongani",-9.048799,148.554149,0
"PG","Oro Bay Rural LLG","Doro Musa",-9.055811,148.559897,0
"PG","Tamata Rural LLG","Dewade C/Sch",-8.057243,148.121394,0
"PG","Cape Nelson Rural LLG","Bendorode",-9.111771,148.762528,0
"PG","Kira Rural LLG","Bakadu",-8.059362,147.317735,127
"PG","Kira Rural LLG","Salasala",-8.069333,147.2888,127
"PG","Kira Rural LLG","Juwera",-8.060582,147.290048,127
"PG","Kira Rural LLG","Dapeoba",-8.092796,147.305116,909
"PG","Kira Rural LLG","Gagaipo",-8.233893,147.352717,1653
"PG","Kira Rural LLG","Uno",-8.070494,147.32099,1287
"PG","Kira Rural LLG","Avero",-8.066234,147.337178,897
"PG","Kira Rural LLG","Aroba",-8.034177,147.281237,897
"PG","Tamata Rural LLG","Ewore No. 2",-8.169858,147.796572,134
"PG","Tamata Rural LLG","Aposi",-8.311433,147.867518,371
"PG","Tamata Rural LLG","Tambarasisi",-8.471073,147.976384,98
"PG","Tamata Rural LLG","Ehenade",-8.57043,147.919716,452
"PG","Tamata Rural LLG","Sevape",-8.610002,147.920794,319
"PG","Tamata Rural LLG","Sengetari",-8.613637,147.92489,288
"PG","Tamata Rural LLG","Aurita",-8.639942,147.93341,288
"PG","Tamata Rural LLG","Maibasusu",-8.619407,147.970087,289
"PG","Cape Nelson Rural LLG","Goworode 2",-9.219155,148.729306,162
"PG","Cape Nelson Rural LLG","Ilamaroro",-9.037245,149.135754,280
"PG","Cape Nelson Rural LLG","Berebona Miss/Stn",-9.015937,149.15766,320
"PG","Cape Nelson Rural LLG","Karikari",-9.096119,149.301597,258
"PG","Cape Nelson Rural LLG","Jukuwataia",-9.166028,149.285106,193
"PG","Cape Nelson Rural LLG","Bibiyad",-9.172944,149.282691,214
"PG","Cape Nelson Rural LLG","Itonomota",-9.166046,149.269859,223
"PG","Cape Nelson Rural LLG","Goiya",-9.235532,149.168349,286
"PG","Cape Nelson Rural LLG","Oreresan",-9.346881,149.178543,280
"PG","Cape Nelson Rural LLG","Tekwakwan",-9.356407,149.177621,287
"PG","Cape Nelson Rural LLG","Uwe",-9.216552,149.238573,-12
"PG","Cape Nelson Rural LLG","Monganai",-9.095736,148.993626,121
"PG","Cape Nelson Rural LLG","Ako",-9.051507,149.057227,110
"PG","Afore Rural LLG","Dea",-9.057265,148.327019,1096
"PG","Afore Rural LLG","Gora",-9.00189,148.241681,929
"PG","Afore Rural LLG","Koruwo",-9.117352,148.307477,761
"PG","Afore Rural LLG","Gewoia",-9.221231,148.498654,110
"PG","Higaturu Rural LLG","Sasembata",-8.881999,148.086166,415
"PG","Higaturu Rural LLG","Awala",-8.831203,148.060516,228
"PG","Higaturu Rural LLG","Hungiri",-8.765818,147.962789,145
"PG","Higaturu Rural LLG","Togaho",-8.73883,148.069749,51
"PG","Higaturu Rural LLG","Sakita",-8.735438,148.055247,51
"PG","Higaturu Rural LLG","Ahora",-8.692784,148.241405,89
"PG","Higaturu Rural LLG","Isivini Miss/Stn",-8.748334,148.143704,117
"PG","Tamata Rural LLG","Toute",-8.625728,148.020131,32
"PG","Kokoda Rural LLG","Ingi",-8.926424,147.926753,0
"PG","Higaturu Rural LLG","Agenahambo",-8.81944,148.100229,259
"PG","Higaturu Rural LLG","Martyrs H/Sch",-8.816705,148.101695,258
"PG","Higaturu Rural LLG","Saiho Health Centre",-8.827435,148.068284,391
"PG","Higaturu Rural LLG","Sangara H/Centre",-8.75393,148.196872,176
"PG","Higaturu Rural LLG","Sirembi C/Sch",-8.748291,148.028039,51
"PG","Higaturu Rural LLG","Waseta C/Sch",-8.841954,148.028013,181
"PG","Kira Rural LLG","Inowa",-8.003427,147.554255,0
"PG","Kira Rural LLG","Buri",-8.074634,147.432454,0
"PG","Kira Rural LLG","Jongendwa",-8.095093,147.293053,0
"PG","Kira Rural LLG","Eroma",-8.036852,147.440089,0
"PG","Kira Rural LLG","Dapeoba",-8.047242,147.412412,0
"PG","Kira Rural LLG","Baharu",-8.136975,147.360877,0
"PG","Afore Rural LLG","Umbara",-9.118659,148.46006,0
"PG","Afore Rural LLG","Damaral",-9.165249,148.479976,0
"PG","Afore Rural LLG","Bioil",-9.175507,148.480408,0
"PG","Afore Rural LLG","Ogan 2",-9.110965,148.355722,0
"PG","Afore Rural LLG","Basape",-9.110965,148.401614,0
"PG","Afore Rural LLG","Yumara",-9.021633,148.323252,0
"PG","Afore Rural LLG","Dea C/Sch",-9.048561,148.298142,0
"PG","Afore Rural LLG","Kajo",-9.093014,148.290782,0
"PG","Afore Rural LLG","Jawae",-9.18491,148.31849,0
"PG","Afore Rural LLG","Dudoim",-9.104279,148.189586,0
"PG","Afore Rural LLG","Anatua 1",-9.119156,148.189586,0
"PG","Afore Rural LLG","Anatua 2",-9.105423,148.174519,0
"PG","Afore Rural LLG","Gazot",-9.101227,148.214312,0
"PG","Afore Rural LLG","Nizui",-9.197739,148.224357,0
"PG","Afore Rural LLG","Nibaeba",-9.187058,148.226675,0
"PG","Afore Rural LLG","Buabufu",-9.175995,148.22938,0
"PG","Afore Rural LLG","Buabufu",-9.167984,148.222426,0
"PG","Afore Rural LLG","Siriafe",-9.154251,148.218176,0
"PG","Afore Rural LLG","Naukuanane",-9.274033,148.237107,0
"PG","Afore Rural LLG","Anei",-9.237414,148.127118,0
"PG","Afore Rural LLG","Sinua (Moikodi)",-9.56453,148.420387,0
"PG","Afore Rural LLG","Ariari (Baruwake)",-9.583592,148.403386,0
"PG","Afore Rural LLG","Moro (Urodi)",-9.493235,148.476414,0
"PG","Afore Rural LLG","Fonotaima (Yauri)",-9.581305,148.559101,0
"PG","Afore Rural LLG","Wairi",-9.63163,148.650675,0
"PG","Afore Rural LLG","Abaubi",-9.596555,148.743795,0
"PG","Popondetta Urban LLG","Kapurahambo",-8.671146,148.331289,0
"PG","Popondetta Urban LLG","Kikonda",-8.710678,148.307749,0
"PG","Popondetta Urban LLG","Anzerita",-8.699168,148.316861,0
"PG","Popondetta Urban LLG","Huhura",-8.718184,148.308508,0
"PG","Popondetta Urban LLG","Ajoro",-8.870807,148.230039,0
"PG","Popondetta Urban LLG","Hohota Blocks",-8.82527,148.260414,0
"PG","Popondetta Urban LLG","Inota",-8.82477,148.29332,0
"PG","Popondetta Urban LLG","Inonda",-8.810008,148.309774,0
"PG","Popondetta Urban LLG","Hiriju",-8.882567,148.234849,0
"PG","Popondetta Urban LLG","Mosou",-8.820266,148.305217,0
"PG","Popondetta Urban LLG","Pendereta",-8.794746,148.282436,0
"PG","Popondetta Urban LLG","Oseta",-8.81201,148.264464,0
"PG","Popondetta Urban LLG","Inota",-8.821267,148.279146,0
"PG","Popondetta Urban LLG","Inota",-8.811509,148.283702,0
"PG","Popondetta Urban LLG","Awowota Blocks",-8.866554,148.228014,0
"PG","Popondetta Urban LLG","Girua Blocks",-8.835529,148.272058,0
"PG","Popondetta Urban LLG","Ijika C/Sch",-8.821017,148.26168,0
"PG","Popondetta Urban LLG","Kakandetta",-8.771477,148.228774,0
"PG","Popondetta Urban LLG","Haruro",-8.783987,148.243202,0
"PG","Popondetta Urban LLG","Ohiki",-8.795997,148.220421,0
"PG","Popondetta Urban LLG","Ususu",-8.789241,148.230546,0
"PG","Popondetta Urban LLG","Dahana Blocks",-8.793872,148.270539,0
"PG","Popondetta Urban LLG","Bahupi Blocks",-8.770728,148.294079,0
"PG","Popondetta Urban LLG","Tombata",-8.76685,148.291422,0
"PG","Popondetta Urban LLG","Girua Blocks",-8.759594,148.302179,0
"PG","Popondetta Urban LLG","Puhemo Vop Blocks",-8.746833,148.259275,0
"PG","Higaturu Rural LLG","Puhemo",-8.749085,148.254972,0
"PG","Popondetta Urban LLG","Jegarata Anglican Miss.",-8.767726,148.22447,0
"PG","Popondetta Urban LLG","Hegata",-8.819144,148.250542,0
"PG","Popondetta Urban LLG","Auga",-8.789744,148.226622,0
"PG","Popondetta Urban LLG","Sima",-8.792997,148.226495,0
"PG","Popondetta Urban LLG","Huvivi",-8.783364,148.202828,0
"PG","Popondetta Urban LLG","Monosota",-8.773981,148.21232,0
"PG","Popondetta Urban LLG","Sigana",-8.780486,148.177768,0
"PG","Higaturu Rural LLG","Isemba",-8.786241,148.172579,0
"PG","Popondetta Urban LLG","Hingoroturu",-8.781112,148.190045,0
"PG","Popondetta Urban LLG","Monge 3",-8.768977,148.191311,0
"PG","Popondetta Urban LLG","Monge 4 & 5",-8.766975,148.194095,0
"PG","Popondetta Urban LLG","Haugata",-8.721062,148.311039,0
"PG","Popondetta Urban LLG","Angorota",-8.700795,148.308508,0
"PG","Popondetta Urban LLG","Double Cross S'mnts",-8.749639,148.201838,0
"PG","Oro Bay Rural LLG","Gave",-9.064858,148.550059,0
"PG","Oro Bay Rural LLG","Mopide",-9.067581,148.512839,0
"PG","Oro Bay Rural LLG","Mengade",-9.057507,148.549508,0
"PG","Oro Bay Rural LLG","Asinde",-9.053423,148.517802,0
"PG","Oro Bay Rural LLG","Sigara",-9.016396,148.454667,0
"PG","Oro Bay Rural LLG","Parama",-8.952687,148.456321,0
"PG","Oro Bay Rural LLG","Kohara",-8.939346,148.453564,0
"PG","Oro Bay Rural LLG","Beramboro",-8.939618,148.475069,0
"PG","Cape Nelson Rural LLG","Kwafurinai/Kwapulina",-9.046232,149.243906,0
"PG","Cape Nelson Rural LLG","Natukwabo",-9.035064,149.149954,0
"PG","Cape Nelson Rural LLG","Berebona Miss/Stn",-9.062126,149.150389,0
"PG","Cape Nelson Rural LLG","Botewari",-9.19808,148.571868,0
"PG","Cape Nelson Rural LLG","Kummoware",-9.291743,148.946166,0
"PG","Kokoda Rural LLG","Maju",-8.958818,147.857957,0
"PG","Kokoda Rural LLG","Osara",-8.928345,148.080026,0
"PG","Kokoda Rural LLG","Butipe",-8.938834,148.059121,0
"PG","Kokoda Rural LLG","Maire Corner",-8.947733,148.090961,0
"PG","Kokoda Rural LLG","Majara",-8.953137,148.08871,0
"PG","Kokoda Rural LLG","Perobibassusu",-8.957269,148.065553,0
"PG","Kokoda Rural LLG","Pugahembo",-8.968393,148.061694,0
"PG","Kokoda Rural LLG","Sasere",-8.964897,148.122481,0
"PG","Higaturu Rural LLG","New Warisota V.O.P Block",-8.695224,148.182723,0
"PG","Higaturu Rural LLG","Hohorita Village",-8.822474,148.149715,0
"PG","Higaturu Rural LLG","Irihambo",-8.798729,148.153973,0
"PG","Higaturu Rural LLG","Kakita",-8.811353,148.157014,0
"PG","Higaturu Rural LLG","Sombou",-8.828786,148.175262,0
"PG","Higaturu Rural LLG","Hohorita C/Sch",-8.815861,148.155189,0
"PG","Higaturu Rural LLG","Hohorita V.O.P Blocks",-8.819167,148.136941,0
"PG","Higaturu Rural LLG","Igora P/Sch",-8.79963,148.137245,0
"PG","Higaturu Rural LLG","Pusahambo",-8.842199,148.125819,0
"PG","Higaturu Rural LLG","Samba",-8.827798,148.116529,0
"PG","Higaturu Rural LLG","Kevana",-8.850113,148.128381,0
"PG","Higaturu Rural LLG","Higaturu V/C",-8.825898,148.119092,0
"PG","Higaturu Rural LLG","Kiorota C/ Sch",-8.861666,148.124217,0
"PG","Higaturu Rural LLG","Aura Hambo",-8.85945,148.125498,0
"PG","Higaturu Rural LLG","Kamusa",-8.869105,148.122936,0
"PG","Higaturu Rural LLG","Kongota",-8.867364,148.126459,0
"PG","Higaturu Rural LLG","Gijiri",-8.853595,148.125979,0
"PG","Higaturu Rural LLG","Ijivene",-8.859134,148.154166,0
"PG","Higaturu Rural LLG","Garata",-8.864832,148.119893,0
"PG","Higaturu Rural LLG","Eveka",-8.87227,148.125498,0
"PG","Higaturu Rural LLG","Siriri",-8.871321,148.131424,0
"PG","Higaturu Rural LLG","Hamumuta",-8.877176,148.136869,0
"PG","Higaturu Rural LLG","Eusi No.1",-8.864357,148.113326,0
"PG","Higaturu Rural LLG","Hogoruturu",-8.870846,148.10644,0
"PG","Higaturu Rural LLG","Kisesehambo",-8.861191,148.089944,0
"PG","Higaturu Rural LLG","Barevoturu C/Sch",-8.865623,148.107721,0
"PG","Higaturu Rural LLG","Sigoreturu",-8.902341,148.112366,0
"PG","Higaturu Rural LLG","Savarituru",-8.903607,148.117651,0
"PG","Higaturu Rural LLG","Hevapa",-8.881291,148.118131,0
"PG","Higaturu Rural LLG","Janguta",-8.910254,148.090584,0
"PG","Higaturu Rural LLG","Singite",-8.903449,148.085459,0
"PG","Higaturu Rural LLG","Hirususu",-8.898859,148.083057,0
"PG","Higaturu Rural LLG","Nomota",-8.89601,148.088022,0
"PG","Higaturu Rural LLG","Tambore (Egaturu)",-8.863051,148.119532,0
"PG","Higaturu Rural LLG","Sasembata C/Sch",-8.882594,148.08638,0
"PG","Higaturu Rural LLG","Sambahuta",-8.858383,148.05595,0
"PG","Higaturu Rural LLG","Eundu",-8.842242,148.095189,0
"PG","Higaturu Rural LLG","Awala Vop Blocks",-8.828633,148.062517,0
"PG","Higaturu Rural LLG","Serahambo Vop Block",-8.812492,148.060114,0
"PG","Higaturu Rural LLG","Saiho Police Stn",-8.818347,148.060755,0
"PG","Higaturu Rural LLG","Tandeti",-8.819771,148.050665,0
"PG","Higaturu Rural LLG","Waseta",-8.840501,148.026642,0
"PG","Higaturu Rural LLG","Waseta",-8.843033,148.026962,0
"PG","Higaturu Rural LLG","Waseta Vop Block",-8.843349,148.031286,0
"PG","Higaturu Rural LLG","Koropata 2",-8.840817,147.999735,0
"PG","Oro Bay Rural LLG","Png Harbours Board",-8.886849,148.489874,0
"PG","Oro Bay Rural LLG","Embi Blocks",-8.855999,148.411908,0
"PG","Oro Bay Rural LLG","Sori",-8.84766,148.427964,0
"PG","Oro Bay Rural LLG","Warisota",-8.865659,148.411754,0
"PG","Oro Bay Rural LLG","Hanakiro",-8.862558,148.40491,0
"PG","Oro Bay Rural LLG","Kurumbo",-8.862303,148.402543,0
"PG","Oro Bay Rural LLG","Hanakiro 2",-8.870083,148.402079,0
"PG","Oro Bay Rural LLG","Hongarata",-8.872473,148.401874,0
"PG","Oro Bay Rural LLG","Sorodigari",-8.776878,148.411188,0
"PG","Oro Bay Rural LLG","Tanese",-8.759182,148.386641,0
"PG","Oro Bay Rural LLG","Garuro",-8.759494,148.449474,0
"PG","Oro Bay Rural LLG","Onagedataki",-8.732536,148.462648,0
"PG","Oro Bay Rural LLG","Baretutu",-8.281117,148.159855,0
"PG","Afore Rural LLG","Afore",-9.145173,148.391701,0
"PG","Afore Rural LLG","Aimare",-9.714339,148.485946,0
"PG","Afore Rural LLG","Boikiki Plantation",-9.121155,148.391013,0
"PG","Afore Rural LLG","Sila",-9.072195,148.367678,0
"PG","Afore Rural LLG","Silididi",-9.678845,148.776283,0
"PG","Cape Nelson Rural LLG","Kakasa",-9.365569,148.669676,0
"PG","Cape Nelson Rural LLG","Kuririka",-9.099218,149.309112,0
"PG","Higaturu Rural LLG","Ehu",-8.640031,148.183252,0
"PG","Higaturu Rural LLG","Horau",-8.635256,148.206591,0
"PG","Higaturu Rural LLG","Iwore",-8.748578,148.114691,0
"PG","Higaturu Rural LLG","Singi",-8.908564,148.078767,0
"PG","Oro Bay Rural LLG","Ope",-8.32146,148.204705,0
"PG","Oro Bay Rural LLG","Togofu",-9.00519,148.469898,0
"PG","Tamata Rural LLG","Dabari",-8.05387,147.794654,0
"PG","Tamata Rural LLG","Nindewari Stn",-8.168918,147.794748,0
"PG","Tamata Rural LLG","Wagadari & Cp-13",-8.193475,147.771632,0
"PG","Oro Bay Rural LLG","Beamatu",-8.98819,148.467014,0
"PG","Oro Bay Rural LLG","Boreara",-9.010372,148.473749,0
"PG","Oro Bay Rural LLG","Gobera",-9.588702,148.68276,0
"PG","Afore Rural LLG","Auwake (Douwo 2)",-9.677608,148.472829,0
"PG","Afore Rural LLG","Vovosi",-9.777503,148.493147,0
"PG","Higaturu Rural LLG","Agenta",-8.605811,148.206398,0
"PG","Higaturu Rural LLG","Aisehe",-8.72239,147.97425,0
"PG","Higaturu Rural LLG","Anjagoro Crc C/Group",-8.758134,148.042255,0
"PG","Higaturu Rural LLG","Arehe Blocks",-8.723157,148.189044,0
"PG","Higaturu Rural LLG","Barita",-8.610372,148.204288,0
"PG","Higaturu Rural LLG","Begahambo",-8.756957,148.111906,0
"PG","Higaturu Rural LLG","Beuru Blocks",-8.616396,148.238165,0
"PG","Higaturu Rural LLG","Darata Vop",-8.642518,148.240892,0
"PG","Higaturu Rural LLG","Eusi No.2",-8.864795,148.117168,0
"PG","Higaturu Rural LLG","Darata",-8.689372,148.247255,0
"PG","Higaturu Rural LLG","Gigisesusu",-8.760699,148.111023,0
"PG","Higaturu Rural LLG","Girigirita Hamlet",-8.678052,148.088257,0
"PG","Higaturu Rural LLG","Gombususu",-8.629188,148.184993,0
"PG","Higaturu Rural LLG","Hujavasusu Vop Block",-8.768998,148.055221,0
"PG","Higaturu Rural LLG","Hunjeke",-8.675723,148.111435,0
"PG","Higaturu Rural LLG","Ijikata",-8.740235,148.085907,0
"PG","Higaturu Rural LLG","Isivini Police Station",-8.748698,148.14327,0
"PG","Higaturu Rural LLG","Jordanpe",-8.727973,148.01606,0
"PG","Higaturu Rural LLG","Kangoaho",-8.727359,148.05084,0
"PG","Higaturu Rural LLG","Ihirya",-8.711085,148.114223,0
"PG","Higaturu Rural LLG","Keuri",-8.755302,147.993982,0
"PG","Higaturu Rural LLG","Oere",-8.660052,148.128364,0
"PG","Higaturu Rural LLG","Kipore Vop Block",-8.663484,148.176363,0
"PG","Higaturu Rural LLG","Lejo",-8.731362,148.162259,0
"PG","Higaturu Rural LLG","Lutheran Area",-8.730666,148.215254,0
"PG","Higaturu Rural LLG","Maneneta",-8.734433,148.103015,0
"PG","Higaturu Rural LLG","North Sangara Block",-8.727437,148.162307,0
"PG","Higaturu Rural LLG","Opic",-8.798747,148.13223,0
"PG","Higaturu Rural LLG","Paugu",-8.627441,148.177743,0
"PG","Higaturu Rural LLG","Ponsusu Vop Block",-8.651114,148.178713,0
"PG","Higaturu Rural LLG","Sakita Last Vop Blocks",-8.716744,148.039773,0
"PG","Higaturu Rural LLG","Sakita Vop Block",-8.745541,148.063368,0
"PG","Higaturu Rural LLG","Sangara Base",-8.735044,148.183155,0
"PG","Higaturu Rural LLG","Sarukata",-8.684431,148.160324,0
"PG","Higaturu Rural LLG","Sasovi",-8.661861,148.114433,0
"PG","Higaturu Rural LLG","Siporosusu",-8.748598,147.992965,0
"PG","Higaturu Rural LLG","Mengothuti",-8.760442,148.021228,0
"PG","Higaturu Rural LLG","Nahihisu",-8.759548,148.051075,0
"PG","Higaturu Rural LLG","Sirembi 2",-8.74167,148.026203,0
"PG","Higaturu Rural LLG","Uhoru",-8.755973,148.009697,0
"PG","Higaturu Rural LLG","Wuwusi",-8.591043,148.224048,0
"PG","Oro Bay Rural LLG","Borida",-8.653697,148.290239,0
"PG","Oro Bay Rural LLG","Binjapada",-8.665849,148.291673,0
"PG","Oro Bay Rural LLG","Gona Ang Miss/ Stn",-8.618341,148.291905,0
"PG","Oro Bay Rural LLG","Togorosusu",-8.643772,148.304416,0
"PG","Oro Bay Rural LLG","Voika",-9.158208,148.61447,0
"PG","Popondetta Urban LLG","Irigi Oil Palm Village",-8.712592,148.233547,0
"PG","Popondetta Urban LLG","Epa 1",-8.704293,148.275431,0
"PG","Popondetta Urban LLG","Monge 1",-8.780606,148.19754,0
"PG","Tamata Rural LLG","Aisi",-8.661251,148.007817,0
"PG","Tamata Rural LLG","Sagere",-8.638243,147.998632,0
"PG","Tamata Rural LLG","Sembasusu",-8.632978,147.963488,0
"PG","Tamata Rural LLG","Korisata",-8.582901,147.919806,318
"PG","Tamata Rural LLG","Korisata",-8.564585,147.921613,318
