"Template","Template Description","Complete Question","Date Question","Time Question","Location Question","Priority Question","Section","Section Position","Question","Question Type","Question Notes","Question Position","Question Code","Meta Data"
"PMI","Emergency assessment form PMI","PMI-Dem-18","PMI-Ass-1",,"PMI-Gen-6","PMI-Health-2","IT Telecom",13,"Mobile phone","Option",,225,"PMI-ICT-2","{'Length':'4','1':'Fully Functioning','2':'Partially Functioning','3':'Not Functioning','4':'Non Existent'}"
"PMI","Emergency assessment form PMI","PMI-Dem-18","PMI-Ass-1",,"PMI-Gen-6","PMI-Health-2","IT Telecom",13,"Communication Radio ","Option",,226,"PMI-ICT-3","{'Length':'4','1':'Fully Functioning','2':'Partially Functioning','3':'Not Functioning','4':'Non Existent'}"
"PMI","Emergency assessment form PMI","PMI-Dem-18","PMI-Ass-1",,"PMI-Gen-6","PMI-Health-2","IT Telecom",13,"Internet","Option",,227,"PMI-ICT-4","{'Length':'4','1':'Fully Functioning','2':'Partially Functioning','3':'Not Functioning','4':'Non Existent'}"
"PMI","Emergency assessment form PMI","PMI-Dem-18","PMI-Ass-1",,"PMI-Gen-6","PMI-Health-2","IT Telecom",13,"Fax","Option",,228,"PMI-ICT-5","{'Length':'4','1':'Fully Functioning','2':'Partially Functioning','3':'Not Functioning','4':'Non Existent'}"
"PMI","Emergency assessment form PMI","PMI-Dem-18","PMI-Ass-1",,"PMI-Gen-6","PMI-Health-2","IT Telecom",13,"Telex","Option",,229,"PMI-ICT-6","{'Length':'4','1':'Fully Functioning','2':'Partially Functioning','3':'Not Functioning','4':'Non Existent'}"
"PMI","Emergency assessment form PMI","PMI-Dem-18","PMI-Ass-1",,"PMI-Gen-6","PMI-Health-2","IT Telecom",13,"Telegram","Option",,230,"PMI-ICT-7","{'Length':'4','1':'Fully Functioning','2':'Partially Functioning','3':'Not Functioning','4':'Non Existent'}"
"PMI","Emergency assessment form PMI","PMI-Dem-18","PMI-Ass-1",,"PMI-Gen-6","PMI-Health-2","IT Telecom",13,"Postal services ","Option",,231,"PMI-ICT-8","{'Length':'4','1':'Fully Functioning','2':'Partially Functioning','3':'Not Functioning','4':'Non Existent'}"
"PMI","Emergency assessment form PMI","PMI-Dem-18","PMI-Ass-1",,"PMI-Gen-6","PMI-Health-2","IT Telecom",13,"Source of info:","String",,232,"PMI-ICT-9",
"PMI","Emergency assessment form PMI","PMI-Dem-18","PMI-Ass-1",,"PMI-Gen-6","PMI-Health-2","IT Telecom",13,"More comments","Text",,233,"PMI-ICT-10",
"PMI","Emergency assessment form PMI","PMI-Dem-18","PMI-Ass-1",,"PMI-Gen-6","PMI-Health-2","PMI action and other organisation",14,"PMI","Text",,234,"PMI-PMI-1",
"PMI","Emergency assessment form PMI","PMI-Dem-18","PMI-Ass-1",,"PMI-Gen-6","PMI-Health-2","PMI action and other organisation",14,"Other organisations","Text",,235,"PMI-PMI-2",
"PMI","Emergency assessment form PMI","PMI-Dem-18","PMI-Ass-1",,"PMI-Gen-6","PMI-Health-2","Recommendations",15,"Required needs for further action:","Text",,236,"PMI-Rec-1",
"PMI","Emergency assessment form PMI","PMI-Dem-18","PMI-Ass-1",,"PMI-Gen-6","PMI-Health-2","Recommendations",15,"Signature of assessor / Position:","String",,237,"PMI-Rec-2",
