"Template","Template Description","Complete Question","Date Question","Time Question","Location Detail","Priority Question","Section","Section Position","Question","Question Type","Question Notes","Question Position","Question Code","Meta Data"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Access/Logistics",11,"If No, how many people are willing to leave?","Option",,212,"PHT-82","{'1': 'none', '3': 'many', '2': 'some', 'Length': '4', '4': 'most'}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Access/Logistics",11,"Travel time to nearest administration?","Option",,213,"PHT-83","{'1': 'Less 1 day', '3': 'More than 2 days', '2': '1-2 days', 'Length': '3'}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Access/Logistics",11,"Length of roads (km)","Numeric",,214,"PHT-84",
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Access/Logistics",11,"Length of damaged roads (km)","Numeric",,215,"PHT-85",
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Access/Logistics",11,"# of bridges:","Numeric",,216,"PHT-86",
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Access/Logistics",11,"# of broken bridges","Numeric",,217,"PHT-87",
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Access/Logistics",11,"repairs expected by when?","Date",,218,"PHT-88",
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Access/Logistics",11,"Petrol","Option",,219,"PHT-89","{'1': 'N//A', '3': 'more 1,000', '2': 'less 1,000 litres', 'Length': '3'}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Access/Logistics",11,"Diesel","Option",,220,"PHT-90","{'1': 'N//A', '3': 'more 1,000', '2': 'less 1,000 litres', 'Length': '3'}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Access/Logistics",11,"Aviation fuel","Option",,221,"PHT-91","{'1': 'N//A', '3': 'more 1,000', '2': 'less 1,000 litres', 'Length': '3'}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Access/Logistics",11,"Open storage","Option",,222,"PHT-92","{'1': 'N//A', '3': 'more 1,000m2', '2': 'less 1,000m2', 'Length': '3'}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Access/Logistics",11,"Storage for containers","Option",,223,"PHT-93","{'1': 'N//A', '3': 'more 1,000m2', '2': 'less 1,000m2', 'Length': '3'}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Access/Logistics",11,"Rub-hall (Storage tent)","Option",,224,"PHT-94","{'1': 'N//A', '3': 'more 1,000m2', '2': 'less 1,000m2', 'Length': '3'}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Access/Logistics",11,"Are urgent repairs needed?","Option",,225,"PHT-95","{'1': 'Yes, ext. team required', '3': 'No, but ext. team needed', '2': 'Yes, Local capacity OK', 'Length': '4', '4': 'No assistance needed'}"
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Access/Logistics",11,"Comment","Text","On general status of roads/ bridges/ fuel/ storage Comment on type of repairs or equipment needed",226,"PHT-96",
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Additional Observations",12,"Sector/Cluster(s) concerned: ","String",,227,"PHT-97",
"PHT","PHT","Name of team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","PHT-36","Additional Observations",12,"Comments/Observations","Text",,228,"PHT-98",
