"Template","Template Description","Complete Question","Date Question","Time Question","Location Question","Priority Question","Section","Section Position","Question","Question Type","Question Notes","Question Position","Question Code","Meta Data"
"72 Hour B","Rapid onset disaster. First 72 hours, rapid field assessment form (B)","72B3","72B5","72B6","72B2.1","72B9.1","Infrastructure",9,"Conditions/access of (as applicable) of Electricity","String",,133,"72B18.2.7",
"72 Hour B","Rapid onset disaster. First 72 hours, rapid field assessment form (B)","72B3","72B5","72B6","72B2.1","72B9.1","Infrastructure",9,"Conditions/access of (as applicable) of Telephones","String",,134,"72B18.2.8",
"72 Hour B","Rapid onset disaster. First 72 hours, rapid field assessment form (B)","72B3","72B5","72B6","72B2.1","72B9.1","Infrastructure",9,"Conditions/access of (as applicable) of Airport","String",,135,"72B18.2.9",
"72 Hour B","Rapid onset disaster. First 72 hours, rapid field assessment form (B)","72B3","72B5","72B6","72B2.1","72B9.1","Infrastructure",9,"Conditions/access of (as applicable) of Seaport","String",,136,"72B18.2.10",
"72 Hour B","Rapid onset disaster. First 72 hours, rapid field assessment form (B)","72B3","72B5","72B6","72B2.1","72B9.1","Infrastructure",9,"Concerns for Hazardous materials","YesNo",,137,"72B18.3.1",
"72 Hour B","Rapid onset disaster. First 72 hours, rapid field assessment form (B)","72B3","72B5","72B6","72B2.1","72B9.1","Infrastructure",9,"Concerns for Toxic spills","YesNo",,138,"72B18.3.2",
"72 Hour B","Rapid onset disaster. First 72 hours, rapid field assessment form (B)","72B3","72B5","72B6","72B2.1","72B9.1","Infrastructure",9,"Concerns for Oil spills","YesNo",,139,"72B18.3.3",
"72 Hour B","Rapid onset disaster. First 72 hours, rapid field assessment form (B)","72B3","72B5","72B6","72B2.1","72B9.1","Infrastructure",9,"Concerns for Mines/ERW","YesNo",,140,"72B18.3.4",
"72 Hour B","Rapid onset disaster. First 72 hours, rapid field assessment form (B)","72B3","72B5","72B6","72B2.1","72B9.1","Infrastructure",9,"Concerns others","YesNo",,141,"72B18.3.5",
"72 Hour B","Rapid onset disaster. First 72 hours, rapid field assessment form (B)","72B3","72B5","72B6","72B2.1","72B9.1","Response",10,"Is the local government active in the disaster response? ","YesNoDontKnow",,142,"72B19.1",
"72 Hour B","Rapid onset disaster. First 72 hours, rapid field assessment form (B)","72B3","72B5","72B6","72B2.1","72B9.1","Response",10,"Is the community responding to the disaster?  ","YesNoDontKnow",,143,"72B19.2",
"72 Hour B","Rapid onset disaster. First 72 hours, rapid field assessment form (B)","72B3","72B5","72B6","72B2.1","72B9.1","Response",10,"Are NGOs responding in the disaster area?      ","YesNoDontKnow",,144,"72B19.3",
"72 Hour B","Rapid onset disaster. First 72 hours, rapid field assessment form (B)","72B3","72B5","72B6","72B2.1","72B9.1","Response",10,"Which ones","String",,145,"72B19.3.1",
"72 Hour B","Rapid onset disaster. First 72 hours, rapid field assessment form (B)","72B3","72B5","72B6","72B2.1","72B9.1","Response",10,"Expected needs","Option",,146,"72B-Re-5","{'Length': '3', '1': 'Rural', '2': 'Peri-Urban', '3': 'Urban'}"
