"Name","Code","Country","L1","L2","L3","Lat","Lon","Image","URL"
"Falling Creek near East Juliette","falg1","US","Georgia",,,33.09972,-83.72361,"http://water.weather.gov/resources/hydrographs/falg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=falg1&hydro_type=2"
"Chattahoochee River near Campbellton","fbng1","US","Georgia",,,33.65667,-84.67361,"http://water.weather.gov/resources/hydrographs/fbng1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=fbng1&hydro_type=2"
"Catawba River at Fishing Creek Dam","fcds1","US","Georgia",,,34.60111,-80.88972,"http://water.weather.gov/resources/hydrographs/fcds1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=fcds1&hydro_type=2"
"Fenholloway River near Perry (CR 590)","fenf1","US","Georgia",,,30.07111,-83.6625,"http://water.weather.gov/resources/hydrographs/fenf1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=fenf1&hydro_type=2"
"Suwannee River at Fargo","fgog1","US","Georgia",,,30.68056,-82.56056,"http://water.weather.gov/resources/hydrographs/fgog1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=jax&gage=fgog1&hydro_type=2"
"French Broad River at Fletcher","flcn7","US","Georgia",,,35.4275,-82.54806,"http://water.weather.gov/resources/hydrographs/flcn7_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=flcn7&hydro_type=2"
"Chattahoochee River at W.F. George L&amp;D (USACE)","fogg1","US","Georgia",,,31.62333,-85.06389,"http://water.weather.gov/resources/hydrographs/fogg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=fogg1&hydro_type=2"
"Pea River at Folsom Bridge (SR 167)","fola1","US","Georgia",,,31.43917,-85.96861,"http://water.weather.gov/resources/hydrographs/fola1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=fola1&hydro_type=2"
"Fenholloway River near Foley (US 27)","folf1","US","Georgia",,,30.11667,-83.38333,"http://water.weather.gov/resources/hydrographs/folf1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=folf1&hydro_type=2"
"Catawba River at Lake Wylie","foms1","US","Georgia",,,35.02083,-81.00833,"http://water.weather.gov/resources/hydrographs/foms1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=foms1&hydro_type=2"
"Tide Station at Fort Pulaski","fpkg1","US","Georgia",,,32.03333,-80.90167,"http://water.weather.gov/resources/hydrographs/fpkg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=chs&gage=fpkg1&hydro_type=2"
"Chattahoochee River at Franklin","frng1","US","Georgia",,,33.27917,-85.1,"http://water.weather.gov/resources/hydrographs/frng1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=frng1&hydro_type=2"
"Aldridge Creek near Farley","frya1","US","Georgia",,,34.62389,-86.54111,"http://water.weather.gov/resources/hydrographs/frya1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=hun&gage=frya1&hydro_type=2"
"Elk River near Fayetteville","fytt1","US","Georgia",,,35.13444,-86.53972,"http://water.weather.gov/resources/hydrographs/fytt1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=hun&gage=fytt1&hydro_type=2"
"Coosa River at Gadsden","gapa1","US","Georgia",,,34.01389,-85.97028,"http://water.weather.gov/resources/hydrographs/gapa1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=bmx&gage=gapa1&hydro_type=2"
"Edisto River near Givhans Ferry","givs1","US","Georgia",,,33.02722,-80.39222,"http://water.weather.gov/resources/hydrographs/givs1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=chs&gage=givs1&hydro_type=2"
"Choctawhatchee River at Geneva (SR 52)","gnva1","US","Georgia",,,31.04111,-85.86611,"http://water.weather.gov/resources/hydrographs/gnva1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=gnva1&hydro_type=2"
"Reedy River at Greenville","gres1","US","Georgia",,,34.84861,-82.40667,"http://water.weather.gov/resources/hydrographs/gres1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=gres1&hydro_type=2"
"Flint River near Griffin","grfg1","US","Georgia",,,33.24417,-84.42917,"http://water.weather.gov/resources/hydrographs/grfg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=grfg1&hydro_type=2"
"Saluda River near Greenville","gsls1","US","Georgia",,,34.84222,-82.48083,"http://water.weather.gov/resources/hydrographs/gsls1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=gsls1&hydro_type=2"
"Tennessee River below Guntersville Dam","gvda1","US","Georgia",,,34.42139,-86.39389,"http://water.weather.gov/resources/hydrographs/gvda1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=hun&gage=gvda1&hydro_type=2"
"Ocmulgee River at Hawkinsville","hawg1","US","Georgia",,,32.28056,-83.46111,"http://water.weather.gov/resources/hydrographs/hawg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=hawg1&hydro_type=2"
"Tallapoosa River at Horseshoe Bend","hbpa1","US","Georgia",,,32.97722,-85.73972,"http://water.weather.gov/resources/hydrographs/hbpa1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=bmx&gage=hbpa1&hydro_type=2"
"Chattahoochee River at Helen","hdcg1","US","Georgia",,,34.70083,-83.72944,"http://water.weather.gov/resources/hydrographs/hdcg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=hdcg1&hydro_type=2"
"Drowning Creek at Hoffman","hofn7","US","Georgia",,,35.06056,-79.49417,"http://water.weather.gov/resources/hydrographs/hofn7_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=rah&gage=hofn7&hydro_type=2"
"Alcovy River near High Point","hptg1","US","Georgia",,,33.50583,-83.825,"http://water.weather.gov/resources/hydrographs/hptg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=hptg1&hydro_type=2"
"Little River (SW Georgia) near Hahira (SR 122)","hrag1","US","Georgia",,,31.00083,-83.45833,"http://water.weather.gov/resources/hydrographs/hrag1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=hrag1&hydro_type=2"
"Savannah River at Hartwell","hrtg1","US","Georgia",,,34.36083,-82.82778,"http://water.weather.gov/resources/hydrographs/hrtg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=hrtg1&hydro_type=2"
"Black Creek (SC) above Hartsville","htss1","US","Georgia",,,34.39722,-80.15,"http://water.weather.gov/resources/hydrographs/htss1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ilm&gage=htss1&hydro_type=2"
"Toccoa River near Dial","hurg1","US","Georgia",,,34.79,-84.24,"http://water.weather.gov/resources/hydrographs/hurg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=hurg1&hydro_type=2"
"Ochlockonee River near Havana (US 319)","hvnf1","US","Georgia",,,30.55389,-84.38417,"http://water.weather.gov/resources/hydrographs/hvnf1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=hvnf1&hydro_type=2"
"Hiwassee River near Hiawassee","hweg1","US","Georgia",,,34.88389,-83.72167,"http://water.weather.gov/resources/hydrographs/hweg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=hweg1&hydro_type=2"
"Spring Creek near Iron City (CR 16)","ircg1","US","Georgia",,,31.03972,-84.73833,"http://water.weather.gov/resources/hydrographs/ircg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=ircg1&hydro_type=2"
"Saluda River above Lake Murray Dam near Irmo","irms1","US","Georgia",,,34.05194,-81.22083,"http://water.weather.gov/resources/hydrographs/irms1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=cae&gage=irms1&hydro_type=2"
"Ocmulgee River near Jackson","jacg1","US","Georgia",,,33.30778,-83.83833,"http://water.weather.gov/resources/hydrographs/jacg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=jacg1&hydro_type=2"
"Cedar River at San Juan Avenue at Jacksonville","jakf1","US","Georgia",,,30.28194,-81.74056,"http://water.weather.gov/resources/hydrographs/jakf1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=jax&gage=jakf1&hydro_type=2"
"Santee River near Jamestown","jams1","US","Georgia",,,33.30472,-79.67833,"http://water.weather.gov/resources/hydrographs/jams1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=chs&gage=jams1&hydro_type=2"
"Ochlockonee River at Jackson Bluff Dam (Lk Talquin)","jbdf1","US","Georgia",,,30.3875,-84.64583,"http://water.weather.gov/resources/hydrographs/jbdf1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=jbdf1&hydro_type=2"
"Savannah River at Jocassee Dam","jcss1","US","Georgia",,,34.95972,-82.91806,"http://water.weather.gov/resources/hydrographs/jcss1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=jcss1&hydro_type=2"
"Ocmulgee River at Jackson Lake","jkng1","US","Georgia",,,33.32,-83.8425,"http://water.weather.gov/resources/hydrographs/jkng1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=jkng1&hydro_type=2"
"Alapaha River near Jennings","jnaf1","US","Georgia",,,30.59806,-83.07333,"http://water.weather.gov/resources/hydrographs/jnaf1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=jax&gage=jnaf1&hydro_type=2"
"Savannah River at Keowee Dam","keos1","US","Georgia",,,34.79972,-82.885,"http://water.weather.gov/resources/hydrographs/keos1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=keos1&hydro_type=2"
"Black River at Kingstree","kins1","US","Georgia",,,33.66111,-79.83611,"http://water.weather.gov/resources/hydrographs/kins1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ilm&gage=kins1&hydro_type=2"
"Aucilla River at Lamont (US 27)","lamf1","US","Georgia",,,30.36972,-83.80667,"http://water.weather.gov/resources/hydrographs/lamf1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=lamf1&hydro_type=2"
"Ocmulgee River at Lumber City","lbrg1","US","Georgia",,,31.91833,-82.67389,"http://water.weather.gov/resources/hydrographs/lbrg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=lbrg1&hydro_type=2"
"Little Double Bridges Creek near Enterprise (CR 606)","ldba1","US","Georgia",,,31.27222,-85.95833,"http://water.weather.gov/resources/hydrographs/ldba1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=ldba1&hydro_type=2"
"Suwannee River near Suwannee Springs","likf1","US","Georgia",,,30.39278,-82.93333,"http://water.weather.gov/resources/hydrographs/likf1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=jax&gage=likf1&hydro_type=2"
"Line Creek near Senoia","ling1","US","Georgia",,,33.31917,-84.52222,"http://water.weather.gov/resources/hydrographs/ling1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=ling1&hydro_type=2"
"Little River (North Carolina) near Star/Troy","litn7","US","Georgia",,,35.38639,-79.83222,"http://water.weather.gov/resources/hydrographs/litn7_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=rah&gage=litn7&hydro_type=2"
"Flint River near Lovejoy","lovg1","US","Georgia",,,33.41556,-84.38472,"http://water.weather.gov/resources/hydrographs/lovg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=lovg1&hydro_type=2"
"Whitewater Creek at Lowry Mill (CR 215)","lowa1","US","Georgia",,,31.53333,-85.98333,"http://water.weather.gov/resources/hydrographs/lowa1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=lowa1&hydro_type=2"
"South Fork Catawba River at Lowell","lown7","US","Georgia",,,35.28528,-81.10111,"http://water.weather.gov/resources/hydrographs/lown7_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=lown7&hydro_type=2"
"Suwannee River at Luraville (SR 51)","lurf1","US","Georgia",,,30.09972,-83.17167,"http://water.weather.gov/resources/hydrographs/lurf1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=lurf1&hydro_type=2"
"St. Marys River near Macclenny","macf1","US","Georgia",,,30.35861,-82.08167,"http://water.weather.gov/resources/hydrographs/macf1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=jax&gage=macf1&hydro_type=2"
"Ocmulgee River at Macon","macg1","US","Georgia",,,32.83861,-83.62056,"http://water.weather.gov/resources/hydrographs/macg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=macg1&hydro_type=2"
"Indian Creek at Madison","mada1","US","Georgia",,,34.69722,-86.69972,"http://water.weather.gov/resources/hydrographs/mada1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=hun&gage=mada1&hydro_type=2"
"Chipola River at Marianna (US 90)","malf1","US","Georgia",,,30.77278,-85.21639,"http://water.weather.gov/resources/hydrographs/malf1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=malf1&hydro_type=2"
"Sope Creek near Marietta","marg1","US","Georgia",,,33.95389,-84.44333,"http://water.weather.gov/resources/hydrographs/marg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=marg1&hydro_type=2"
"Muckalee Creek near Leesburg (SR 195)","mckg1","US","Georgia",,,31.77611,-84.13944,"http://water.weather.gov/resources/hydrographs/mckg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=mckg1&hydro_type=2"
"Duck River at Manchester","mcst1","US","Georgia",,,35.47083,-86.12167,"http://water.weather.gov/resources/hydrographs/mcst1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ohx&gage=mcst1&hydro_type=2"
"North Fork Black Creek near Middleburg","mdlf1","US","Georgia",,,30.11306,-81.90667,"http://water.weather.gov/resources/hydrographs/mdlf1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=jax&gage=mdlf1&hydro_type=2"
"Ogeechee River at Midville","mdvg1","US","Georgia",,,32.81444,-82.23528,"http://water.weather.gov/resources/hydrographs/mdvg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=chs&gage=mdvg1&hydro_type=2"
"Chattahoochee River below Morgan Falls Dam TW","mgfg1","US","Georgia",,,33.96833,-84.38278,"http://water.weather.gov/resources/hydrographs/mgfg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=mgfg1&hydro_type=2"
"Alabama River at Montgomery","mgma1","US","Georgia",,,32.39194,-86.31778,"http://water.weather.gov/resources/hydrographs/mgma1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=bmx&gage=mgma1&hydro_type=2"
"Tallapoosa River at Tallapoosa Water Plant","mgya1","US","Georgia",,,32.43972,-86.19556,"http://water.weather.gov/resources/hydrographs/mgya1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=bmx&gage=mgya1&hydro_type=2"
"Tallapoosa River at Harris Dam","mhda1","US","Georgia",,,33.25806,-85.61611,"http://water.weather.gov/resources/hydrographs/mhda1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=bmx&gage=mhda1&hydro_type=2"
"Shoal River near Mossy Head (CR 1087)","mhdf1","US","Georgia",,,30.79583,-86.30694,"http://water.weather.gov/resources/hydrographs/mhdf1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=mhdf1&hydro_type=2"
"Little River (Midway) near Midway (SR 268)","midf1","US","Georgia",,,30.51222,-84.52361,"http://water.weather.gov/resources/hydrographs/midf1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=midf1&hydro_type=2"
"Tallapoosa River at Milstead","mila1","US","Georgia",,,32.44889,-85.8975,"http://water.weather.gov/resources/hydrographs/mila1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=bmx&gage=mila1&hydro_type=2"
"Yellow River at Milligan","mlgf1","US","Georgia",,,30.75278,-86.62917,"http://water.weather.gov/resources/hydrographs/mlgf1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=mob&gage=mlgf1&hydro_type=2"
"Oconee River at Milledgeville","mlgg1","US","Georgia",,,33.08944,-83.21556,"http://water.weather.gov/resources/hydrographs/mlgg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=mlgg1&hydro_type=2"
"Big Coldwater Creek near Milton","mlnf1","US","Georgia",,,30.70833,-86.97222,"http://water.weather.gov/resources/hydrographs/mlnf1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=mob&gage=mlnf1&hydro_type=2"
"Yellow River near YELLOW RIV. MILTON","mlyf1","US","Georgia",,,30.56944,-86.92361,"http://water.weather.gov/resources/hydrographs/mlyf1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=mob&gage=mlyf1&hydro_type=2"
"St. Marys River at Moniac","mnig1","US","Georgia",,,30.5175,-82.23056,"http://water.weather.gov/resources/hydrographs/mnig1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=jax&gage=mnig1&hydro_type=2"
"Cahaba River at Marion Junction","mnja1","US","Georgia",,,32.44389,-87.18028,"http://water.weather.gov/resources/hydrographs/mnja1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=bmx&gage=mnja1&hydro_type=2"
"Flint River at Montezuma","mntg1","US","Georgia",,,32.29306,-84.04361,"http://water.weather.gov/resources/hydrographs/mntg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=mntg1&hydro_type=2"
"Middle Oconee River near Athens","mocg1","US","Georgia",,,33.94667,-83.42278,"http://water.weather.gov/resources/hydrographs/mocg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=mocg1&hydro_type=2"
"Stevens Creek near Modoc","mods1","US","Georgia",,,33.72917,-82.18194,"http://water.weather.gov/resources/hydrographs/mods1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=cae&gage=mods1&hydro_type=2"
"Flint River near Molena","molg1","US","Georgia",,,33.0475,-84.52639,"http://water.weather.gov/resources/hydrographs/molg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=molg1&hydro_type=2"
"Catawba River at Mountain Island Dam","moun7","US","Georgia",,,35.33278,-80.98722,"http://water.weather.gov/resources/hydrographs/moun7_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=moun7&hydro_type=2"
"St. Marks River at St. Marks","mrkf1","US","Georgia",,,30.15056,-84.21056,"http://water.weather.gov/resources/hydrographs/mrkf1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=mrkf1&hydro_type=2"
"Pee Dee River at Lake Tillery","mtgn7","US","Georgia",,,35.20778,-80.06361,"http://water.weather.gov/resources/hydrographs/mtgn7_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=rah&gage=mtgn7&hydro_type=2"
"Oconee River near Mount Vernon","mtvg1","US","Georgia",,,32.19111,-82.63167,"http://water.weather.gov/resources/hydrographs/mtvg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=mtvg1&hydro_type=2"
"Muckalee Creek near Americus","mucg1","US","Georgia",,,32.08306,-84.25806,"http://water.weather.gov/resources/hydrographs/mucg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=mucg1&hydro_type=2"
"Yellow River near Conyers below Milstead","myrg1","US","Georgia",,,33.66694,-83.93806,"http://water.weather.gov/resources/hydrographs/myrg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=myrg1&hydro_type=2"
"Nantahala River at Nantahala","nann7","US","Georgia",,,35.27306,-83.68,"http://water.weather.gov/resources/hydrographs/nann7_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=nann7&hydro_type=2"
"Nottely River at Cook Bridge near Murphy","ncbn7","US","Georgia",,,35.02778,-84.11472,"http://water.weather.gov/resources/hydrographs/ncbn7_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=mrx&gage=ncbn7&hydro_type=2"
"North Chickamauga Creek near Montlake","ncct1","US","Georgia",,,35.23833,-85.23583,"http://water.weather.gov/resources/hydrographs/ncct1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=mrx&gage=ncct1&hydro_type=2"
"Nancy Creek at Buckhead","nckg1","US","Georgia",,,33.86917,-84.37889,"http://water.weather.gov/resources/hydrographs/nckg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=nckg1&hydro_type=2"
"Chattahoochee River near Norcross","ncrg1","US","Georgia",,,33.99722,-84.20194,"http://water.weather.gov/resources/hydrographs/ncrg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=ncrg1&hydro_type=2"
"St. Marks River near Newport on Old Magnolia Rd","nepf1","US","Georgia",,,30.26722,-84.14889,"http://water.weather.gov/resources/hydrographs/nepf1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=nepf1&hydro_type=2"
"Choctawhatchee River near Newton (SR 134)","newa1","US","Georgia",,,31.34278,-85.61056,"http://water.weather.gov/resources/hydrographs/newa1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=newa1&hydro_type=2"
"Flint River at Newton (SR 37)","newg1","US","Georgia",,,31.30667,-84.33861,"http://water.weather.gov/resources/hydrographs/newg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=newg1&hydro_type=2"
"Tennessee River below Nickajack Dam (Jasper 5S)","nkjt1","US","Georgia",,,35.00194,-85.62056,"http://water.weather.gov/resources/hydrographs/nkjt1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=mrx&gage=nkjt1&hydro_type=2"
"North Oconee River at Athens","nocg1","US","Georgia",,,33.96972,-83.3775,"http://water.weather.gov/resources/hydrographs/nocg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=nocg1&hydro_type=2"
"Duck River at Normandy Dam","nrmt1","US","Georgia",,,35.46528,-86.24667,"http://water.weather.gov/resources/hydrographs/nrmt1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ohx&gage=nrmt1&hydro_type=2"
"Rocky River near Norwood","nrwn7","US","Georgia",,,35.14833,-80.17583,"http://water.weather.gov/resources/hydrographs/nrwn7_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=rah&gage=nrwn7&hydro_type=2"
"Aucilla River near Mouth near Nutall Rise","nutf1","US","Georgia",,,30.11222,-83.98,"http://water.weather.gov/resources/hydrographs/nutf1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=nutf1&hydro_type=2"
"Ocoee River below Ocoee Dam #1 Benton 5S","ocat1","US","Georgia",,,35.09667,-84.65417,"http://water.weather.gov/resources/hydrographs/ocat1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=mrx&gage=ocat1&hydro_type=2"
"Little Claybank Creek near Ozark (US 231)","ocba1","US","Georgia",,,31.45833,-85.66778,"http://water.weather.gov/resources/hydrographs/ocba1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=ocba1&hydro_type=2"
"Ocoee River near Archville","ocet1","US","Georgia",,,35.09667,-84.53528,"http://water.weather.gov/resources/hydrographs/ocet1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=mrx&gage=ocet1&hydro_type=2"
"Ochlockonee River near Smith Creek (CR 366)","oclf1","US","Georgia",,,30.17639,-84.66806,"http://water.weather.gov/resources/hydrographs/oclf1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=oclf1&hydro_type=2"
"Oconee River below Oconee","ocng1","US","Georgia",,,32.78722,-82.95722,"http://water.weather.gov/resources/hydrographs/ocng1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=ocng1&hydro_type=2"
"Okapilco Creek near Quitman (SR 333)","okag1","US","Georgia",,,30.82556,-83.5625,"http://water.weather.gov/resources/hydrographs/okag1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=okag1&hydro_type=2"
"Flint River near Oakfield (SR 32)","okfg1","US","Georgia",,,31.725,-84.01861,"http://water.weather.gov/resources/hydrographs/okfg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=okfg1&hydro_type=2"
"Oostanaula Creek at Sanford 1SE","oobt1","US","Georgia",,,35.3275,-84.70528,"http://water.weather.gov/resources/hydrographs/oobt1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=mrx&gage=oobt1&hydro_type=2"
"N. Fork Edisto River at Orangeburg","orbs1","US","Georgia",,,33.48333,-80.87361,"http://water.weather.gov/resources/hydrographs/orbs1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=cae&gage=orbs1&hydro_type=2"
"Ortega River at Kirwin Road near Jacksonville","orkf1","US","Georgia",,,30.19611,-81.76861,"http://water.weather.gov/resources/hydrographs/orkf1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=jax&gage=orkf1&hydro_type=2"
"Gulf of Mexico Tide Gauge at Panama City","pacf1","US","Georgia",,,30.15194,-85.66694,"http://water.weather.gov/resources/hydrographs/pacf1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=pacf1&hydro_type=2"
"Broad River in NC/SC at Parr Reservoir","pass1","US","Georgia",,,34.26111,-81.33194,"http://water.weather.gov/resources/hydrographs/pass1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=cae&gage=pass1&hydro_type=2"
"Pee Dee River at Pee Dee","pdes1","US","Georgia",,,34.20417,-79.54861,"http://water.weather.gov/resources/hydrographs/pdes1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ilm&gage=pdes1&hydro_type=2"
"Withlacoochee River near Pinetta (CR 150)","pinf1","US","Georgia",,,30.59528,-83.25972,"http://water.weather.gov/resources/hydrographs/pinf1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=pinf1&hydro_type=2"
"Choctawhatchee River near Pittman (SR 2)","pitf1","US","Georgia",,,30.94972,-85.84306,"http://water.weather.gov/resources/hydrographs/pitf1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=pitf1&hydro_type=2"
"Richland Creek near Pulaski","plkt1","US","Georgia",,,35.195,-87.06389,"http://water.weather.gov/resources/hydrographs/plkt1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ohx&gage=plkt1&hydro_type=2"
"Oconee River near Penfield","pnfg1","US","Georgia",,,33.72111,-83.29556,"http://water.weather.gov/resources/hydrographs/pnfg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=pnfg1&hydro_type=2"
"Santee River at Lake Marion","pnvs1","US","Georgia",,,33.45,-80.16389,"http://water.weather.gov/resources/hydrographs/pnvs1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=cae&gage=pnvs1&hydro_type=2"
"Kinchafoonee Creek at Preston (SR 41)","prsg1","US","Georgia",,,32.0525,-84.54833,"http://water.weather.gov/resources/hydrographs/prsg1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=prsg1&hydro_type=2"
"Elk River near Prospect","pspt1","US","Georgia",,,35.01417,-86.99472,"http://water.weather.gov/resources/hydrographs/pspt1_record.png","http://water.weather.gov/ahps2/hydrograph.php?wfo=ohx&gage=pspt1&hydro_type=2"
