"L1","L2",,"Demographic","Unit","Date","Value","Country","Source","Source URL"
"Southern Province",,,"Average Household Size","Persons","1/1/2004 12:00:00 AM",5.9,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Southern Province",,,"Dependency Ratio, Child",,"1/1/2004 12:00:00 AM",80.4,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Southern Province",,,"Dependency Ratio, Old Age",,"1/1/2004 12:00:00 AM",10.1,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Southern Province",,,"Dependency Ratio, Total",,"1/1/2004 12:00:00 AM",90.5,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Southern Province",,,"Population Total","Persons","1/1/2004 12:00:00 AM",1072445,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Southern Province",,,"Population, Female Total","Persons","1/1/2004 12:00:00 AM",555062,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Southern Province",,,"Population, Male Total","Persons","1/1/2004 12:00:00 AM",517383,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Southern Province",,,"Number of households","Number","1/1/2004 12:00:00 AM",182147,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Northern Province","Tonkolili District",,"Population, 0-14 years - Total %","%","1/1/2004 12:00:00 AM",44.6,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Northern Province","Tonkolili District",,"Population, 0-4 years - Total %","%","1/1/2004 12:00:00 AM",16.4,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Northern Province","Tonkolili District",,"Population, 15-64 years - Total %","%","1/1/2004 12:00:00 AM",51,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Northern Province","Tonkolili District",,"Population, 65 years and over - Total %","%","1/1/2004 12:00:00 AM",4.3,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Northern Province","Tonkolili District",,"Average Household Size","Persons","1/1/2004 12:00:00 AM",6.6,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Northern Province","Tonkolili District",,"Dependency Ratio, Child",,"1/1/2004 12:00:00 AM",87.3,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Northern Province","Tonkolili District",,"Dependency Ratio, Old Age",,"1/1/2004 12:00:00 AM",8.5,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Northern Province","Tonkolili District",,"Dependency Ratio, Total",,"1/1/2004 12:00:00 AM",95.8,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Northern Province","Tonkolili District",,"Population Total","Persons","1/1/2004 12:00:00 AM",346456,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Northern Province","Tonkolili District",,"Population, Female Total","Persons","1/1/2004 12:00:00 AM",185109,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Northern Province","Tonkolili District",,"Population, Male Total","Persons","1/1/2004 12:00:00 AM",161347,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Northern Province","Tonkolili District",,"Number of households","Number","1/1/2004 12:00:00 AM",52861,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area",,,"Population, 0-14 years - Total %","%","1/1/2004 12:00:00 AM",37.3,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area",,,"Population, 0-4 years - Total %","%","1/1/2004 12:00:00 AM",11.8,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area",,,"Population, 15-64 years - Total %","%","1/1/2004 12:00:00 AM",59.8,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area",,,"Population, 65 years and over - Total %","%","1/1/2004 12:00:00 AM",2.8,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area",,,"Average Household Size","Persons","1/1/2004 12:00:00 AM",5.7,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area",,,"Dependency Ratio, Child",,"1/1/2004 12:00:00 AM",62.3,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area",,,"Dependency Ratio, Old Age",,"1/1/2004 12:00:00 AM",4.8,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area",,,"Dependency Ratio, Total",,"1/1/2004 12:00:00 AM",67.1,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area",,,"Population Total","Persons","1/1/2004 12:00:00 AM",934291,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area",,,"Population, Female Total","Persons","1/1/2004 12:00:00 AM",473687,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area",,,"Population, Male Total","Persons","1/1/2004 12:00:00 AM",460604,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area",,,"Number of households","Number","1/1/2004 12:00:00 AM",164198,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area","Western Rural",,"Population, 0-14 years - Total %","%","1/1/2004 12:00:00 AM",40.8,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area","Western Rural",,"Population, 0-4 years - Total %","%","1/1/2004 12:00:00 AM",14.8,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area","Western Rural",,"Population, 15-64 years - Total %","%","1/1/2004 12:00:00 AM",55.9,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area","Western Rural",,"Population, 65 years and over - Total %","%","1/1/2004 12:00:00 AM",3.3,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area","Western Rural",,"Average Household Size","Persons","1/1/2004 12:00:00 AM",5.6,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area","Western Rural",,"Dependency Ratio, Child",,"1/1/2004 12:00:00 AM",73.1,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area","Western Rural",,"Dependency Ratio, Old Age",,"1/1/2004 12:00:00 AM",5.9,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area","Western Rural",,"Dependency Ratio, Total",,"1/1/2004 12:00:00 AM",79,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area","Western Rural",,"Population Total","Persons","1/1/2004 12:00:00 AM",169807,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area","Western Rural",,"Population, Female Total","Persons","1/1/2004 12:00:00 AM",87164,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area","Western Rural",,"Population, Male Total","Persons","1/1/2004 12:00:00 AM",82643,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area","Western Rural",,"Number of households","Number","1/1/2004 12:00:00 AM",30060,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area","Western Urban",,"Population, 0-14 years - Total %","%","1/1/2004 12:00:00 AM",36.5,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area","Western Urban",,"Population, 0-4 years - Total %","%","1/1/2004 12:00:00 AM",11.2,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area","Western Urban",,"Population, 15-64 years - Total %","%","1/1/2004 12:00:00 AM",60.7,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area","Western Urban",,"Population, 65 years and over - Total %","%","1/1/2004 12:00:00 AM",2.8,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area","Western Urban",,"Average Household Size","Persons","1/1/2004 12:00:00 AM",5.7,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area","Western Urban",,"Dependency Ratio, Child",,"1/1/2004 12:00:00 AM",60.1,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area","Western Urban",,"Dependency Ratio, Old Age",,"1/1/2004 12:00:00 AM",4.6,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area","Western Urban",,"Dependency Ratio, Total",,"1/1/2004 12:00:00 AM",64.7,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area","Western Urban",,"Population Total","Persons","1/1/2004 12:00:00 AM",764484,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area","Western Urban",,"Population, Female Total","Persons","1/1/2004 12:00:00 AM",386523,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area","Western Urban",,"Population, Male Total","Persons","1/1/2004 12:00:00 AM",377961,"SL","Open Data for Africa","http://opendataforafrica.org/"
"Western Area","Western Urban",,"Number of households","Number","1/1/2004 12:00:00 AM",134138,"SL","Open Data for Africa","http://opendataforafrica.org/"
