item code,item description,length cm,height cm,width cm,volume litre,weight kg,in EIC
CTELPABXTDA143,"PABX KXTDA0143, 4 Port DECT IF card",0,0,0,0,0,
CTELPABXTDA144,"PABX KXTDA0144, card DECT for 8 antennas",0,0,0,0,0,
CTELPABXTDA172,"PABX KXTDA0172, card for 16 digital ports, internal",0,0,0,0,0,
CTELPABXTDA174,"PABX KXTDA0174, card for 16 analogical ports, internal",0,0,0,0,0,
CTELPABXTDA181,"PABX KXTDA0181, card for 16 analogical ports, external",0,0,0,0,0,
CTELPABXTDA190,"PABX KXTDA0190, option card",0,0,0,0,0,
CTELPABXTDA191,"PABX KXTDA0191, message card",0,0,0,0,0,
CTELPABXTDA200,PABX PANASONIC KXTD 200NE Main frame,0,0,0,200,20,yes
CTELPABXTDA272,"PABX KXA272 CE, DECT repeater station",0,0,0,0,0,
CTELPABXTDA284,"PABX KXTDA0284, card primary for 4 ISDN port (2 chan./port)",0,0,0,0,0,
CTELPABXTDA288,"PABX KXTDA0288, card primary for 8 ISDN port (2 chan./port)",0,0,0,0,0,
CTELPABXTDA290,"PABX KXTDA0290, card primary for 1 ISDN port (30 channels)",0,0,0,0,0,
CTELPABXTDA410,"PABX, KXTDA410, card LAN 10Base T",31.5,22,5,3.465,0.4,
CTELPABXTDA490,PABX PANASONIC KX-TDA0490X 16 channels IP gateway,0,0,0,0,0,
CTELPABXTDA6110,PABX PANASONIC KX-TDA6110X master bus board for link TDA620,0,0,0,0,0,
CTELPABXTDA6174,PABX PANASONIC KX-TDA6174X 16 analog ports board TDA600,0,0,0,0,0,
CTELPABXTDA6178,"PABX PANASONIC KX-TDA6178X, 24 analog ports, internal w CLIP",0,0,0,0,0,
CTELPABXTDA6181,PABX PANASONIC KX-TDA6181NE 16 analog netw. line brd TDA600,0,0,0,0,0,
CTELPABXTDAU72,"PABX KX-A208-U72TDA, Amphenole cable, Type B, 3m",32,3,30,2.88,0.4,
CTELPABXTDAU72A,"PABX KX-A208-U72, Amphenole cable, Type A, 3m",0,0,0,0,0,
CTELPABXTDAUSB,"PABX, Cable USB, KABUSB3M",28,14.5,1.5,0.609,0.15,
CTELPABXTDE100,PABX PANASONIC KXTDE100NE Main frame,0,0,0,0,0,
CTELPABXTDE11X4,"PABX PANASONIC KX-TDE0110X, VoIP DSP16 board with 4 IP chan.",0,0,0,0,0,
CTELPABXTDE200,PABX PANASONIC KXTDE200NE Main frame,0,0,0,0,0,
CTELPABXTDE600,PABX PANASONIC KX-TDE600NE hybrid switchboard 688 ports max,0,0,0,0,0,
CTELPABXTDIP16,PABX PANASONIC KX-NCS3516WJ 16 lines IP prop licence NCP500,0,0,0,0,0,
CTELPABXTDIPT16,PABX PANASONIC KX-NCS4516WJ 16 l. IP prop licence TDE100/200,0,0,0,0,0,
CTELPABXTDSIP16,PABX PANASONIC KX-NCS4716X 16 lines SIP licence TDE100/200,0,0,0,0,0,
CTELPABXTDSIPN1,PABX PANASONIC KX-NCS3716WJ 16 lines SIP licence for NCP500,0,0,0,0,0,
CTELPABXTE620NE,PABX PANASONIC KX-TDE620NE additional case for KX-TDE600,0,0,0,0,0,
CTELPABXTS500,"PABX PANASONIC KX-TS500EXB Analog Telephone, white",22,9,20,3.96,0.68,
CTELPABXTVP50,PABX PANASONIC KXTVP50 voice mail with accessories,36,12,22,9.504,1.2,
CTELSETD7590,"PABX PANASONIC KXTD 7590, Digital system telephone",0,0,0,0,0,
CTELSETD7590C,"PABX PANASONIC KXTD 7590, Charger station KX-A278",0,0,0,0,0,
CTELSETDAUD7,PABX TELEPHONE ISDN Audioline 7,0,0,0,0,0,
CTELSETDBLUETH1,TELEPHONE SET bluetooth monoaural wireless headset,0,0,0,0,0,
CTELSETDISDN,TELEPHONE ISDN desk phone,0,0,0,0,0,
CTELSETDKXNT307,"PABX PANASONIC KX-NT307CE, Bluetooth module for KX-DT343",0,0,0,0,0,
CTELSETDKXNT321,PABX PANASONIC IP Telephone set KX-NT321NE - white,0,0,0,0,0,
CTELSETDKXNT366,PABX PANASONIC KX-NT366NE IP telephone - white,0,0,0,0,0,
CTELSETDT303,PABX PANASONIC KX-NT 303CE 12 keys module - white,0,0,0,0,0,
CTELSETDT321,PABX PANASONIC KX-DT 321 NE Digital telephone - white,0,0,0,0,0,
CTELSETDT343NE,PABX PANASONIC KX-DT 343 NE System telephone - white,0,0,0,0,0,
CTELSETDT346,PABX PANASONIC KX-DT 346NE System telephone 6 lines - white,0,0,0,0,0,
CTELSETDT390CE,PABX PANASONIC KX-DT 390CE system console with 60 keys-white,0,0,0,0,0,
CTELSETDT7451,"PABX PANASONIC KXT 7451, Digital System Telephone",27,12,19,6.156,1.1,
CTELSETDT7540,PABX PANASONIC KXT 7540 Extens. keypad 66 keys for Op.-white,0,0,0,0,0,
CTELSETDT7636,"PABX PANASONIC KXT 7636, Tel. system, digital 6 lines -white",0,0,0,0,0,
CTELSETDT7668,PABX PANASONIC KXT 7668 Digital system telephone,35,20.5,25,17.9375,3.2,
CTELSETDTCA175,"PANASONIC KX-TCA175CE, DECT portable set",0,0,0,0,0,
CTELSETSGXP2000,PABX GRANDSTREAM VOIP desktop IP phone GXP 2000,0,0,0,0,0,
CTELSETSHGT100,PABX PANASONIC KX-HGT100EXB - SIP phone,0,0,0,0,0,
CTELSETST7603,"PANASONIC KX-T7603, Extension keyboard",26.2,13,7.3,2.48638,0.4,
CTELSETST7640,PANASONIC KX-T7640 System console with 60 key's - white,0,0,0,0,0,
CTOOFITTHIROSE,CRIMPING TOOL for Hirose RJ45 connectors,0,0,0,0,0,
CTOOFITTKR01,KRONE tool EM Nr. 983 294 109,0,0,0,0,0,
CTOOSOLDTAMP,"THERMOSTAMP, marking iron for ICRC LOGO",0,0,0,0,0,
CTOOSPRAWD40,"SPRAY universel WD40, 400ml",19.5,6.5,6.5,0.8239,0.42,
CTOOVTOOFERRIT,FERRITES (interference reduction) torroidal dia int. 26mm,0,0,0,0,0,
CUFBANTEOMNI,"ANTENNA UHF, base omnidir. 7.5 dBi,  454-470 MHz, w. clamps",0,0,0,0,0,
CUFBRPTRDN700U,REPEATER DANIMEX 700 with GM360 transceivers & duplexer UHF,0,0,0,0,0,yes
CUFMANTEKATH,ANTENNA UHF MOBILE 440-470MHz with 5m cable,0,0,0,0,0,
CUFMANTEUHF-SB,ANTENNA UHF MOBILE black 440-470MHz with 5m coaxial +FME-BNC,0,0,0,0,0,
CUFMTXTRGM360,"MOTOROLA GM360 UHF mobile 403-460MHz, 1 to 25W",0,0,0,0,0,yes
CUFPANTEGP300,MOTOROLA GP300/360 UHF antenna 430/472MHz (ca.7cm long),11,2,7,0.154,0.02,
CUFPANTELNG360,MOTOROLA GP300/360 UHF gain antenna (16.5cm),0,0,0,0,0,
CUFPTXTRGP360,"MOTOROLA GP360 UHF portable 403-470MHz, 1 to 5W",0,0,0,0,0,yes
CVFBANTE12EL,"ANTENNA VHF, yagi, 12 elements, 146-174MHz",0,0,0,0,0,
CVFBANTE6EL,"ANTENNA VHF, yagi, 6 elements, 156-175MHz",0,0,0,0,0,
CVFBANTEAIR-BD,ANTENNA airband WIPIC quart.wave fixed installation 104/144,77,15,11,12.705,1.7,
CVFBANTECOL1,"ANTENNA VHF base, colinear, center freq. 160MHz",0,0,0,0,0,
CVFBANTECOUPLR,ANTENNA coupler for 2 antennas -quarter wave- 146 to 174 MHz,0,0,0,0,0,
CVFBANTEVHF-GP,ANTENNA VHF Base -broadband 144 - 174MHz - N female connect.,50,16,11,8.8,1.5,
CVFBANTEVHF-HU1,ANTENNA VHF Hustler base G7 150-1 / 148-155MHz,130,11.5,11.5,17.1925,410,
CVFBANTEVHF-HU2,ANTENNA VHF Hustler base G7 150-2 / 154-161MHz,130,11,11.5,16.445,4,
CVFBANTEVHF-HU3,ANTENNA VHF Hustler base G7 150-3 / 161-167MHz,131.5,11,11.5,16.6348,4.1,
CVFBANTEVHF-HU4,ANTENNA VHF Hustler base G7 150-4/ 167-174MHz,130,11,11.5,16.445,4.2,
CVFBREPEDUP,REPEATER DUPLEXER VHF(Freq. to be specified),0,0,0,0,0,
CVFBRPTRCXNBNC,REPEATER KENWOOD TKR 40 cm cable RG223 N m. st./BNC m. angle,0,0,0,0,0,
CVFBRPTRCXNN,REPEATER KENWOOD TKR 40 cm cable RG223 N m. st. / N m angle,0,0,0,0,0,
CVFBRPTRDN700V,REPEATER DANIMEX 700 with GM360 transceivers & duplexer VHF,0,0,0,0,0,yes
CVFBRPTRDUP26-4,"REPEATER DUPLEXER, Procom DPF 2/6H - 4/6 (152-175MHz)",0,0,0,0,0,
CVFBRPTRKENMIC,REPEATER KENWOOD TKR microphone,0,0,0,0,0,
CVFBRPTRKENPROG,REPEATER Kenwood TKR 751/851 programming serial cable,0,0,0,0,0,
CVFBRPTRKENPWC,REPEATER KENWOOD TKR 12V power cable,0,0,0,0,0,
CVFBTXTRAVA200,ICOM AIRBAND A-200 fixe transceiver (with docking station),36,20,22,15.84,4.35,yes
CVFBTXTRLIPRU,LIGHTNING protection Coaxial 1/4 wave UHF N female N female,0,0,0,0,0,
CVFBTXTRLIPRV,LIGHTNING protection coaxial 1/4 wave VHF N female N female,0,0,0,0,0,
CVFMANTEBPZ4MO,"ANTENNA, round mobile mount with ball + 5m coax FME-BNC",0,0,0,0,0,
CVFMANTEMAGNET,"ANTENNA VHF MOBILE, magnetic base, 150-160MHz, 3m cable BNC",0,0,0,0,0,
CVFMANTEMO-FI,ANTENNA VHF MOBILE fiberglass 146-174MHz + 5m coax,137,5,9,6.165,0.6,
CVFMANTEUHF-ST,"ANTENNA UHF MOBILE, steel, 400-470MHz + 5m coax",0,0,0,0,0,
CVFMANTEVHF-FBA,"ANTENNA VHF / UHF MOBILE, FME-BNC adapters",0,0,0,0,0,
CVFMANTEVHF-SB,"ANTENNA VHF MOBILE, black steel 146-174MHz + 5m coax+FME-BNC",137,5,9,6.165,0.6,
CVFMANTEVHF-ST,"ANTENNA VHF MOBILE, steel, 146-174MHz + 5m coax + FME-BNC",137,5,9,6.165,0.6,
CVFMPROGCABGM36,MOTOROLA GM360 programming cable,0,0,0,0,0,
CVFMPROGMOTSOF,PROGRAMMING SOFTWARE for Motorola GP340/GP360/GM360,0,0,0,0,0,
CVFMTXTR360MNT,MOTOROLA GM360 dashboard mount kit  - RLN4781,0,0,0,0,0,
CVFMTXTRCOVR,MOTOROLA GM360 dashboard mount cosmetic cover,0,0,0,0,0,
CVFMTXTRFUSE20,MOTOROLA GM300 / GM360 fuse 15A,0,0,0,0,0,
CVFMTXTRGM360,"MOTOROLA GM360 VHF mobile 136-174MHz, 1 to 25W",0,0,0,0,0,yes
CVFMTXTRGP360,"MOTOROLA GP360 VHF portable 136-174MHz, 1 to 5W",0,0,0,0,0,yes
CVFMTXTRKNOBVO,MOTOROLA GM360 'Vol-ON' knob,0,0,0,0,0,
CVFMTXTRMIC360,MOTOROLA GM300/GM360 microphone,0,0,0,0,0,
CVFMTXTRMICHOL,"MOTOROLA, microphone fork holder",0,0,0,0,0,
CVFMTXTRSCR,"MOTOROLA, precabling, set of mounting hardware for VHF mobil",0,0,0,0,0,
CVFPANTEAIRPO,ICOM AIRBAND A3E antenna with BNC connector,0,0,0,0,0,
CVFPANTELNG300,MOTOROLA GP300/GP360 gain antenna (152-162MHz),0,0,0,0,0,
CVFPANTESHT300,MOTOROLA GP 360 wide band short antenna - 149 to 174 MHz,0,0,0,0,0,
CVFPPROGCABGP36,MOTOROLA GP360 programming cable,0,0,0,0,0,
CVFPTXTRA3BACH,ICOM AIRBAND A3E charger for A3E Airband transceiver,0,0,0,0,0,
CVFPTXTRA3DSKCH,"ICOM AIRBAND A3E, desktop charger, BC-119",0,0,0,0,0,
CVFPTXTRA3PC110,ICOM AIRBAND A3E charger 110V,0,0,0,0,0,
CVFPTXTRADAP360,MOTOROLA Flashing adaptor art. HLM9742,0,0,0,0,0,
CVFPTXTRBAT300,MOTOROLA GP300 battery (NimH 2000mAh),0,0,0,0,0,
CVFPTXTRBAT360,MOTOROLA GP360 battery Li-Ion 1800mAh,0,0,0,0,0,
CVFPTXTRBAT36A1,"MOTOROLA GP360 battery charger, transformer 110V",0,0,0,0,0,
CVFPTXTRBAT36A2,"MOTOROLA GP360 battery charger transformer, 230V",0,0,0,0,0,
CVFPTXTRBAT36CH,"MOTOROLA GP360 battery, single charger with 230V adapter",24,8,12.5,2.4,0.9,
CVFPTXTRBAT36MC,"MOTOROLA GP360 battery, multi-unit charger, for 6 units",50,25,35,43.75,5.1,
CVFPTXTRBAT36MO,"MOTOROLA GP360 battery, mobile charger",0,0,0,0,0,
CVFPTXTRBATA3E,ICOM AIRBAND A3E battery for A3E airband transceiver,0,0,0,0,0,
CVFPTXTRBATSCH,MOTOROLA GP300 charger single rapid p/n MDHTN9043,0,0,0,0,0,
CVFPTXTRCA360,"MOTOROLA GP360, carrying case nylon for GP360",0,0,0,0,0,
CVFPTXTRCLP360,"MOTOROLA GP360, belt clip GP360",0,0,0,0,0,
CVFPTXTRDUS360,"MOTOROLA GP360, dust cover",0,0,0,0,0,
CVFPTXTRHDVXA,VERTEX AIRBAND VXA220 - HEADSET with microphone and PTT,0,0,0,0,0,yes
CVFPTXTRHEADS,ICOM IC-A3 VHF Airband - HEADSET with microphone and PTT,0,0,0,0,0,
CVFPTXTRKNOBCH2,MOTOROLA GP360 'chanel' knob,0,0,0,0,0,
CVFPTXTRKNOBVO2,MOTOROLA GP360 'Vol-ON' knob,0,0,0,0,0,
CVFPTXTRMIC360,"MOTOROLA GP360, speaker-microphone",0,0,0,0,0,
CVFPTXTRPTTS360,"MOTOROLA GP360, PTT keypad cover + bezel side control",0,0,0,0,0,
CVFPTXTRPTTSWIT,"MOTOROLA GP360, PTT replacement switch",0,0,0,0,0,
CVFPTXTRV220,"VERTEX AIRBAND VXA220 handset incl. charger, bat & antenna",22,8,16,2.816,0.95,yes
CVFPTXTRV220AO,"VERTEX AIRBAND VXA220, antenna adaptor SMA to BNC CN-3",0,0,0,0.06,0.018,
CVFPTXTRV220BA,"VERTEX AIRBAND VXA220, battery Ni-MH 7.2 V 1400 mAh FNB-83",11,3,7,0.231,0.2,
CVFPTXTRV220CA,"VERTEX AIRBAND VXA220, 12V car adapter with filter E-DC-5B",18,5,9,0.81,0.12,
CVFPTXTRV220RC,"VERTEX AIRBAND VXA220, rapid charger VAC-10",18,11,11,2.178,0.9,
CVFPTXTRV220SM,"VERTEX AIRBAND VXA220, Speaker mike MH-44 B4B",13,4,7,0.364,0.1,
CWLNANTEALIGN,WIRELESS LAN 2.4 GHz antenna alignment kit - Teletronics,0,0,0,0,0,
CWLNANTEGRD,"MAG GRID ANTENNA, 24dBi gain, 2.4Ghz",63,14,58,51.156,4.5,
CWLNANTEMIQD16A,"WIRELESS LAN ANTENNA, Microceptor QD2402- 16dBi - 2.4Ghz",29,12,28,9.744,11.2,
CWLNANTEMIQD16C,WIRELESS LAN ANTENNA - Cosmetic Cover QC-1000 for QD Series,29.5,6,29.5,5.2215,0.3,
CWLNTXTRPLATEWB,WIRELESS LAN Bridge Alu plate 2x120x140mm with holes &screws,0,0,0,0,0,
DASDCHLC1S1,"CHLORHEXIDINE 1.5% + CETRIMIDE 15%, solution, 1L, btl.",0,0,0,2.3674,1.11,yes
DASDCHLC1S5,"CHLORHEXIDINE 1.5% + CETRIMIDE 15%, solution, 5L, btl.",0,0,0,6,5.24,
DASDCHLC5S1,"CHLORHEXIDINE DIGLUCONATE 5%, solution, 1000ml",0,0,0,0,0,
DASDDELE01,IODINE POVIDONE 10% solution 5ml - for staff only,0,0,0,0.0087,0.0087,
DASDETHA1G1,"GEL for hand desinfection without water, Gel, 100 ml",0,0,0,0.234,0.1,
DASDIODP0S05,"IODINE POVIDONE, 7.5%, solution, scrub, 500ml",0,0,0,0,0,
DASDIODP1S10,"IODINE POVIDONE, 10%, solution, 1L, btl.",0,0,0,1.32,1.15,yes
DASDIODP1S12,"IODINE POVIDONE, 10%, solution, 120ml, dropper btl.",0,0,0,0,0,
DASDIODP1S2,"IODINE POVIDONE, 10%, solution, 200ml, dropper btl.",0,0,0,0.4,0.23,yes
DASDIODP1S5,"IODINE POVIDONE, 10%, solution, 500ml, bt",0,0,0,0,0,
DASDIODP1S50,"IODINE POVIDONE, 10%, solution, 5L, btl.",0,0,0,0,0,
DASDVASD310,"HYDROGEN PEROXIDE, 30%, 1000ml",0,0,0,0,0,
DCHPABRUFS1,"REPELLENT (DEET 28%), 'Antibrum Forte', 150ml, spray btl.",0,0,0,0.313875,0.15,
DDGTAGLBC1,"ANTI-HUMAN GLOBULIN, COOMBS, 10ml, btl.",9,2.5,2.6,0.0585,0.032,yes
DDGTALBUB1,"BOVINE ALBUMIN , 30%, 10ml, btl.",9,2.6,2.6,0.0608,0.028,yes
DDGTASTRL050,"ANTISTREPTOLYSIN O (ASO), Latex slide test, 50 tests",0,0,0,0,0,
DDGTBLGR1A,"BLOOD GROUPING SERUM ANTI- A, MONOCLONAL, 10ml, btl.",0,0,0,0.054,0.034,yes
DDGTBLGR1AB,"BLOOD GROUPING SERUM ANTI-(A+B), MONOCLONAL, 10ml, btl.",0,0,0,0.054,0.035,yes
DDGTBLGR1B,"BLOOD GROUPING SERUM ANTI-B, MONOCLONAL, 10ml, btl.",0,0,0,0.054,0.034,yes
DDGTBLGRRH1D,"BLOOD RHESUS SERUM ANTI-D, IgM & IgG, 10ml, btl.",0,0,0,0.054,0.034,yes
DDGTBLODG1,"BLOOD TEST, glucose, 1 strip",0,0,0,0,0,
DDGTBRUC5B,"BRUCELLA ABORTUS, antigen suspension, 5ml, btl.",0,0,0,0,0,
DDGTBRUCST,BRUCELLOSE slide-test,0,0,0,0,0,
DDGTBRUMG025,"BRUCELLOSIS IgM/IgG, rapid test kit (25/25)",0,0,0,0,0,
DDGTCHOLSM2,"VIBRIO CHOLERAE, 'Smart II' for 01 serotype, rapid, 25 test",0,0,0,0,0,
DDGTHEPBD100,"HEPATITIS B TEST, 'DETERMINE HBsAg', rapid, kit of 100 tests",0,0,0,0.864,0.152,yes
DDGTHEPBU20,"HEPATITIS B TEST, 'UNI-GOLD HBsAg', rapid, kit for 20 tests",0,0,0,0,0,
DDGTHEPCH10,"HEPATITIS C TEST, 'HCV SPOT', kit of 100 tests",0,0,0,8.928,0.9975,yes
DDGTHEPCH2,"HEPATITIS C TEST, 'HCV SPOT', kit of 20 tests",0,0,0,1.7856,0.1995,yes
DDGTHIVTC10,"HIV TEST, 'CAPILLUS HIV-1/HIV-2', rapid, kit of 100 tests",0,0,0,0,0,
DDGTHIVTD10,"HIV TEST, 'DETERMINE HIV-1/HIV-2', rapid, kit of 100 tests",0,0,0,0.918,0.156,yes
DDGTHIVTU20,"HIV TEST, 'UNI-GOLD HIV (1/2)', rapid, kit for 20 tests",0,0,0,4.363,0.327,yes
DDGTLEISI01,"LEISHMANIASIS, IMMUNOCHROMATOGRAPHIC TEST, 1 strip",0,0,0,0,0,
DDGTLISS1,"Low Ionic Strength Solution, 10 ml, btl",0,0,0,0,0,
DDGTMALRO,"MALARIA TEST, 'OptiMAL', rapid",0,0,0,1.4,0.29,yes
DDGTMALRP25,"MALARIA TEST, 'PARACHECK DEVICE', rapid, kit for 25 tests",0,0,0,2.296406,0.363,yes
DDGTMALRP5,"MALARIA TEST, 'PARACHECK DEVICE', rapid, kit for 5 tests",0,0,0,0.546,0.078,yes
DDGTMENIPA,"MENINGITIS,A,C,Y/W135,B/coliK1,Hb,Strep pneumo,strep B x 25",0,0,0,0,0,
DDGTPREGR,"PREGNANCY TEST, 'RST-HCG'",15,14,6,1.6,0.2,yes
DDGTSALM5H,"SALMONELLA TYPHI H, antigen suspension, 5ml, btl.",0,0,0,0,0,
DDGTSALM5O,"SALMONELLA TYPHI O, antigen suspension, 5ml, btl.",0,0,0,0,0,
DDGTSTOLH1,"BLOOD IN STOOL TEST, 'HEMATEST', tab.",0,0,0,0,0,
DDGTSYPHD10,"SYPHILIS TEST, ""TP DETERMINE"", rapid, kit of 100 tests",0,0,0,0,0,
DDGTSYPHR10,"SYPHILIS RPR TEST (carbon test), kit of 100 tests",15,7.7,7.3,0.843158,0.333,yes
DDGTSYPHS3,"SYPHILIS TEST, ""SD BIOLINE 3.0"", rapid, kit of 30 tests",23,8,13,2.392,0.6,yes
DDGTSYPHT10,"SYPHILIS TPHA TEST, kit of 100 tests",0,0,0,0.4225,1.5,yes
DDGTTRYPC250,"TRYPANOSOMIASIS, CATT test, kit of 250 tests",0,0,0,0,0,
DDGTTUBC1V10,"TUBERCULINE TEST, for 10 to 14 tests, 1.5ml, vial",0,0,0,0,0,
DDGTURINM10,"URINE TEST,pH/den/prot/gluc/cet/bld/nit/lc/bili/urob,1 strip",0,0,0,0.000113,0.0008,yes
DDGTURINU2,"TEST, URINE, protein/glucose, 1 strip",0,0,0,0,0,
DDGTURINU4,"URINE TEST, prot/gluc/bld/pH, 1 strip",0,0,0,0.2,0.0008,yes
DEXOCHLO4D5,"CHLORAMPHENICOL, 0.4% eye drops, 5ml, powder + solvent btl.",0,0,0,0.199631,0.0473,
DEXOCHLO5D1,CHLORAMPHENICOL  0.5%Eye drops  10ml,0,0,0,0.165,0.032,yes
DEXODELE01,ANTI-IRRITATION EYE DROPS (COLLYPAN/BIOCIDAN)-for staff only,8,4,7,0.224,0.04,
DEXOGENT03D5,"GENTAMICIN, 0.3%, eye drops, 5ml, btl",0,0,0,0,0,
DEXOHOMA1DU4,"HOMATROPINE, 1%, eye drops, unidose, 0.4ml, amp.",0,0,0,0,0,yes
DEXOOXYB4D1,"OXYBUPROCAINE HYDROCHLORIDE, 0.4%, eye drops, 10ml, btl.",0,0,0,0.144,0.026,yes
DEXOPILO2DU4,"PILOCARPINE, 2%, eye drops, unidose, 0.4 or 0.5ml, btl.",0,0,0,0,0,yes
DEXOPRED5D05,"PREDNISOLONE, 0.5%, eye drops, unidose, 0.5ml, btl",9,9,9,0.729,0.1,
DEXOSILN1D04,"SILVER NITRATE, 1%, eye drops, unidose, 0.4ml, btl",0,0,0,0,0,
DEXOTETI1DU4,"TETRACAINE, 1%, eye drops, unidose, 0.4ml, amp.",0,0,0,0,0,yes
DEXOTETR1O5,"TETRACYCLINE, 1%, eye ointment, 5g, tube",0,0,0,0.0256,0.0086,yes
DEXOTIMO5D5,"TIMOLOL  0.5%, eye drops, 5ml, btl.",0,0,0,0,0,yes
DEXTANTH1O3,"ANTIHAEMORROID, ointment, 30g, tube",0,0,0,0.154698,0.0465,
DEXTARTE20S,"ARTESUNATE, 200mg, rectal capsule",0,0,0,0,0,
DEXTARTE5S,"ARTESUNATE, 50mg, rectal capsule",0,0,0,0,0,
DEXTBENS6O04,"BENZOIC ACID 6% + SALICYLIC ACID 3%, ointment, 40g tube",0,0,0,0,0,
DEXTBENS6O5,"BENZOIC ACID 6% + SALICYLIC ACID 3%, ointment, 500g, jar",11,11,11,1.331,0.6,yes
DEXTBENS6O8,"BENZOIC ACID 6% + SALICYLIC ACID 3%, ointment, 800g, jar",0,0,0,0,0,
DEXTBENZ2L1,"BENZYL BENZOATE, 25%, lotion, 1L, btl.",0,0,0,2.135467,1.1267,yes
DEXTBENZ2L5,"BENZYL BENZOATE, 25%, lotion, 5L, btl.",0,0,0,0,0,
DEXTBENZ9SL1,"BENZYL BENZOATE, saponated, 90%, lotion, 1L, btl.",0,0,0,1.472,1.17,
DEXTCALAL5,"CALAMINE 15%, lotion, 500ml, btl.",0,0,0,2.1355,1.1267,yes
DEXTCLOT1C2,"CLOTRIMAZOLE, 1%, cream, 20g, tube",0,0,0,0.126,0.029,yes
DEXTCLOT5T,"CLOTRIMAZOLE, 500 mg, vaginal, comp.+ applicator",16,2,5,0.16,0.02,
DEXTDELE01,NASAL UNBLOCKER (VIBROCIL/ATURGYL) - for staff only,12,3,3,0.108,0.02,
DEXTDELE02,IRRITATION/ITCHINGS CREAM (STILEX/ONCTOSE)  - for staff only,13,3,3,0.117,0.04,
DEXTGENV1C2,"GENTIAN VIOLET, cristal, 25g, btl.",0,0,0,0.207,0.0425,yes
DEXTGENVS5,"GENTIAN VIOLET, solution, 500ml",0,0,0,0,0,
DEXTHALO1B2,"HALOTHANE, 250ml, btl.",0,0,0,0.984375,0.72,yes
DEXTHYDR1O1,"HYDROCORTISONE ACETATE, 1%, ointment, 15g, tube",0,0,0,0.1333,0.0257,yes
DEXTIPRA2U1,"IPRATROPIUM, nebuliser solution, 0.25mg/ml, 2ml unidose",0,0,0,0,0,yes
DEXTLIDO2G1,"LIDOCAINE, 2%, sterile gel (for urethral use), 10g, syringe",0,0,0,0.308,0.054,yes
DEXTLIDO2G3,"LIDOCAINE, 2%, sterile, topical gel, 30g",0,0,0,0,0,
DEXTMICO2C,"MICONAZOLE NITRATE, 2%, cream, 30g, tube",0,0,0,0,0,
DEXTNYST1T,"NYSTATIN, 100 000 IU, vaginal tab.",0,0,0,0.002,0.0011,yes
DEXTPERM5O30,"PERMETHRINE 5%, cream, 30g, tube",0,0,0,0,0,
DEXTPETRWJ25,"WHITE PETROLEUM JELLY, 250g, jar",0,0,0,0,0,
DEXTPODO5S3,"PODOPHYLOTOXINE 0.5%, solution, 3.5ml + 30 sticks",0,0,0,0,0,yes
DEXTSALB2U2,"SALBUTAMOL SULPHATE nebuliser solution 2mg/ml, 2.5ml unidose",0,0,0,0,0,
DEXTSILN1,"SILVER NITRATE, pencil",0,0,0,0.01575,0.008,yes
DEXTSULZ1C5,"SULFADIAZINE SILVER, 1%, cream, 50g, tube",0,0,0,0.186667,0.0567,yes
DEXTSULZ1C50,"SULFADIAZINE SILVER, 1%, cream, 500g, jar",0,0,0,1.331,0.585,yes
DEXTTALCP1,"TALC, powder,conform to pharmacopoeia (asbestos fibres free)",0,0,0,2.736,1.115,yes
DEXTWAXEB03,"WAX, hemostasis, bone, ref. ETH W810, pack of 3g",0,0,0,0,0,
DEXTYINC1O10,"ZINC OXIDE, 10%, ointment, 100g, tube",0,0,0,0,0,
DINFDEXT505,"DEXTROSE, 5%, 500ml",0,0,0,1.2,0.575,yes
DINFDEXT505S,"DEXTROSE, 5%, 500ml, with infusion set",0,0,0,0,0,yes
DINFDEXT51,"DEXTROSE, 5%, 1L",0,0,0,1.9,1.1083,yes
DINFDEXT51S,"DEXTROSE, 5%, 1L, with infusion set",0,0,0,0,0,yes
DINFDEXT59P5,"DEXTROSE 5%, SODIUM CHLORIDE 0.9%, 500ml, pouch",0,0,0,0,0,
DINFFLUC201,"FLUCONAZOLE 2mg/ml, 100ml bottle",0,0,0,0,0,yes
DINFMANN1B5,"MANNITOL, 15%, 500ml, glass btl.",0,0,0,0,0,
DINFMANN2B5,"MANNITOL, 20%, 500ml, btl.",0,0,0,1.32055,0.6165,yes
DINFMETN501,"METRONIDAZOLE, 5mg/ml, 100ml",0,0,0,0.006855,0.0017,yes
DINFPLSU05,"PLASMA SUBSTITUTE, Gelatin, 500ml",21.7,6,7.5,0.9765,0.55,yes
DINFPLSU1BS5,"PLASMA SUBSTITUTE, Gelatin, 500ml, plastic btl., + INF. SET",0,0,0,0,0,
DINFRINL05,"RINGER LACTATE, 500ml",0,0,0,1.055925,0.572,yes
DINFRINL05S,"RINGER LACTATE, 500ml, with infusion set",0,0,0,0,0,yes
DINFRINL1,"RINGER LACTATE, 1L",0,0,0,2.139917,0.95,yes
DINFRINL1S,"RINGER LACTATE, 1L, with infusion set",0,0,0,0,0,yes
DINFSODC905,"SODIUM CHLORIDE, 0.9%, 500ml",0,0,0,1.638,0.625,yes
DINFSODC905B,"SODIUM CHLORIDE, 0.9%, 500ml, plastic bottle",0,0,0,0,0,
DINFSODC91B,"SODIUM CHLORIDE, 0.9%, 1L, plastic btl.",26,7,10,1.82,1.1,yes
