Name,Organisation,Facility,Facility Type,Type,Catalog,Category,Item Name,Brand,Purchase Date,Building,Address,Postcode,Country,L1,L2,L3,Lat,Lon
2110,Greater Houston Area,Greater Houston Area,,ERV,Default,Vehicles,ERV,,2000,,2700 SW Freeway,77098,US,Texas,Bexar,Houston,29.4444999996,-98.396600001
2111,Texarkana Area,Texarkana Area,,ERV,Default,Vehicles,ERV,,2000,,821 Spruce Street,75501,US,Texas,Jefferson,Texarkana,30.0863999987,-94.128600001
2112,Texoma Area,Texoma Area,,ERV,Default,Vehicles,ERV,,2000,,2527 Highway 691,75020,US,Texas,Nueces,Denison,27.7745000009,-97.3986000011
2113,American Red Cross of Greater Kalamazoo Area,American Red Cross of Greater Kalamazoo Area,,ERV,Default,Vehicles,ERV,,2000,,5640 Venture Court,49009,US,Michigan,Kalamazoo,Kalamazoo,42.2694999984,-85.6614000014
2114,Wabash Valley,Wabash Valley,,ERV,Default,Vehicles,ERV,,2000,,700 S 3rd Street,47807,US,Indiana,Vigo,Terre Haute,39.4593999985,-87.4136000017
2115,American Red Cross of Central Texas,American Red Cross of Central Texas,,ERV,Default,Vehicles,ERV,,2000,,2218 Pershing Drive,78723,US,Texas,Potter,Austin,35.1986000015,-101.862599998
2116,Badger,Badger,,ERV,Default,Vehicles,ERV,,2000,,4860 Sheboygan Avenue,53705,US,Wisconsin,Kanawha,Madison,38.4250999988,-81.7608000004
2117,Genesee-Lapeer,Genesee-Lapeer,,ERV,Default,Vehicles,ERV,,2000,,1401 S Grand Traverse,48503,US,Michigan,Genesee,Flint,43.0060999991,-83.6862000007
2119,Rock River,Rock River,,ERV,Default,Vehicles,ERV,,2001,,727 N Church Street,61103,US,Illinois,Winnebago,Rockford,42.2778000009,-89.0907999985
2120,Western Kansas,Western Kansas,,ERV,Default,Vehicles,ERV,,2001,,210 Fulton Terrace,67846,US,Kansas,Finney,Garden City,37.9653999993,-100.8728
2121,Western Kansas,Hays Branch Office,,ERV,Default,Vehicles,ERV,,2001,,1030 E 27th St,67601,US,Kansas,Ellis,Hays,38.8856000004,-99.3205999993
2122,Southwestern Indiana,Southwestern Indiana,,ERV,Default,Vehicles,ERV,,2001,,29 S Stockwell Road,47714,US,Indiana,Vanderburgh,Evansville,37.9761000015,-87.5023000014
2123,American Red Cross of Northeast Tennessee,American Red Cross of Northeast Tennessee,,ERV,Default,Vehicles,ERV,,2001,,501 S Wilcox Drive,37660,US,Tennessee,Montgomery,Kingsport,36.4987000007,-87.2331999985
2124,Coastal Bend-Texas,Coastal Bend-Texas,,ERV,Default,Vehicles,ERV,,2001,,1721 S Brownlee Blvd  PO Box 342,78463,US,Texas,Wichita,Corpus Christi,33.9052999989,-98.4767000009
2125,Beaumont,Beaumont,,ERV,Default,Vehicles,ERV,,2001,,3260 Eastex Freeway,77702,US,Texas,Harris,Beaumont,29.7344999985,-95.415100001
2126,Southwest Texas Region,Permian Basin Area,,ERV,Default,Vehicles,ERV,,2001,,9601 Wright Drive PO Box 60310,79711,US,Texas,Harris,Midland,29.7573999988,-95.3506999984
2127,American Red Cross of North Central Texas,American Red Cross of North Central Texas,,ERV,Default,Vehicles,ERV,,2001,,1809 5th Street,76301,US,Texas,Midland,Wichita Falls,31.9373999986,-102.2172
2128,South Central Minnesota,South Central Minnesota,,ERV,Default,Vehicles,ERV,,2001,,105 Homestead Drive,56001,US,Minnesota,Blue Earth,Mankato,44.149099998,-93.9891000016
2130,American Red Cross in Southeastern Wisconsin,American Red Cross in Southeastern Wisconsin,,ERV,Default,Vehicles,ERV,,2002,,2600 W Wisconsin Avenue,53233,US,Wisconsin,Dane,Milwaukee,43.0757000002,-89.4629999997
2131,American Red Cross of Greater Grand Rapids,American Red Cross of Greater Grand Rapids,,ERV,Default,Vehicles,ERV,,2002,,1050 Fuller Ave NE,49503,US,Michigan,Kent,Grand Rapids,42.9820999988,-85.6398999992
2132,Grant Wood Area,Grant Wood Area,,ERV,Default,Vehicles,ERV,,2002,,6300 Rockwell Dr NE,52405,US,Iowa,Linn,Cedar Rapids,42.0412999988,-91.6489999999
2133,Two Rivers,Two Rivers,,ERV,Default,Vehicles,ERV,,2002,,1760 Madison Street,37043,US,Tennessee,Knox,Clarksville,35.9472999981,-84.0209000001
2134,American Red Cross of Greater Indianapolis,American Red Cross of Greater Indianapolis,,ERV,Default,Vehicles,ERV,,2002,,441 E 10th Street,46202,US,Indiana,Marion,Indianapolis,39.7811000008,-86.149700001
2135,American Red Cross Heart of Missouri,Columbia Branch Office,,ERV,Default,Vehicles,ERV,,2002,,1805 W Worley Street,65203,US,Missouri,Boone,Columbia,38.9607000016,-92.3660999986
2136,Kansas Capital Area,Kansas Capital Area,,ERV,Default,Vehicles,ERV,,2002,,1221 SW 17th Street,66604,US,Kansas,Shawnee,Topeka,39.0368999987,-95.6931999993
2137,American Red Cross of Central Oklahoma,American Red Cross of Central Oklahoma,,ERV,Default,Vehicles,ERV,,2002,,601 NE 6th Street,73104,US,Oklahoma,Tulsa,Oklahoma City,36.1468999983,-95.8511999998
2138,Northland,Northland,,ERV,Default,Vehicles,ERV,,2002,,2524 Maple Grove Road,55802,US,Minnesota,Saint Louis,Duluth,46.807599999,-92.1715999991
2139,Southeast Minnesota,Southeast Minnesota,,ERV,Default,Vehicles,ERV,,2002,,310 14th Street SE,55904,US,Minnesota,Olmsted,Rochester,44.0034999996,-92.4585999995
2140,Red River Valley,Red River Valley,,ERV,Default,Vehicles,ERV,,2002,,2602 12th Street N,58103,US,North Dakota,Cass,Fargo,46.856400002,-96.8227000015
2141,Mid-Dakota,Mid-Dakota,,ERV,Default,Vehicles,ERV,,2002,,2021 4th Ave NW,58701,US,North Dakota,Ward,Minot,48.0681999998,-101.4153
2142,Central Minnesota,Central Minnesota,,ERV,Default,Vehicles,ERV,,2002,,1301 W St Germain Street,56301,US,Minnesota,Stearns,St. Cloud,45.5571999997,-94.1673999989
2143,Great Lakes Bay,Great Lakes Bay,,ERV,Default,Vehicles,ERV,,1999,,288 Washington Ave,48708,US,Michigan,Bay,Bay City,43.5914000009,-83.8887000008
2144,Heart of Texas Area,Heart of Texas Area,,ERV,Default,Vehicles,ERV,,2002,,4224 Cobbs Drive,76710,US,Texas,McLennan,Waco,31.5408999995,-97.1964999992
2145,Greater Houston Area,Greater Houston Area,,ERV,Default,Vehicles,ERV,,2002,,2700 SW Freeway,77098,US,Texas,Harris,Houston,29.7344999985,-95.4151
2146,East Texas Piney Woods,East Texas Piney Woods,,ERV,Default,Vehicles,ERV,,2002,,1604 E State Highway 31,75604,US,Texas,Bowie,Longview,33.3793999996,-94.1592999995
2147,American Red Cross of Tennessee Mountain Valley,American Red Cross of Tennessee Mountain Valley,,ERV,Default,Vehicles,ERV,,2003,,6921 Middlebrook Pike,37909,US,Tennessee,Shelby,Knoxville,35.1326999998,-90.0031999985
2149,Central Iowa,Central Iowa,,ERV,Default,Vehicles,ERV,,2002,,2116 Grand Avenue,50312,US,Iowa,Polk,Des Moines,41.5835999995,-93.645300001
2150,Mid-South,Mid-South,,ERV,Default,Vehicles,ERV,,2003,,1400 Central Avenue,38104,US,Tennessee,Shelby,Memphis,35.1266577801,-90.0155072305
2151,Greater Kansas City,Greater Kansas City,,ERV,Default,Vehicles,ERV,,2003,,211 W Armour Boulevard,64111,US,Missouri,Jackson,Kansas City,39.0639000015,-94.5881000009
2152,Louisville Area,Louisville Area,,ERV,Default,Vehicles,ERV,,2003,,510 E Chestnut Street PO Box 1675,40201,US,Kentucky,Jefferson,Louisville,38.2476000002,-85.7450000012
2153,Saint Joseph County,Saint Joseph County,,ERV,Default,Vehicles,ERV,,2003,,3220 E Jefferson Boulevard,46615,US,Indiana,Saint Joseph,South Bend,41.6728999985,-86.2023999986
2154,Midland Empire,Midland Empire,,ERV,Default,Vehicles,ERV,,2003,,401 N 12th Street,64501,US,Missouri,Buchanan,St. Joseph,39.7690999994,-94.8454999997
2155,Muskegon-Oceana,Muskegon-Oceana,,ERV,Default,Vehicles,ERV,,2003,,313 W Webster Avenue,49440,US,Michigan,Muskegon,Muskegon,43.2338000013,-86.2512999995
2156,North Central Kansas,North Central Kansas,,ERV,Default,Vehicles,ERV,,2003,,145 S Broadway Blvd PO Box 163,67401,US,Kansas,Saline,Salina,38.8390000014,-97.6248
2157,American Red Cross of Greater Arkansas,American Red Cross of Greater Arkansas,,ERV,Default,Vehicles,ERV,,2003,,401 South Monroe Street,72205,US,Arkansas,Pulaski,Little Rock,34.7463999989,-92.3271999994
2158,Dallas Area,Dallas Area,,ERV,Default,Vehicles,ERV,,2003,,4800 Harry Hines Boulevard,75235,US,Texas,Smith,Dallas,32.3214000014,-95.3007000014
2159,Iowa Region,Siouxland Area,,ERV,Default,Vehicles,ERV,,2002,,4200 War Eagle Drive,51109,US,Iowa,Woodbury,Sioux City,42.4959000012,-96.4644999989
2160,Heartland,Heartland,,ERV,Default,Vehicles,ERV,,2003,,2912 S 80th Avenue,68124,US,Nebraska,Lancaster,Omaha,40.8168999999,-96.7109000013
2161,Rio Colorado,Rio Colorado,,ERV,Default,Vehicles,ERV,,2004,"1st Floor, W",2200 7th Street,77414,US,Texas,Matagorda,Bay City,28.8297999985,-95.6363000013
2162,Southeastern Michigan,Southeastern Michigan,,ERV,Default,Vehicles,ERV,,2004,,100 Mack Avenue,48201,US,Michigan,Wayne,Detroit,42.3476999999,-83.0560000016
2163,American Red Cross of the Twin Cities Area,American Red Cross of the Twin Cities Area,,ERV,Default,Vehicles,ERV,,2003,,1201 West River Parkway,55454,US,Minnesota,Hennepin,Minneapolis,44.9774000009,-93.2443000002
2164,American Red Cross Saint Louis Area,Little Egypt,,ERV,Default,Vehicles,ERV,,2004,,556 N Airport Road,62966,US,Illinois,Jackson,Murphysboro,37.7762578,-89.2518762
2165,American Red Cross of Northeast Indiana,American Red Cross of Northeast Indiana,,ERV,Default,Vehicles,ERV,,2004,,1212 E California Road  PO Box 5508,46825,US,Indiana,Allen,Ft Wayne,41.1185999994,-85.124200001
2166,Greater Ozarks,Greater Ozarks,,ERV,Default,Vehicles,ERV,,2004,,1545 NW Bypass,65803,US,Missouri,Greene,Springfield,37.2763999998,-93.2892999986
2167,American Red Cross of Southwest Louisiana,American Red Cross of Southwest Louisiana,,ERV,Default,Vehicles,ERV,,2004,,3512 Kirkman Street,70607,US,Louisiana,Calcasieu,Lake Charles,30.1931000016,-93.2096999992
2168,Southeast Louisiana,Southeast Louisiana,,ERV,Default,Vehicles,ERV,,2004,,2640 Canal Street,70119,US,Louisiana,Orleans,New Orleans,29.9648999985,-90.0865000005
2169,American Red Cross of Greater Arkansas,Jefferson County,,ERV,Default,Vehicles,ERV,,2003,Suite 250,211 W 3rd Street,71601,US,Arkansas,Jefferson,Pine Bluff,34.2272000018,-92.0045000019
2170,Northwest Arkansas,Northwest Arkansas,,ERV,Default,Vehicles,ERV,,2004,,1709 S Greenwood Avenue,72901,US,Arkansas,Sebastian,Fort Smith,35.3669000007,-94.4039000009
2171,El Paso Area,El Paso Area,,ERV,Default,Vehicles,ERV,,2004,,3620 Admiral Street  PO Box  972236,79997,US,Texas,Angelina,El Paso,31.3227000014,-94.6862999982
2172,Washtenaw-Lenawee,Washtenaw-Lenawee,,ERV,Default,Vehicles,ERV,,2004,,4624 Packard Road,48108,US,Michigan,Washtenaw,Ann Arbor,42.2450000011,-83.6675000005
2173,Sioux Empire,Sioux Empire,,ERV,Default,Vehicles,ERV,,2005,,808 West Avenue N,57104,US,South Dakota,Pennington,Sioux Falls,44.0843999983,-103.220899999
2174,Wyandotte County,Wyandotte County,,ERV,Default,Vehicles,ERV,,2005,,1600 Washington Boulevard,66102,US,Kansas,Wyandotte,Kansas City,39.1200000011,-94.6466000008
2175,Western Wisconsin,Western Wisconsin,,ERV,Default,Vehicles,ERV,,2005,,3728 Spooner Avenue,54720,US,Wisconsin,Milwaukee,Altoona,43.0375000014,-87.9329000002
2176,Bluegrass Area,Bluegrass Area,,ERV,Default,Vehicles,ERV,,2005,,1450 Newtown Pike,40511,US,Kentucky,Fayette,Lexington,38.085900001,-84.4895000011
2177,Red River Valley,East Grand Forks Office,,ERV,Default,Vehicles,ERV,,2006,,1708 River Road NW,56721,US,Minnesota,Polk,East Grand Forks,47.9420999996,-97.0372
2178,Cimarron Valley,Cimarron Valley,,ERV,Default,Vehicles,ERV,,2006,,1023 West Elm,73703,US,Oklahoma,Oklahoma,Enid,35.4750000016,-97.5034000017
2179,Nashville Area,Nashville Area,,ERV,Default,Vehicles,ERV,,2006,,2201 Charlotte Avenue,37203,US,Tennessee,Madison,Nashville,35.578000002,-88.8590000009
2180,Jackson Area,Jackson Area,,ERV,Default,Vehicles,ERV,,2006,Suite 240,212 North Highland Avenue,38301,US,Tennessee,Davidson,Jackson,36.1596999988,-86.7899000009
2181,Northwest Louisiana,Northwest Louisiana,,ERV,Default,Vehicles,ERV,,2006,,805 Brook Hollow Drive,71105,US,Louisiana,Caddo,Shreveport,32.454,-93.7093
2182,South Plains Regional,South Plains Regional,,ERV,Default,Vehicles,ERV,,2006,,2201 19th Street,79401,US,Texas,El Paso,Lubbock,31.7938,-106.3772
2183,Southeast Louisiana,Southeast Louisiana,,ERV,Default,Vehicles,ERV,,2006,,2640 Canal Street,70119,US,Louisiana,Orleans,New Orleans,29.9648999985,-90.0865000005
2184,Crossroads,Crossroads,,ERV,Default,Vehicles,ERV,,2006,,1501 E Red River #A-1,77901,US,Texas,Victoria,Victoria,28.8134177,-96.9890998
2185,Rio Colorado,Rio Colorado,,ERV,Default,Vehicles,ERV,,2006,"1st Floor, W",2200 7th Street,77414,US,Texas,Matagorda,Bay City,28.8297999985,-95.6363000013
2186,Orange County TX,Orange County Office,,ERV,Default,Vehicles,ERV,,2006,,504 W Frank Street,75904,US,Texas,Angelina,Lufkin,31.340362,-94.733849
2187,San Antonio Area,Laredo Branch Office,,ERV,Default,Vehicles,ERV,,2006,,2000 San Jorge Avenue,78040,US,Texas,Webb,Laredo,27.5170648,-99.4997263
2188,American Red Cross of the Quad Cities Area,American Red Cross of the Quad Cities Area,,ERV,Default,Vehicles,ERV,,2006,,1100 River Drive,61265,US,Illinois,Rock Island,Moline,41.5066,-90.5234999989
2189,Hawkeye,Hawkeye,,ERV,Default,Vehicles,ERV,,2006,,2530 University Avenue,50701,US,Iowa,Black Hawk,Waterloo,42.4961999991,-92.379000001
2190,North Central Wisconsin,North Central Wisconsin,,ERV,Default,Vehicles,ERV,,2006,,3057 Michigan Avenue,54481,US,Wisconsin,Portage,Stevens Point,44.5058,-89.5639
2191,Southern MO Region,Southeast Missouri,,ERV,Default,Vehicles,ERV,,2006,,2430 Myra Drive,63703,US,Missouri,Cape Girardeau,Cape Girardeau,37.3051999995,-89.5557999983
2192,Illinois Capital Area,Illinois Capital Area,,ERV,Default,Vehicles,ERV,,2006,,1045 Outer Park Dr.,62704,US,Illinois,Sangamon,Springfield,39.7749999988,-89.6689999996
2193,American Red Cross in Northeast Wisconsin,Green Bay (Main Office),,ERV,Default,Vehicles,ERV,,2006,,2131 Deckner Avenue,54308,US,Wisconsin,Brown,Green Bay,44.503,-87.968649
2194,Brushy Creek Area,Brushy Creek Area,,ERV,Default,Vehicles,ERV,,2006,Suite 26,900 Central Avenue Suite 26,50501,US,Iowa,Webster,Fort Dodge,42.5053000003,-94.1860999991
2195,Mid-West Kentucky,Mid-West Kentucky,,ERV,Default,Vehicles,ERV,,2006,,111 S Main Street,42431,US,Kentucky,Hopkins,Madisonville,37.3266753,-87.4991368
2196,Illinois Capital Area,Illinois Capital Area,,ERV,Default,Vehicles,ERV,,2006,,1045 Outer Park Dr.,62704,US,Illinois,Sangamon,Springfield,39.7756000012,-89.6862999979
2197,American Red Cross of Southeastern Ohio,American Red Cross of Southeastern Ohio,,ERV,Default,Vehicles,ERV,,2006,,100 S May Avenue,45701,US,Ohio,Athens,Athens,39.3346407098,-82.0881454225
2198,Franklin County,Franklin County,,ERV,Default,Vehicles,ERV,,2006,,318 Washington Street,40601,US,Kentucky,Franklin,Frankfort,38.1994999981,-84.8790999983
2199,Acadiana Area,Acadiana Area,,ERV,Default,Vehicles,ERV,,2007,,101 N Pat,70583,US,Louisiana,Lafayette,Scott,30.2402000015,-92.0579
2200,San Antonio Area,San Antonio Area,,ERV,Default,Vehicles,ERV,,2007,,3642 E Houston Street,78219,US,Texas,Bexar,San Antonio,29.4444999996,-98.3966
2201,Smith County,Smith County,,ERV,Default,Vehicles,ERV,,2007,,320 E Rieck Road PO Box 8588,75711,US,Texas,Bexar,Tyler,29.4444999996,-98.3966
2202,Coastal Bend-Texas,Coastal Bend-Texas,,ERV,Default,Vehicles,ERV,,2007,,1721 S Brownlee Blvd  PO Box 342,78463,US,Texas,Travis,Corpus Christi,30.3042999994,-97.6860000006
2203,Calloway County,Calloway County,,ERV,Default,Vehicles,ERV,,2007,Suite 1,607 Popular Street,42071,US,Kentucky,Calloway,Murray,36.6086999996,-88.3060000019
2204,Southwestern Illinois,Southwestern Illinois,,ERV,Default,Vehicles,ERV,,2007,,1639 Main Street,62002,US,Illinois,Madison,Alton,38.9026000013,-90.1475
2205,Northeast Louisiana,Northeast Louisiana,,ERV,Default,Vehicles,ERV,,2007,,414 Breard St,71201,US,Louisiana,Ouachita,Monroe,32.5062000007,-92.1169000004
2206,American Red Cross of Greater Arkansas,South Arkansas,,ERV,Default,Vehicles,ERV,,2007,,2710 North West Avenue,71730,US,Arkansas,Union,El Dorado,33.2430999985,-92.6653000008
2207,Northeast Arkansas,Northeast Arkansas,,ERV,Default,Vehicles,ERV,,2007,,630 W Walnut Street,72315,US,Arkansas,Mississippi,Blytheville,35.9285000003,-89.9098000007
2208,American Red Cross of Northwest Indiana,American Red Cross of Northwest Indiana,,ERV,Default,Vehicles,ERV,,2007,,791 E 83rd Avenue,46410,US,Indiana,Lake,Merrillville,41.4675000009,-87.3264999986
2209,Central Plains,Scottsbluff,,ERV,Default,Vehicles,ERV,,2008,Suite S-100,3701 Ave D,69361,US,Nebraska,Scotts Bluff,Scottsbluff,41.8834,-103.668
2210,Tippecanoe County,Tippecanoe County,,ERV,Default,Vehicles,ERV,,2008,Suite 101,615 N 18th Street Suite 101,47904,US,Indiana,Tippecanoe,Lafayette,40.4232,-86.8773000018
2211,Nashville Area,Nashville Area,,ERV,Default,Vehicles,ERV,,2008,,2201 Charlotte Avenue,37203,US,Tennessee,Hamilton,Nashville,35.0476999994,-85.2925999988
2212,American Red Cross of the Quad Cities Area,"Des Moines, Henry and Lee County Branch",,ERV,Default,Vehicles,ERV,,2008,,2807 Summer Street,52601,US,Iowa,Des Moines,Burlington,40.777162,-91.118527
2213,Texas Panhandle,Texas Panhandle,,ERV,Default,Vehicles,ERV,,2008,,1800 S Harrison,79102,US,Texas,Dallas,Amarillo,32.8310999985,-96.8497000002
2214,North Central Wisconsin,North Central Wisconsin,,ERV,Default,Vehicles,ERV,,2008,,3057 Michigan Avenue,54481,US,Wisconsin,Portage,Stevens Point,44.5648000017,-89.5709999987
2215,American Red Cross Saint Louis Area,American Red Cross Saint Louis Area,,ERV,Default,Vehicles,ERV,,2009,,10195 Corporate Square Drive,63132,US,Missouri,Saint Louis,St. Louis,38.6801999991,-90.4032
2216,Midway-Kansas,Midway-Kansas,,ERV,Default,Vehicles,ERV,,2009,,1900 E Douglas PO Box 3726,67214,US,Kansas,Sedgwick,Wichita,37.6862999985,-97.3147
2217,Midway-Kansas,Pioneer,,ERV,Default,Vehicles,ERV,,2009,,128 W 8th Street,67337,US,Kansas,Montgomery,Coffeyville,37.0361000004,-95.6162
2218,American Red Cross of Greater Chicago,American Red Cross of Greater Chicago,,ERV,Default,Vehicles,ERV,,2009,,2200 W Harrison Street,60618,US,Illinois,Cook,Chicago,41.8740000018,-87.6814000014
2219,American Red Cross of Central Oklahoma,American Red Cross of Central Oklahoma,,ERV,Default,Vehicles,ERV,,2009,,601 NE 6th Street,73104,US,Oklahoma,Athens,Oklahoma City,39.3044000006,-82.0846999998
2220,Central Plains,Central Plains,,ERV,Default,Vehicles,ERV,,2009,,404 E 3rd Street,68801,US,Nebraska,Hall,Grand Island,40.9272722543,-98.3366658291
3036,American Red Cross of Alaska,American Red Cross of Alaska,,ERV,Default,Vehicles,ERV,,1994,Suite 200,235 E 8th Avenue,99501,US,Alaska,Anchorage,Anchorage,61.2146999987,-149.879700001
3037,American Red Cross of Alaska,Tanana Valley,,ERV,Default,Vehicles,ERV,,1994,Suite 201,725 26th Avenue,99701,US,Alaska,Fairbanks North Star,Fairbanks,64.8233999982,-147.716499999
3047,Monterey Bay Area,Hollister Office,,ERV,Default,Vehicles,ERV,,1997,,357 5th Street,95023,US,California,San Benito,Hollister,36.8513999989,-121.403099999
3048,Orange County CA,Orange County CA,,ERV,Default,Vehicles,ERV,,1997,,601 N Golden Circle Drive,92705,US,California,Orange,Santa Ana,33.749174642,-117.837936928
3049,Monterey Bay Area,Salinas Office,,ERV,Default,Vehicles,ERV,,1997,,942 Lupin Drive,93906,US,California,Monterey,Salinas,36.6913999989,-121.653700002
3050,American Red Cross of Northeastern California,American Red Cross of Northeastern California,,ERV,Default,Vehicles,ERV,,1997,,2125 E Onstott Road PO Box 142,95991,US,California,Sutter,Yuba City,39.1607999991,-121.634799998
3051,"Sonoma, Mendocino and Lake Counties","Sonoma, Mendocino and Lake Counties",,ERV,Default,Vehicles,ERV,,1997,,5297 Aero Drive,95403,US,California,Sonoma,Santa Rosa,38.5111000018,-122.765099998
3052,San Gabriel Pomona Valley,San Gabriel Pomona Valley,,ERV,Default,Vehicles,ERV,,1997,,430 Madeline Drive,91105,US,California,Los Angeles,Pasadena,34.1266000013,-118.159499999
3053,Santa Barbara County,Santa Barbara County,,ERV,Default,Vehicles,ERV,,1997,,2707 State Street,93105,US,California,Santa Barbara,Santa Barbara,34.4374999999,-119.724199999
3054,American Red Cross of Greater Los Angeles,American Red Cross of Greater Los Angeles,,ERV,Default,Vehicles,ERV,,1997,,11355 Ohio Avenue,90025,US,California,Los Angeles,Los Angeles,34.047600001,-118.451299999
3055,American Red Cross of Greater Los Angeles,American Red Cross of Greater Los Angeles,,ERV,Default,Vehicles,ERV,,1997,,11355 Ohio Avenue,90025,US,California,Los Angeles,Los Angeles,34.047600001,-118.451299999
3056,Oregon Trail,Oregon Trail,,ERV,Default,Vehicles,ERV,,1997,,3131 N Vancouver Avenue,97227,US,Oregon,Polk,Portland,45.0100000017,-123.109099999
3057,Mile High,Colorado-Wyoming Region,,ERV,Default,Vehicles,ERV,,1999,,444 Sherman Street,80203,US,Colorado,Denver,Denver,39.7234999983,-104.984700002
3058,Grand Canyon,Grand Canyon,,ERV,Default,Vehicles,ERV,,1999,,6135 N Black Canyon Highway,85015,US,Arizona,Maricopa,Phoenix,33.5263999999,-112.111600001
3059,Oregon Mountain River,Oregon Mountain River Classroom,,ERV,Default,Vehicles,ERV,,1999,Suite 140,2570 Twin Knolls Drive,97701,US,Oregon,Deschutes,Bend,44.0533775,-121.2654171
3060,Inland Northwest,Inland Northwest,,ERV,Default,Vehicles,ERV,,1999,,315 W Nora Avenue,99205,US,Washington,Clark,Spokane,45.6394999999,-122.625500001
3061,American Red Cross Serving King and Kitsap Counties,American Red Cross Serving King and Kitsap Counties,,ERV,Default,Vehicles,ERV,,2000,,1900 25th Avenue S PO Box 3097,98114,US,Washington,King,Seattle,47.5862828048,-122.300224824
3062,American Red Cross of Northern Utah,American Red Cross of Northern Utah,,ERV,Default,Vehicles,ERV,,2000,Suite 204,2955 Harrison Boulevard,84403,US,Utah,Weber,Ogden,41.1774999982,-111.918000002
3063,Northern Colorado,Northern Colorado,,ERV,Default,Vehicles,ERV,,2000,,120 Saturn Drive,80525,US,Colorado,Larimer,Ft. Collins,40.5047000012,-105.078400001
3064,Willamette,Willamette,,ERV,Default,Vehicles,ERV,,2000,ste 200,675 Orchard Heights Rd NW,97304,US,Oregon,Polk,Salem,44.9536516792,-123.05352566
3065,American Red Cross Serving King and Kitsap Counties,American Red Cross Serving King and Kitsap Counties,,ERV,Default,Vehicles,ERV,,2000,,1900 25th Avenue S PO Box 3097,98114,US,Washington,King,Seattle,47.5862828048,-122.300224824
3066,American Red Cross in New Mexico,American Red Cross in New Mexico,,ERV,Default,Vehicles,ERV,,2000,,7445 Pan American West Freeway NE,87109,US,New Mexico,Bernalillo,Albuquerque,35.1632644774,-106.586850226
3067,American Red Cross of Montana,Missoula,,ERV,Default,Vehicles,ERV,,2001,,1535 Liberty Lane,59808,US,Montana,Missoula,Missoula,46.8778952,-114.0193769
3068,Capital Region,Capital Region Chapter,,ERV,Default,Vehicles,ERV,,2001,,1565 Exposition Boulevard,95815,US,California,Sacramento,Sacramento,38.5960999988,-121.434799999
3069,Southern Arizona,Southern Arizona,,ERV,Default,Vehicles,ERV,,2001,,2916 E Broadway Blvd,85716,US,Arizona,Pima,Tucson,32.2214,-110.929000002
3070,American Red Cross of Wyoming,American Red Cross of Wyoming,,ERV,Default,Vehicles,ERV,,2001,,3619 Evans Ave,82002,US,Wyoming,Laramie,Cheyenne,41.1488999984,-104.818300002
3071,American Red Cross Bay Area,Bay Area Warehouse,Warehouse,ERV,Default,Vehicles,ERV,,2001,"Bldg 92, Door E",650 West Ranger Ave,94501,US,California,Alameda,Alameda,37.7841006,-122.2992955
3072,San Gabriel Pomona Valley,San Gabriel Pomona Valley,,ERV,Default,Vehicles,ERV,,2002,,430 Madeline Drive,91105,US,California,Los Angeles,Pasadena,34.1266000013,-118.159499999
3073,American Red Cross of Northeastern California,American Red Cross of Northeastern California,,ERV,Default,Vehicles,ERV,,2002,,2125 E Onstott Road PO Box 142,95991,US,California,Sutter,Yuba City,39.1607999991,-121.634799998
3074,Riverside County,Riverside County,,ERV,Default,Vehicles,ERV,,2002,Suite b PO B 55040,6177 River Crest Drive,92517,US,California,Riverside,Riverside,33.9400000015,-117.292599998
3075,Inland Empire,Inland Empire,,ERV,Default,Vehicles,ERV,,2002,,202 West Rialto Avenue,92408,US,California,San Bernardino,San Bernardino,34.1011000017,-117.2878
3076,Southern Arizona,Southern Arizona,,ERV,Default,Vehicles,ERV,,2002,,2916 E Broadway Blvd,85716,US,Arizona,Pima,Tucson,32.2214,-110.929000002
3077,American Red Cross Bay Area,Bay Area Warehouse,Warehouse,ERV,Default,Vehicles,ERV,,2002,"Bldg 92, Door E",650 West Ranger Ave,94501,US,California,Alameda,Alameda,37.7841006,-122.2992955
3078,Southern Nevada,Southern Nevada,,ERV,Default,Vehicles,ERV,,2002,Suite 206B,1771 E Flamingo Rd,89119,US,Nevada,Dona Ana,Las Vegas,32.3123000001,-106.7628
3079,American Red Cross of Greater Idaho,American Red Cross of Greater Idaho,,ERV,Default,Vehicles,ERV,,2002,,146 S Cole Road,83709,US,Idaho,Ada,Boise,43.6037000009,-116.2742
3080,American Red Cross Bay Area,Bay Area Warehouse,Warehouse,ERV,Default,Vehicles,ERV,,2003,"Bldg 92, Door E",650 West Ranger Ave,94501,US,California,Alameda,Alameda,37.7841006,-122.2992955
3081,American Red Cross Central Valley,American Red Cross Central Valley,,ERV,Default,Vehicles,ERV,,2005,Suite 4b,1300 W Shaw Ave,93711,US,California,Fresno,Fresno,36.8084,-119.8152
3082,Mountain Valley,Mountain Valley,,ERV,Default,Vehicles,ERV,,2005,,865 N Freedom Boulevard,84604,US,Utah,Salt Lake,Provo,40.7599000002,-111.863699999
3083,Pikes Peak,Pikes Peak,,ERV,Default,Vehicles,ERV,,2006,,1040 S 8th Street,80905,US,Colorado,El Paso,Colorado Spring,38.8181000017,-104.8429
3084,Yakima Valley,Yakima Valley,,ERV,Default,Vehicles,ERV,,2006,,302 S 2nd Street,98901,US,Washington,Yakima,Yakima,46.6739999986,-120.414700002
