Template,Template Description,Complete Question,Date Question,Time Question,Location Detail,Priority Question,Section,Section Position,Question,Question Type,Question Notes,Question Position,Question Code,Meta Data
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,Gov’t Assessments Planned,YesNo,,85,ARCS-85,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,Gov’t Assistance Provided - Health,YesNo,,86,ARCS-86,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,Gov’t Assistance Provided - Relief,YesNo,,87,ARCS-87,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,Gov’t Assistance Provided - Shelter,YesNo,,88,ARCS-88,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,Gov’t Assistance Provided - Security,YesNo,,89,ARCS-89,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,Gov’t Assistance Provided - Other (specify),String,,90,ARCS-90,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,Gov’t Other (specify),String,,91,ARCS-91,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,United Nations Assessments completed,YesNo,,92,ARCS-92,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,United Nations Assessments Planned,YesNo,,93,ARCS-93,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,United Nations Assistance Provided - Health,YesNo,,94,ARCS-94,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,United Nations Assistance Provided - Relief,YesNo,,95,ARCS-95,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,United Nations Assistance Provided - Shelter,YesNo,,96,ARCS-96,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,United Nations Assistance Provided - Security,YesNo,,97,ARCS-97,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,United Nations Assistance Provided - Other (specify),String,,98,ARCS-98,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,United Nations Other (specify),String,,99,ARCS-99,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,NGOs Assessments completed,YesNo,,100,ARCS-100,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,NGOs Assessments Planned,YesNo,,101,ARCS-101,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,NGOs Assistance Provided - Health,YesNo,,102,ARCS-102,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,NGOs Assistance Provided - Relief,YesNo,,103,ARCS-103,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,NGOs Assistance Provided - Shelter,YesNo,,104,ARCS-104,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,NGOs Assistance Provided - Security,YesNo,,105,ARCS-105,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,NGOs Assistance Provided - Other (specify),String,,106,ARCS-106,
ARCS Rapid Assessment Form,Afghanistan Red Crescent Rapid Assessment Form,Name of Assesor(s),Assessment Date,Time of Assessment,"['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']",ARCS-21,9.0. Overview of RCRC movement and non-RCRC actors in the country during the assessment,9,NGOs Other (specify),String,,107,ARCS-107,
