"Template","Template Description","Complete Question","Date Question","Time Question","Location Detail","Priority Question","Section","Section Position","Question","Question Type","Question Notes","Question Position","Question Code","Meta Data"
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Livelihoods",8,"Have important environmental assets been damaged or destroyed which may affect people's future ability to make a living?","Text",,118,"72H-118",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Livelihoods",8,"Explain:","Text",,119,"72H-119",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Infrastructure",9,"Best way to access affected area","Text",,120,"72H-120",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Infrastructure",9,"Rail","String",,121,"72H-121",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Infrastructure",9,"Bridges","String",,122,"72H-122",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Infrastructure",9,"Water facilities","String",,123,"72H-123",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Infrastructure",9,"Sewage systems","String",,124,"72H-124",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Infrastructure",9,"Schools","String",,125,"72H-125",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Infrastructure",9,"Health facilities","String",,126,"72H-126",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Infrastructure",9,"Electricity","String",,127,"72H-127",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Infrastructure",9,"Telephones","String",,128,"72H-128",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Infrastructure",9,"Airport","String",,129,"72H-129",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Infrastructure",9,"Seaport","String",,130,"72H-130",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Infrastructure",9,"Concerns for:","MultiOption",,131,"72H-131","{'1': 'Hazardous material', '3': 'Oil spills', '2': 'Toxic spills', 'Length': '4', '4': 'Mines/ERW'}"
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Infrastructure",9,"Other:","Text",,132,"72H-132",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Infrastructure",9,"Is the local government active in the disaster response?","YesNoDontKnow",,133,"72H-133",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Infrastructure",9,"Is the community responding to the disaster?","YesNoDontKnow",,134,"72H-134",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Infrastructure",9,"Are NGOs responding in the disaster area?","YesNoDontKnow",,135,"72H-135",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Infrastructure",9,"Which ones?","Text",,136,"72H-136",
"First 72 Hours","Field assessment form (B)","Name of assessment team leader","Date of Assessment","Time of Assessment","['L0', 'L1', 'L2', 'L3', 'Lat', 'Lon']","72H-8","Infrastructure",9,"Expected needs:","Option",,137,"72H-137","{'1': 'Rural', '3': 'Urban', '2': 'Peri-Urban', 'Length': '3'}"
