uid,role,description,controller,function,table,entity,uacl,oacl,hidden,system,protected,Notes
staff_data_entry,"Staff Data Entry",,,,"pr_contact",,"READ|CREATE","READ|CREATE|UPDATE",,,,
staff_data_entry,"Staff Data Entry",,,,"pr_contact_emergency",,"READ|CREATE","READ|CREATE|UPDATE",,,,
staff_data_entry,"Staff Data Entry",,,,"pr_education",,"READ|CREATE","READ|CREATE|UPDATE",,,,
staff_data_entry,"Staff Data Entry",,,,"pr_group_membership",,"READ|CREATE","READ|CREATE|UPDATE",,,,
staff_data_entry,"Staff Data Entry",,,,"pr_identity",,"READ|CREATE","READ|CREATE|UPDATE",,,,
staff_data_entry,"Staff Data Entry",,,,"pr_image",,"READ|CREATE","READ|CREATE|UPDATE",,,,
staff_data_entry,"Staff Data Entry",,,,"pr_person",,"READ|CREATE","READ|CREATE|UPDATE",,,,
staff_data_entry,"Staff Data Entry",,,,"pr_physical_description",,"READ|CREATE","READ|CREATE|UPDATE",,,,
staff_editor,"Staff Editor",,hrm,,,,"READ|CREATE|UPDATE",,,,,
staff_editor,"Staff Editor",,hrm,certificate,,,READ,,,,,
staff_editor,"Staff Editor",,hrm,compose,,,NONE,,,,,
staff_editor,"Staff Editor",,hrm,course,,,READ,,,,,
staff_editor,"Staff Editor",,hrm,department,,,READ,,,,,
staff_editor,"Staff Editor",,hrm,human_resource,,,NONE,,,,,
staff_editor,"Staff Editor",,hrm,job_title,,,READ,,,,,
staff_editor,"Staff Editor",,hrm,training,,,READ,,,,,
staff_editor,"Staff Editor",,org,,,,"READ|UPDATE",,,,,
staff_editor,"Staff Editor",,pr,,,,"READ|CREATE|UPDATE",,,,,
staff_editor,"Staff Editor",,pr,contact,,,"READ|CREATE|UPDATE",,,,,
staff_editor,"Staff Editor",,pr,contact_emergency,,,"READ|CREATE|UPDATE",,,,,
staff_editor,"Staff Editor",,vol,,,,NONE,,,,,
staff_editor,"Staff Editor",,,,"hrm_human_resource",,"READ|CREATE|UPDATE",,,,,
staff_editor,"Staff Editor",,,,"hrm_training",,"READ|CREATE|UPDATE",,,,,
staff_editor,"Staff Editor",,,,"org_organisation",,"READ|UPDATE",,,,,"Used to filter organisation fields"
staff_editor,"Staff Editor",,,,"pr_address",,"READ|CREATE|UPDATE",,,,,
staff_editor,"Staff Editor",,,,"pr_contact",,"READ|CREATE|UPDATE",,,,,
staff_editor,"Staff Editor",,,,"pr_contact_emergency",,"READ|CREATE|UPDATE",,,,,
staff_editor,"Staff Editor",,,,"pr_education",,"READ|CREATE|UPDATE",,,,,
staff_editor,"Staff Editor",,,,"pr_group_membership",,"READ|CREATE|UPDATE",,,,,
staff_editor,"Staff Editor",,,,"pr_identity",,"READ|CREATE|UPDATE",,,,,
staff_editor,"Staff Editor",,,,"pr_image",,"READ|CREATE|UPDATE",,,,,
staff_editor,"Staff Editor",,,,"pr_person",,"READ|CREATE|UPDATE",,,,,
staff_editor,"Staff Editor",,,,"pr_physical_description",,"READ|CREATE|UPDATE",,,,,
staff_super,"Staff Super Editor",,hrm,,,,"READ|CREATE|UPDATE|DELETE",,,,,
staff_super,"Staff Super Editor",,hrm,certificate,,,"READ|CREATE|UPDATE|DELETE",,,,,
staff_super,"Staff Super Editor",,hrm,compose,,,NONE,,,,,
staff_super,"Staff Super Editor",,hrm,course,,,"READ|CREATE|UPDATE|DELETE",,,,,
staff_super,"Staff Super Editor",,hrm,department,,,"READ|CREATE|UPDATE|DELETE",,,,,
staff_super,"Staff Super Editor",,hrm,human_resource,,,READ,,,,,"Needed for Options lookup when adding Job Title/Department"
staff_super,"Staff Super Editor",,hrm,job_title,,,"READ|CREATE|UPDATE|DELETE",,,,,
staff_super,"Staff Super Editor",,hrm,training,,,"READ|CREATE|UPDATE|DELETE",,,,,
staff_super,"Staff Super Editor",,org,,,,"READ|CREATE|UPDATE",,,,,
staff_super,"Staff Super Editor",,pr,,,,"READ|CREATE|UPDATE|DELETE",,,,,
staff_super,"Staff Super Editor",,pr,contact,,,"READ|CREATE|UPDATE|DELETE",,,,,
staff_super,"Staff Super Editor",,pr,contact_emergency,,,"READ|CREATE|UPDATE|DELETE",,,,,
staff_super,"Staff Super Editor",,pr,education_level,,,"READ|CREATE|UPDATE|DELETE",,,,,
staff_super,"Staff Super Editor",,vol,,,,NONE,,,,,
staff_super,"Staff Super Editor",,,,"hrm_human_resource",,"READ|CREATE|UPDATE|DELETE",,,,,
staff_super,"Staff Super Editor",,,,"hrm_training",,"READ|CREATE|UPDATE|DELETE",,,,,
staff_super,"Staff Super Editor",,,,"org_organisation",,"READ|CREATE|UPDATE",,,,,
staff_super,"Staff Super Editor",,,,"pr_address",,"READ|CREATE|UPDATE|DELETE",,,,,
staff_super,"Staff Super Editor",,,,"pr_contact",,"READ|CREATE|UPDATE|DELETE",,,,,
staff_super,"Staff Super Editor",,,,"pr_contact_emergency",,"READ|CREATE|UPDATE|DELETE",,,,,
staff_super,"Staff Super Editor",,,,"pr_education",,"READ|CREATE|UPDATE|DELETE",,,,,
staff_super,"Staff Super Editor",,,,"pr_group_membership",,"READ|CREATE|UPDATE|DELETE",,,,,
staff_super,"Staff Super Editor",,,,"pr_identity",,"READ|CREATE|UPDATE|DELETE",,,,,
staff_super,"Staff Super Editor",,,,"pr_image",,"READ|CREATE|UPDATE|DELETE",,,,,
staff_super,"Staff Super Editor",,,,"pr_person",,"READ|CREATE|UPDATE|DELETE",,,,,
staff_super,"Staff Super Editor",,,,"pr_physical_description",,"READ|CREATE|UPDATE|DELETE",,,,,
survey_reader,"Assessment Reader",,survey,index,,,READ,,,,,
survey_reader,"Assessment Reader",,survey,series,,,READ,,,,,
survey_reader,"Assessment Reader",,survey,series_export_formatted,,,READ,,,,,
survey_reader,"Assessment Reader",,survey,completed_chart,,,READ,,,,,
survey_reader,"Assessment Reader",,survey,export_all_responses,,,READ,,,,,
survey_reader,"Assessment Reader",,survey,template,,,READ,,,,,
survey_reader,"Assessment Reader",,,,"survey_translate",,READ,,,,,
survey_reader,"Assessment Reader",,org,,,,READ,,,,,
survey_reader,"Assessment Reader",,pr,,,,READ,,,,,
survey_reader,"Assessment Reader",,hrm,hr_search,,,READ,,,,,
survey_data_entry,"Assessment Data Entry",,org,capacity_assessment,,,"READ|CREATE","READ|CREATE|UPDATE",,,,
survey_data_entry,"Assessment Data Entry",,,,org_capacity_assessment_data,,"READ|CREATE","READ|CREATE|UPDATE",,,,
survey_data_entry,"Assessment Data Entry",,survey,index,,,READ,,,,,
survey_data_entry,"Assessment Data Entry",,survey,template,,,READ,,,,,
survey_data_entry,"Assessment Data Entry",,survey,templateRead,,,READ,,,,,
survey_data_entry,"Assessment Data Entry",,survey,templateSummary,,,READ,,,,,
survey_data_entry,"Assessment Data Entry",,survey,complete,,,"READ|CREATE","READ|CREATE|UPDATE",,,,
survey_data_entry,"Assessment Data Entry",,survey,newAssessment,,,"READ|CREATE","READ|CREATE|UPDATE",,,,
survey_data_entry,"Assessment Data Entry",,survey,series,,,"READ|CREATE","READ|CREATE|UPDATE",,,,
survey_data_entry,"Assessment Data Entry",,survey,series_export_formatted,,,READ,,,,,
survey_data_entry,"Assessment Data Entry",,survey,export_all_responses,,,READ,,,,,
survey_data_entry,"Assessment Data Entry",,survey,completed_chart,,,READ,,,,,
survey_data_entry,"Assessment Data Entry",,,,"survey_answer",,"READ|CREATE","READ|CREATE|UPDATE",,,,
survey_data_entry,"Assessment Data Entry",,,,"survey_complete",,"READ|CREATE","READ|CREATE|UPDATE",,,,
survey_data_entry,"Assessment Data Entry",,,,"survey_question",,"READ|UPDATE",,,,,
survey_data_entry,"Assessment Data Entry",,,,"survey_series",,"READ|UPDATE",,,,,
survey_data_entry,"Assessment Data Entry",,,,"survey_translate",,READ,,,,,
survey_data_entry,"Assessment Data Entry",,org,,,,READ,,,,,
survey_data_entry,"Assessment Data Entry",,pr,,,,READ,,,,,
survey_data_entry,"Assessment Data Entry",,hrm,hr_search,,,READ,,,,,
survey_editor,"Assessment Editor",,org,capacity_assessment,,,"READ|CREATE|UPDATE",,,,,
survey_editor,"Assessment Editor",,,,org_capacity_assessment_data,,"READ|CREATE|UPDATE",,,,,
survey_editor,"Assessment Editor",,survey,index,,,READ,,,,,
survey_editor,"Assessment Editor",,survey,template,,,READ,,,,,
survey_editor,"Assessment Editor",,survey,templateRead,,,READ,,,,,
survey_editor,"Assessment Editor",,survey,templateSummary,,,READ,,,,,
survey_editor,"Assessment Editor",,survey,complete,,,"READ|CREATE|UPDATE",,,,,
survey_editor,"Assessment Editor",,survey,newAssessment,,,"READ|CREATE|UPDATE",,,,,
survey_editor,"Assessment Editor",,survey,series,,,"READ|CREATE|UPDATE",,,,,
survey_editor,"Assessment Editor",,survey,series_export_formatted,,,READ,,,,,
survey_editor,"Assessment Editor",,survey,export_all_responses,,,READ,,,,,
survey_editor,"Assessment Editor",,survey,completed_chart,,,READ,,,,,
survey_editor,"Assessment Editor",,,,"survey_answer",,"READ|CREATE|UPDATE",,,,,
survey_editor,"Assessment Editor",,,,"survey_complete",,"READ|CREATE|UPDATE",,,,,
survey_editor,"Assessment Editor",,,,"survey_question",,"READ|UPDATE",,,,,
survey_editor,"Assessment Editor",,,,"survey_series",,"READ|CREATE|UPDATE",,,,,
survey_editor,"Assessment Editor",,,,"survey_translate",,READ,,,,,
survey_editor,"Assessment Editor",,org,,,,"READ|UPDATE",,,,,
survey_editor,"Assessment Editor",,pr,,,,READ,,,,,
survey_editor,"Assessment Editor",,hrm,hr_search,,,READ,,,,,
survey_super,"Assessment Super Editor",,org,capacity_assessment,,,"READ|CREATE|UPDATE|DELETE",,,,,
survey_super,"Assessment Super Editor",,,,org_capacity_assessment_data,,"READ|CREATE|UPDATE|DELETE",,,,,
survey_super,"Assessment Super Editor",,survey,,,,"READ|CREATE|UPDATE|DELETE",,,,,
survey_super,"Assessment Super Editor",,org,,,,"READ|CREATE|UPDATE",,,,,
survey_super,"Assessment Super Editor",,pr,,,,READ,,,,,
survey_super,"Assessment Super Editor",,hrm,hr_search,,,READ,,,,,
vol_reader,"Volunteer Reader",,hrm,human_resource,,,NONE,,,,,
vol_reader,"Volunteer Reader",,org,,,,READ,,,,,
vol_reader,"Volunteer Reader",,pr,,,,READ,"READ|CREATE|UPDATE",,,,
vol_reader,"Volunteer Reader",,pr,contact,,,READ,"READ|CREATE|UPDATE",,,,
vol_reader,"Volunteer Reader",,pr,contact_emergency,,,READ,"READ|CREATE|UPDATE",,,,
vol_reader,"Volunteer Reader",,vol,,,,READ,,,,,
vol_reader,"Volunteer Reader",,vol,compose,,,NONE,,,,,
vol_reader,"Volunteer Reader",,vol,training,,,READ,,,,,
vol_reader,"Volunteer Reader",,,,"hrm_human_resource",,READ,,,,,
vol_reader,"Volunteer Reader",,,,"hrm_training",,READ,,,,,
vol_reader,"Volunteer Reader",,,,"pr_address",,READ,"READ|UPDATE",,,,"Need to specify explicitly to see other entities"
vol_reader,"Volunteer Reader",,,,"pr_contact",,READ,"READ|UPDATE",,,,
vol_reader,"Volunteer Reader",,,,"pr_contact_emergency",,READ,"READ|UPDATE",,,,
vol_reader,"Volunteer Reader",,,,"pr_education",,READ,"READ|UPDATE",,,,
vol_reader,"Volunteer Reader",,,,"pr_group_membership",,READ,,,,,
vol_reader,"Volunteer Reader",,,,"pr_identity",,READ,"READ|UPDATE",,,,
vol_reader,"Volunteer Reader",,,,"pr_image",,READ,"READ|UPDATE",,,,
vol_reader,"Volunteer Reader",,,,"pr_person",,READ,"READ|UPDATE",,,,
vol_reader,"Volunteer Reader",,,,"pr_physical_description",,READ,"READ|UPDATE",,,,
vol_data_entry,"Volunteer Data Entry",,hrm,human_resource,,,NONE,,,,,
vol_data_entry,"Volunteer Data Entry",,org,,,,READ,,,,,
vol_data_entry,"Volunteer Data Entry",,vol,,,,"READ|CREATE","READ|CREATE|UPDATE",,,,
vol_data_entry,"Volunteer Data Entry",,vol,award,,,READ,,,,,
vol_data_entry,"Volunteer Data Entry",,vol,certificate,,,READ,,,,,
vol_data_entry,"Volunteer Data Entry",,vol,compose,,,NONE,,,,,
vol_data_entry,"Volunteer Data Entry",,vol,course,,,READ,,,,,
vol_data_entry,"Volunteer Data Entry",,vol,department,,,READ,,,,,
vol_data_entry,"Volunteer Data Entry",,vol,job_title,,,READ,,,,,
vol_data_entry,"Volunteer Data Entry",,vol,programme,,,READ,,,,,
vol_data_entry,"Volunteer Data Entry",,vol,skill,,,READ,,,,,
vol_data_entry,"Volunteer Data Entry",,vol,training,,,READ,,,,,
vol_data_entry,"Volunteer Data Entry",,vol,volunteer,,,"READ|CREATE|UPDATE",,,,,"Needed for the organisation filter. All Tables have more restrictive ACLs."
vol_data_entry,"Volunteer Data Entry",,pr,,,,"READ|CREATE","READ|CREATE|UPDATE",,,,
vol_data_entry,"Volunteer Data Entry",,pr,contact,,,"READ|CREATE","READ|CREATE|UPDATE",,,,
vol_data_entry,"Volunteer Data Entry",,pr,contact_emergency,,,"READ|CREATE","READ|CREATE|UPDATE",,,,
vol_data_entry,"Volunteer Data Entry",,,,"hrm_human_resource",,"READ|CREATE","READ|CREATE|UPDATE",,,,
vol_data_entry,"Volunteer Data Entry",,,,"hrm_competency",,"READ|CREATE","READ|CREATE|UPDATE",,,,
vol_data_entry,"Volunteer Data Entry",,,,"hrm_experience",,"READ|CREATE","READ|CREATE|UPDATE",,,,
vol_data_entry,"Volunteer Data Entry",,,,"hrm_skill",,READ,,,,,
vol_data_entry,"Volunteer Data Entry",,,,"hrm_training",,"READ|CREATE","READ|CREATE|UPDATE",,,,
vol_data_entry,"Volunteer Data Entry",,,,"org_facility",,READ,,,,,"Training Venues"
vol_data_entry,"Volunteer Data Entry",,,,"org_organisation",,"READ|UPDATE",,,,,"Used to filter organisation fields"
vol_data_entry,"Volunteer Data Entry",,,,"org_sector",,"READ",,,,,"Used to classify Volunteer Activities"
vol_data_entry,"Volunteer Data Entry",,,,"pr_address",,"READ|CREATE","READ|CREATE|UPDATE",,,,
vol_data_entry,"Volunteer Data Entry",,,,"pr_contact",,"READ|CREATE","READ|CREATE|UPDATE",,,,
vol_data_entry,"Volunteer Data Entry",,,,"pr_contact_emergency",,"READ|CREATE","READ|CREATE|UPDATE",,,,
vol_data_entry,"Volunteer Data Entry",,,,"pr_education",,"READ|CREATE","READ|CREATE|UPDATE",,,,
vol_data_entry,"Volunteer Data Entry",,,,"pr_group_membership",,"READ|CREATE","READ|CREATE|UPDATE",,,,
vol_data_entry,"Volunteer Data Entry",,,,"pr_identity",,"READ|CREATE","READ|CREATE|UPDATE",,,,
vol_data_entry,"Volunteer Data Entry",,,,"pr_image",,"READ|CREATE","READ|CREATE|UPDATE",,,,
vol_data_entry,"Volunteer Data Entry",,,,"pr_person",,"READ|CREATE","READ|CREATE|UPDATE",,,,
vol_data_entry,"Volunteer Data Entry",,,,"pr_physical_description",,"READ|CREATE","READ|CREATE|UPDATE",,,,
vol_data_entry,"Volunteer Data Entry",,,,"vol_details",,"READ|CREATE","READ|CREATE|UPDATE",,,,
vol_editor,"Volunteer Editor",,hrm,human_resource,,,NONE,,,,,
vol_editor,"Volunteer Editor",,org,,,,"READ|UPDATE",,,,,
vol_editor,"Volunteer Editor",,pr,,,,"READ|CREATE|UPDATE",,,,,
vol_editor,"Volunteer Editor",,pr,contact,,,"READ|CREATE|UPDATE",,,,,
vol_editor,"Volunteer Editor",,pr,contact_emergency,,,"READ|CREATE|UPDATE",,,,,
vol_editor,"Volunteer Editor",,vol,,,,"READ|CREATE|UPDATE",,,,,
vol_editor,"Volunteer Editor",,vol,award,,,READ,,,,,
vol_editor,"Volunteer Editor",,vol,certificate,,,READ,,,,,
vol_editor,"Volunteer Editor",,vol,compose,,,NONE,,,,,
vol_editor,"Volunteer Editor",,vol,course,,,READ,,,,,
vol_editor,"Volunteer Editor",,vol,department,,,READ,,,,,
vol_editor,"Volunteer Editor",,vol,job_title,,,READ,,,,,
vol_editor,"Volunteer Editor",,vol,programme,,,READ,,,,,
vol_editor,"Volunteer Editor",,vol,skill,,,READ,,,,,
vol_editor,"Volunteer Editor",,vol,training,,,READ,,,,,
vol_editor,"Volunteer Editor",,vol,volunteer,,,"READ|CREATE|UPDATE",,,,,
vol_editor,"Volunteer Editor",,,,"hrm_human_resource",,"READ|CREATE|UPDATE",,,,,
vol_editor,"Volunteer Editor",,,,"hrm_competency",,"READ|CREATE|UPDATE",,,,,
vol_editor,"Volunteer Editor",,,,"hrm_experience",,"READ|CREATE|UPDATE",,,,,
vol_editor,"Volunteer Editor",,,,"hrm_skill",,READ,,,,,
vol_editor,"Volunteer Editor",,,,"hrm_training",,"READ|CREATE|UPDATE",,,,,
vol_editor,"Volunteer Editor",,,,"org_facility",,"READ|CREATE","READ|UPDATE",,,,"Training Venues"
vol_editor,"Volunteer Editor",,,,"org_organisation",,"READ|UPDATE",,,,,"Used to filter organisation fields"
vol_editor,"Volunteer Editor",,,,"org_sector",,"READ",,,,,"Used to classify Volunteer Activities"
vol_editor,"Volunteer Editor",,,,"pr_address",,"READ|CREATE|UPDATE",,,,,
vol_editor,"Volunteer Editor",,,,"pr_contact",,"READ|CREATE|UPDATE",,,,,
vol_editor,"Volunteer Editor",,,,"pr_contact_emergency",,"READ|CREATE|UPDATE",,,,,
vol_editor,"Volunteer Editor",,,,"pr_education",,"READ|CREATE|UPDATE",,,,,
vol_editor,"Volunteer Editor",,,,"pr_group_membership",,"READ|CREATE|UPDATE",,,,,
vol_editor,"Volunteer Editor",,,,"pr_identity",,"READ|CREATE|UPDATE",,,,,
vol_editor,"Volunteer Editor",,,,"pr_image",,"READ|CREATE|UPDATE",,,,,
vol_editor,"Volunteer Editor",,,,"pr_person",,"READ|CREATE|UPDATE",,,,,
vol_editor,"Volunteer Editor",,,,"pr_physical_description",,"READ|CREATE|UPDATE",,,,,
vol_editor,"Volunteer Editor",,,,"vol_details",,"READ|CREATE|UPDATE",,,,,
vol_super,"Volunteer Super Editor",,hrm,human_resource,,,READ,,,,,"Needed for Summary view and Options lookup when adding Job Title/Department."
vol_super,"Volunteer Super Editor",,org,,,,"READ|CREATE|UPDATE",,,,,
vol_super,"Volunteer Super Editor",,pr,,,,"READ|CREATE|UPDATE|DELETE",,,,,
vol_super,"Volunteer Super Editor",,pr,contact,,,"READ|CREATE|UPDATE|DELETE",,,,,
vol_super,"Volunteer Super Editor",,pr,contact_emergency,,,"READ|CREATE|UPDATE|DELETE",,,,,
vol_super,"Volunteer Super Editor",,pr,education_level,,,"READ|CREATE|UPDATE|DELETE",,,,,
vol_super,"Volunteer Super Editor",,vol,,,,"READ|CREATE|UPDATE|DELETE",,,,,
vol_super,"Volunteer Super Editor",,vol,award,,,"READ|CREATE|UPDATE|DELETE",,,,,
vol_super,"Volunteer Super Editor",,vol,certificate,,,"READ|CREATE|UPDATE|DELETE",,,,,
vol_super,"Volunteer Super Editor",,vol,compose,,,NONE,,,,,
vol_super,"Volunteer Super Editor",,vol,course,,,"READ|CREATE|UPDATE|DELETE",,,,,
vol_super,"Volunteer Super Editor",,vol,department,,,"READ|CREATE|UPDATE|DELETE",,,,,
vol_super,"Volunteer Super Editor",,vol,job_title,,,"READ|CREATE|UPDATE|DELETE",,,,,
vol_super,"Volunteer Super Editor",,vol,programme,,,"READ|CREATE|UPDATE|DELETE",,,,,
vol_super,"Volunteer Super Editor",,vol,skill,,,"READ|CREATE|UPDATE|DELETE",,,,,
vol_super,"Volunteer Super Editor",,vol,training,,,"READ|CREATE|UPDATE|DELETE",,,,,
vol_super,"Volunteer Super Editor",,vol,volunteer,,,"READ|CREATE|UPDATE|DELETE",,,,,
vol_super,"Volunteer Super Editor",,,,"hrm_human_resource",,"READ|CREATE|UPDATE|DELETE",,,,,
vol_super,"Volunteer Super Editor",,,,"hrm_competency",,"READ|CREATE|UPDATE|DELETE",,,,,
vol_super,"Volunteer Super Editor",,,,"hrm_experience",,"READ|CREATE|UPDATE|DELETE",,,,,
vol_super,"Volunteer Super Editor",,,,"hrm_skill",,"READ|CREATE|UPDATE|DELETE",,,,,
vol_super,"Volunteer Super Editor",,,,"hrm_training",,"READ|CREATE|UPDATE|DELETE",,,,,
vol_super,"Volunteer Super Editor",,,,"org_facility",,"READ|CREATE|UPDATE|DELETE",,,,,"Training Venues"
vol_super,"Volunteer Super Editor",,,,"org_organisation",,"READ|UPDATE",,,,,"Used to filter organisation fields"
vol_super,"Volunteer Super Editor",,,,"org_sector",,"READ",,,,,"Used to classify Volunteer Activities"
vol_super,"Volunteer Super Editor",,,,"pr_address",,"READ|CREATE|UPDATE|DELETE",,,,,
vol_super,"Volunteer Super Editor",,,,"pr_contact",,"READ|CREATE|UPDATE|DELETE",,,,,
vol_super,"Volunteer Super Editor",,,,"pr_contact_emergency",,"READ|CREATE|UPDATE|DELETE",,,,,
vol_super,"Volunteer Super Editor",,,,"pr_education",,"READ|CREATE|UPDATE|DELETE",,,,,
vol_super,"Volunteer Super Editor",,,,"pr_group_membership",,"READ|CREATE|UPDATE|DELETE",,,,,
vol_super,"Volunteer Super Editor",,,,"pr_identity",,"READ|CREATE|UPDATE|DELETE",,,,,
vol_super,"Volunteer Super Editor",,,,"pr_image",,"READ|CREATE|UPDATE|DELETE",,,,,
vol_super,"Volunteer Super Editor",,,,"pr_person",,"READ|CREATE|UPDATE|DELETE",,,,,
vol_super,"Volunteer Super Editor",,,,"pr_physical_description",,"READ|CREATE|UPDATE|DELETE",,,,,
vol_super,"Volunteer Super Editor",,,,"vol_details",,"READ|CREATE|UPDATE|DELETE",,,,,
vulnerability_reader,"Vulnerability Reader",,stats,,,,READ,READ,,,,
vulnerability_reader,"Vulnerability Reader",,vulnerability,,,,READ,READ,,,,
vulnerability_reader,"Vulnerability Reader",,org,,,,READ,,,,,
vulnerability_reader,"Vulnerability Reader",,pr,,,,READ,,,,,
vulnerability_reader,"Vulnerability Reader",,hrm,hr_search,,,READ,,,,,
vulnerability_data_entry,"Vulnerability Data Entry",,stats,,,,"READ|CREATE|UPDATE",READ,,,,
vulnerability_data_entry,"Vulnerability Data Entry",,vulnerability,,,,"READ|CREATE|UPDATE",READ,,,,
vulnerability_data_entry,"Vulnerability Data Entry",,org,,,,READ,,,,,
vulnerability_data_entry,"Vulnerability Data Entry",,pr,,,,READ,,,,,
vulnerability_data_entry,"Vulnerability Data Entry",,hrm,hr_search,,,READ,,,,,
vulnerability_editor,"Vulnerability Editor",,stats,,,,"READ|CREATE|UPDATE","READ|CREATE|UPDATE",,,,
vulnerability_editor,"Vulnerability Editor",,vulnerability,,,,"READ|CREATE|UPDATE","READ|CREATE|UPDATE",,,,
vulnerability_editor,"Vulnerability Editor",,org,,,,READ,,,,,
vulnerability_editor,"Vulnerability Editor",,pr,,,,READ,,,,,
vulnerability_editor,"Vulnerability Editor",,hrm,hr_search,,,READ,,,,,
vulnerability_super,"Vulnerability Super Editor",,stats,,,,"READ|CREATE|UPDATE|DELETE","READ|CREATE|UPDATE|DELETE",,,,
vulnerability_super,"Vulnerability Super Editor",,vulnerability,,,,"READ|CREATE|UPDATE|DELETE","READ|CREATE|UPDATE|DELETE",,,,
vulnerability_super,"Vulnerability Super Editor",,org,,,,READ,,,,,
vulnerability_super,"Vulnerability Super Editor",,pr,,,,READ,,,,,
vulnerability_super,"Vulnerability Super Editor",,hrm,hr_search,,,READ,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",admin,user,,,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",asset,,,,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",event,,,,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",hrm,,,,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",inv,,,,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",irs,,,,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",member,,,,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",org,,,,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",pr,,,,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",project,,,,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",req,,,,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",supply,,,,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",supply,,,any,READ,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",survey,,,,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",vol,,,,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",vulnerability,,,,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",,,"hrm_human_resource",,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",,,"hrm_competency",,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",,,"hrm_experience",,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",,,"hrm_skill",,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",,,"hrm_training",,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",,,"inv_warehouse",,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",,,"inv_warehouse_type",,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",,,"org_capacity_assessment_data",,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",,,"org_facility",,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",,,"org_facility_type",,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",,,"org_organisation",,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",,,"org_organisation_organisation_type",,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",,,"org_sector",,"READ",,,,,"Used to classify Volunteer Activities"
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",,,"pr_address",,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",,,"pr_contact",,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",,,"pr_contact_emergency",,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",,,"pr_education",,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",,,"pr_group_membership",,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",,,"pr_identity",,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",,,"pr_image",,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",,,"pr_pentity",,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",,,"pr_person",,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",,,"pr_physical_description",,ALL,,,,,
ORG_ADMIN,"Organisation Admin","Can manage Organisation Users and control all record permissions",,,"project_project",,ALL,,,,,
